ENSID	RatiosMoys_.d32._vs_.d22.	Symbol	Description	pval_DEseq2	RatiosMoys_.d32._vs_.d22.	Delta_DEseq2	pval_edgeR	RatiosMoys_.d32._vs_.d22.	Delta_edgeR	pval_Voom	RatiosMoys_.d32._vs_.d22.	Delta_Voom	Flags_.d22.	Flags_.d32.	Flags_tot
ENSG00000003989	  0.55665262	SLC7A2	solute carrier family 7 member 2 [Source:HGNC Symbol;Acc:HGNC:11060]	 1,506133e-14	  0,55665262	  275,05841	 2,867145e-22	  0,56866512	  11,6607819	4,976522e-04	  0,56902230	  11,6605250	 3	 3	 6
ENSG00000004399	  0.78240794	PLXND1	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]	 1,573552e-08	  0,78240794	 1887,94741	 3,621897e-11	  0,79962620	  75,7381939	2,348629e-03	  0,79963844	  75,7379344	 3	 3	 6
ENSG00000004660	  1.69196973	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]	 7,064406e-10	  1,69196973	  199,38117	 1,296762e-18	  1,73120187	   9,1774449	1,549105e-03	  1,72995387	   9,1777008	 3	 3	 6
ENSG00000004776	  2.87939258	HSPB6	heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]	 8,563234e-24	  2,87939258	  193,34876	 8,839090e-40	  2,94201187	   8,7034991	3,996470e-06	  2,93266385	   8,7037551	 3	 3	 6
ENSG00000004799	  0.63365818	PDK4	pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]	 1,777837e-11	  0,63365818	  220,78792	 4,180854e-14	  0,64788748	   9,2458122	2,964013e-05	  0,64818946	   9,2455554	 3	 3	 6
ENSG00000004864	  0.81551066	SLC25A13	solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]	 4,988691e-04	  0,81551066	  220,80506	 6,740780e-05	  0,83327352	   8,6948996				 3	 3	 6
ENSG00000004866	  1.26731961	ST7	suppression of tumorigenicity 7 [Source:HGNC Symbol;Acc:HGNC:11351]	 4,129026e-04	  1,26731961	  128,49486	 2,964411e-06	  1,29471103	   6,1719702	8,202479e-04	  1,29441666	   6,1722263	 3	 3	 6
ENSG00000005059	  0.71802760	MCUB	mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]	 1,403280e-07	  0,71802760	  195,45922	 9,240363e-09	  0,73365269	   8,0438312	2,210853e-05	  0,73385338	   8,0435745	 3	 3	 6
ENSG00000005073	  2.91221683	HOXA11	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]	 3,616169e-23	  2,91221683	  188,36798	 1,934864e-39	  2,97517576	   8,4758815	7,402168e-06	  2,96524716	   8,4761375	 3	 3	 6
ENSG00000005102	  4.70292439	MEOX1	mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013]	 2,716594e-06	  4,70292439	   28,94259	 1,809315e-13	  4,80520071	   1,2947875	9,770874e-04	  4,57670016	   1,2950439	 0	 3	 3
ENSG00000005108	  1.21744322	THSD7A	thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]				 2,192889e-09	  1,21744322	  88,5390587	2,366839e-03	  1,21743220	  88,5393110	 3	 3	 6
ENSG00000005187	  1.35977979	ACSM3	acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]	 8,346547e-09	  1,35977979	  296,99306	 2,265903e-12	  1,38955537	  14,0106122	1,494783e-05	  1,38932641	  14,0108679	 3	 3	 6
ENSG00000005189	  1.51551549	REXO5	RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]	 2,368778e-02	  1,51551549	   22,49049	 6,089304e-04	  1,54830290	   1,0422047	4,831116e-03	  1,54221629	   1,0424611	 3	 3	 6
ENSG00000005238	  1.30577079	ATOSB	atos homolog B [Source:HGNC Symbol;Acc:HGNC:25666]	 5,570643e-05	  1,30577079	  149,70035	 1,167217e-07	  1,33546970	   7,1553206	1,583099e-03	  1,33513903	   7,1555767	 3	 3	 6
ENSG00000005243	  1.24539641	COPZ2	COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]	 1,603623e-02	  1,24539641	   51,14437	 1,031847e-03	  1,27315775	   2,4801808	4,153678e-04	  1,27253135	   2,4804371	 3	 3	 6
ENSG00000005249	  1.22555512	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]				 2,064956e-04	  1,22555512	   4,9020303	4,493337e-02	  1,22534078	   4,9022865	 3	 3	 6
ENSG00000005448	  0.77361708	WDR54	WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]	 1,520618e-04	  0,77361708	  165,69081	 6,655798e-06	  0,79066906	   6,6740308	1,078935e-02	  0,79082020	   6,6737741	 3	 3	 6
ENSG00000005469	  1.20939072	CROT	carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]	 3,379751e-02	  1,20939072	   50,06760	 2,562958e-03	  1,23647406	   2,4633876	1,394105e-02	  1,23600456	   2,4636439	 3	 3	 6
ENSG00000005471	  1.92679228	ABCB4	ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]	 3,197167e-06	  1,92679228	   63,54457	 2,873997e-11	  1,96907682	   2,8947952	4,799419e-04	  1,96213787	   2,8950515	 3	 3	 6
ENSG00000005884	  0.79146198	ITGA3	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	 3,308743e-08	  0,79146198	 2412,45347	 1,090672e-10	  0,80882932	  96,3589126	3,414681e-03	  0,80883810	  96,3586521	 3	 3	 6
ENSG00000005961	  1.62707942	ITGA2B	integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]	 1,457959e-04	  1,62707942	   71,14416	 6,035163e-09	  1,66614480	   3,2919625	1,374600e-02	  1,66326944	   3,2922187	 3	 3	 6
ENSG00000006118	  0.83205377	TMEM132A	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	 1,838013e-06	  0,83205377	  827,61755							 3	 3	 6
ENSG00000006283	  2.84951161	CACNA1G	calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]	 2,683035e-57	  2,84951161	  945,56235	1,221009e-107	  2,91013775	  42,5443592	1,620222e-05	  2,90828065	  42,5446137	 3	 3	 6
ENSG00000006327	  1.42634149	TNFRSF12A	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	 2,160333e-05	  1,42634149	  121,48123	 5,618408e-09	  1,45677775	   5,6709191	1,832327e-03	  1,45599734	   5,6711753	 3	 3	 6
ENSG00000006453	  0.77444710	BAIAP2L1	BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]	 3,707101e-05	  0,77444710	  163,63045	 9,478037e-06	  0,79193901	   6,5759223	1,129810e-03	  0,79209059	   6,5756656	 3	 3	 6
ENSG00000006468	  3.63563805	ETV1	ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]	 7,177061e-51	  3,63563805	  521,16536	 9,792291e-99	  3,71513139	  23,3854501	2,535389e-05	  3,70830315	  23,3857054	 3	 3	 6
ENSG00000006555	  0.53595504	TTC22	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]	 7,384691e-06	  0,53595504	   57,45694	 6,634639e-09	  0,54756695	   2,4406008	8,509840e-06	  0,54943616	   2,4403443	 3	 3	 6
ENSG00000006576	  1.20335267	PHTF2	putative homeodomain transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:13411]				 2,807621e-03	  1,20335267	   3,0433609	2,633127e-02	  1,20307386	   3,0436172	 3	 3	 6
ENSG00000006611	  1.27604429	USH1C	USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]	 4,379144e-07	  1,27604429	  429,03940	 9,520174e-11	  1,30369619	  20,5641072	2,302483e-04	  1,30360219	  20,5643627	 3	 3	 6
ENSG00000006638	  0.71273829	TBXA2R	thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]	 6,215886e-06	  0,71273829	  126,02343	 3,880594e-07	  0,72846417	   5,1896604	6,275201e-05	  0,72878708	   5,1894037	 3	 3	 6
ENSG00000006652	  1.27350555	IFRD1	interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]	 6,664534e-04	  1,27350555	  106,41249	 7,648803e-06	  1,30214310	   5,1213878	8,615487e-04	  1,30176993	   5,1216440	 3	 3	 6
ENSG00000006695	  0.78269502	COX10	cytochrome c oxidase assembly factor heme A:farnesyltransferase COX10 [Source:HGNC Symbol;Acc:HGNC:2260]	 9,261655e-04	  0,78269502	  104,71264	 1,560120e-04	  0,79944208	   4,2102358	3,468088e-03	  0,79966243	   4,2099793	 3	 3	 6
ENSG00000006740	  1.43500975	ARHGAP44	Rho GTPase activating protein 44 [Source:HGNC Symbol;Acc:HGNC:29096]	 6,488124e-06	  1,43500975	  124,88210	 3,057355e-09	  1,46593822	   5,8272682	2,340783e-04	  1,46514755	   5,8275244	 3	 3	 6
ENSG00000006747	  1.43930412	SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	 9,432132e-09	  1,43930412	  235,86767	 1,899557e-13	  1,47108513	  11,0195581	2,361688e-04	  1,47065726	  11,0198140	 3	 3	 6
ENSG00000006756	  0.77984022	ARSD	arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]	 1,865298e-07	  0,77984022	  382,05422	 6,939265e-08	  0,79681828	  15,3622403	1,749143e-04	  0,79688027	  15,3619833	 3	 3	 6
ENSG00000007001	  2.00627745	UPP2	uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]	 3,077158e-02	  2,00627745	   12,12226	 5,707907e-04	  2,05482441	   0,5537277	1,604284e-02	  2,01321676	   0,5539840	 0	 2	 2
ENSG00000007062	  1.28384564	PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	 2,762602e-02	  1,28384564	   46,37719	 6,789955e-04	  1,31085077	   2,2132058				 3	 3	 6
ENSG00000007171	  0.23253118	NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	 5,429144e-08	  0,23253118	   45,99767	 2,022951e-18	  0,23757772	   1,9897024	6,018801e-03	  0,24399410	   1,9894459	 3	 0	 3
ENSG00000007174	  0.56998377	DNAH9	dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]	 2,389871e-07	  0,56998377	   89,20732	 2,598657e-10	  0,58266027	   3,7722262	4,059449e-05	  0,58369317	   3,7719697	 3	 3	 6
ENSG00000007216	  0.59432471	SLC13A2	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	 2,652512e-05	  0,59432471	   76,47493	 1,803406e-08	  0,60796962	   3,2200073	6,191716e-03	  0,60903896	   3,2197508	 3	 3	 6
ENSG00000007237	  2.27816045	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	 4,385843e-21	  2,27816045	  374,49218	 2,736827e-46	  2,32505965	  16,9138303	4,319707e-04	  2,32281952	  16,9140860	 3	 3	 6
ENSG00000007255	  0.75996967	TRAPPC6A	trafficking protein particle complex subunit 6A [Source:HGNC Symbol;Acc:HGNC:23069]	 1,085349e-04	  0,75996967	  116,09652	 2,306191e-05	  0,77661075	   4,7072606	5,847316e-05	  0,77685388	   4,7070040	 3	 3	 6
ENSG00000007376	  0.82811505	RPUSD1	RNA pseudouridine synthase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14173]	 3,391763e-03	  0,82811505	  114,62722							 3	 3	 6
ENSG00000007384	  1.23474640	RHBDF1	rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]	 3,757644e-04	  1,23474640	  194,40242	 8,422558e-07	  1,26293962	   9,4862598	7,794053e-03	  1,26278786	   9,4865157	 3	 3	 6
ENSG00000007402	  1.34905894	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]	 6,440593e-06	  1,34905894	  288,55163	 1,091539e-11	  1,37787518	  13,6077237	5,403849e-03	  1,37765358	  13,6079794	 3	 3	 6
ENSG00000007923	  0.82307405	DNAJC11	DnaJ heat shock protein family (Hsp40) member C11 [Source:HGNC Symbol;Acc:HGNC:25570]	 1,202970e-05	  0,82307405	  455,03530							 3	 3	 6
ENSG00000007944	  1.35061396	MYLIP	myosin regulatory light chain interacting protein [Source:HGNC Symbol;Acc:HGNC:21155]	 2,866060e-08	  1,35061396	  320,94371	 2,094904e-12	  1,38026550	  15,1640645	1,349715e-04	  1,38006406	  15,1643202	 3	 3	 6
ENSG00000007968	  2.16247759	E2F2	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	 5,667493e-09	  2,16247759	   90,35556	 1,326742e-16	  2,20799515	   4,0904382	3,526727e-04	  2,20033953	   4,0906944	 3	 3	 6
ENSG00000008056	  0.79336631	SYN1	synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]	 1,211322e-02	  0,79336631	   67,07189	 2,137559e-03	  0,81159012	   2,6639750				 3	 3	 6
ENSG00000008083	  1.40455580	JARID2	jumonji and AT-rich interaction domain containing 2 [Source:HGNC Symbol;Acc:HGNC:6196]	 2,391935e-15	  1,40455580	  855,33058	 4,695205e-21	  1,43589190	  40,1489854	2,982968e-05	  1,43579150	  40,1492400	 3	 3	 6
ENSG00000008086	  1.45350794	CDKL5	cyclin dependent kinase like 5 [Source:HGNC Symbol;Acc:HGNC:11411]	 2,033987e-07	  1,45350794	  167,38134	 1,474968e-11	  1,48517056	   7,8024044	2,204549e-04	  1,48452939	   7,8026604	 3	 3	 6
ENSG00000008118	  1.58018997	CAMK1G	calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]	 3,232499e-03	  1,58018997	   40,55927	 7,247963e-06	  1,61430031	   1,8703482	1,177693e-02	  1,61001479	   1,8706046	 3	 3	 6
ENSG00000008196	  0.21218002	TFAP2B	transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]	 9,065423e-19	  0,21218002	  128,08526	 1,532055e-41	  0,21750352	   5,5436636	9,493363e-04	  0,21994113	   5,5434069	 3	 3	 6
ENSG00000008226	  0.82843100	DLEC1	DLEC1 cilia and flagella associated protein [Source:HGNC Symbol;Acc:HGNC:2899]	 8,635671e-03	  0,82843100	  103,01897							 3	 3	 6
ENSG00000008277	  0.80475716	ADAM22	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]	 1,384577e-02	  0,80475716	   57,99869	 5,956164e-03	  0,82305043	   2,2902213	1,195764e-02	  0,82336789	   2,2899648	 3	 3	 6
ENSG00000008283	  0.76337553	CYB561	cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]	 5,238197e-06	  0,76337553	  206,53132	 7,378074e-07	  0,78028431	   8,3555895	1,039998e-03	  0,78041699	   8,3553328	 3	 3	 6
ENSG00000008294	  1.21908654	SPAG9	sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]	 2,488613e-06	  1,21908654	  448,06661	 1,530799e-08	  1,24599929	  21,9200537	4,297166e-05	  1,24594197	  21,9203090	 3	 3	 6
ENSG00000008323	  0.55509915	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]	 3,169845e-08	  0,55509915	  100,20715	 7,378566e-12	  0,56700063	   4,2490983	6,184442e-05	  0,56798691	   4,2488417	 3	 3	 6
ENSG00000008394	  0.47295211	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]	 1,202424e-14	  0,47295211	  152,31931	 9,257585e-21	  0,48323801	   6,5069672	1,031012e-06	  0,48415186	   6,5067105	 3	 3	 6
ENSG00000008441	  5.79643369	NFIX	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]	 4,507397e-82	  5,79643369	  573,69477	6,235053e-150	  5,91890767	  25,6331200	5,504976e-06	  5,89845555	  25,6333753	 3	 3	 6
ENSG00000008513	  1.28062852	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]	 5,330051e-11	  1,28062852	 1210,04998	 3,060168e-14	  1,30899976	  58,0484840	2,926481e-05	  1,30896526	  58,0487378	 3	 3	 6
ENSG00000008516	  1.43898684	MMP25	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]	 8,551793e-03	  1,43898684	   47,05413	 2,051256e-05	  1,47358811	   2,2111296				 3	 3	 6
ENSG00000008517	  1.31411199	IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	 2,723693e-03	  1,31411199	   77,64414	 2,262761e-05	  1,34157778	   3,6784746	7,884549e-03	  1,34091116	   3,6787309	 3	 3	 6
ENSG00000008735	  0.73535332	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]	 8,798162e-04	  0,73535332	   73,13370	 9,251198e-05	  0,75114584	   2,9963886	1,777164e-03	  0,75161705	   2,9961320	 3	 3	 6
ENSG00000009413	  1.23768915	REV3L	REV3 like, DNA directed polymerase zeta catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9968]	 6,653820e-05	  1,23768915	  210,56472	 4,389068e-07	  1,26504406	  10,2301372	3,799734e-04	  1,26490102	  10,2303932	 3	 3	 6
ENSG00000009694	  1.61077563	TENM1	teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]	 4,434702e-03	  1,61077563	   32,58974	 1,507060e-05	  1,64586607	   1,5018330	7,788207e-03	  1,63997375	   1,5020893	 3	 3	 6
ENSG00000009780	  1.23623769	FAM76A	family with sequence similarity 76 member A [Source:HGNC Symbol;Acc:HGNC:28530]	 1,688790e-02	  1,23623769	   53,08652	 1,163871e-03	  1,26347510	   2,5793917	3,879490e-04	  1,26291556	   2,5796480	 3	 3	 6
ENSG00000009790	  1.35120670	TRAF3IP3	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]				 4,380876e-02	  1,35120670	   0,5187577				 2	 3	 5
ENSG00000009950	  0.52832333	MLXIPL	MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]	 1,477284e-18	  0,52832333	  374,12974	 1,255305e-29	  0,54071862	  15,8714557	4,347154e-04	  0,54101572	  15,8711986	 3	 3	 6
ENSG00000010256	  0.79782466	UQCRC1	ubiquinol-cytochrome c reductase core protein 1 [Source:HGNC Symbol;Acc:HGNC:12585]	 9,742388e-09	  0,79782466	  771,11438	 3,225509e-08	  0,81529294	  30,6937601	2,565824e-05	  0,81531872	  30,6935025	 3	 3	 6
ENSG00000010292	  1.42427146	NCAPD2	non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]	 3,758767e-13	  1,42427146	  648,78277	 2,680608e-20	  1,45498947	  30,3131468	7,806155e-05	  1,45484442	  30,3134018	 3	 3	 6
ENSG00000010319	  1.21261432	SEMA3G	semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]	 3,972678e-07	  1,21261432	 1117,36957	 7,025701e-10	  1,23935513	  54,8020542	1,200999e-04	  1,23933345	  54,8023081	 3	 3	 6
ENSG00000010379	  0.76522400	SLC6A13	solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]	 4,261687e-05	  0,76522400	  333,03696	 3,275290e-08	  0,78259208	  13,4373361	2,989080e-02	  0,78267292	  13,4370792	 3	 3	 6
ENSG00000010610	  0.57954145	CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	 2,062697e-12	  0,57954145	  276,83741	 2,483461e-20	  0,59207183	  11,7033752	1,277292e-03	  0,59239063	  11,7031183	 3	 3	 6
ENSG00000010704	  1.83984715	HFE	homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]	 9,489594e-06	  1,83984715	   60,29715	 4,396728e-10	  1,87876238	   2,7490162	1,906755e-04	  1,87275957	   2,7492725	 3	 3	 6
ENSG00000010810	  0.77925694	FYN	FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]	 7,890662e-12	  0,77925694	 1227,73887	 1,304860e-10	  0,79641437	  49,3316595	8,130836e-07	  0,79643375	  49,3314010	 3	 3	 6
ENSG00000010818	  1.65930727	HIVEP2	HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]	 9,810975e-13	  1,65930727	  247,01786	 3,435896e-20	  1,69500241	  11,3443805	5,767031e-05	  1,69409070	  11,3446364	 3	 3	 6
ENSG00000010932	  1.50616734	FMO1	flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]	 7,693633e-20	  1,50616734	  673,18112	 2,775972e-25	  1,53976524	  31,2759112	2,718009e-06	  1,53956657	  31,2761662	 3	 3	 6
ENSG00000011009	  0.77274879	LYPLA2	lysophospholipase 2 [Source:HGNC Symbol;Acc:HGNC:6738]	 2,131058e-07	  0,77274879	  431,54150	 1,162846e-08	  0,78967675	  17,4014782	1,488823e-03	  0,78973527	  17,4012210	 3	 3	 6
ENSG00000011028	  1.28455808	MRC2	mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]	 3,778080e-12	  1,28455808	 3895,53587	 8,585686e-18	  1,31275142	 186,5289069	2,502333e-05	  1,31274041	 186,5291547	 3	 3	 6
ENSG00000011083	  0.78569732	SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	 2,971546e-02	  0,78569732	   37,97047	 9,432305e-03	  0,80317566	   1,5191814	1,723076e-02	  0,80376338	   1,5189249	 3	 3	 6
ENSG00000011114	  1.21772162	BTBD7	BTB domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18269]				 1,824753e-06	  1,21772162	  14,5103559	3,152822e-02	  1,21765424	  14,5106117	 3	 3	 6
ENSG00000011201	  1.28220535	ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	 1,062240e-08	  1,28220535	  564,91207	 3,378289e-12	  1,31087058	  27,1116096	1,732386e-04	  1,31079580	  27,1118647	 3	 3	 6
ENSG00000011275	  0.79735808	RNF216	ring finger protein 216 [Source:HGNC Symbol;Acc:HGNC:21698]	 1,302503e-07	  0,79735808	  565,75683	 9,870561e-08	  0,81489632	  22,5158851	3,188214e-04	  0,81493161	  22,5156277	 3	 3	 6
ENSG00000011347	  0.58415013	SYT7	synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]	 7,437280e-07	  0,58415013	   98,74594	 1,108728e-10	  0,59695021	   4,1689329	1,903875e-03	  0,59782302	   4,1686764	 3	 3	 6
ENSG00000011422	  1.62010158	PLAUR	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]	 1,880259e-03	  1,62010158	   35,63177	 7,360704e-06	  1,65666606	   1,6441190	5,376752e-04	  1,65109678	   1,6443753	 3	 3	 6
ENSG00000011426	  1.87879937	ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	 1,323667e-16	  1,87879937	  244,14893	 5,976288e-26	  1,91956043	  11,1310255	1,849450e-05	  1,91792772	  11,1312815	 3	 3	 6
ENSG00000011465	  2.69428843	DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	 1,044364e-81	  2,69428843	 4346,95830	9,930640e-170	  2,75235139	 195,8568378	9,255171e-06	  2,75201181	 195,8570854	 3	 3	 6
ENSG00000011638	  1.20760952	LDAF1	lipid droplet assembly factor 1 [Source:HGNC Symbol;Acc:HGNC:30136]	 3,768962e-02	  1,20760952	   52,17164	 2,739231e-03	  1,23378884	   2,5593825	2,100152e-02	  1,23334738	   2,5596388	 3	 3	 6
ENSG00000011677	  3.68729824	GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]	 4,114222e-05	  3,68729824	   24,48581	 2,009546e-10	  3,75991158	   1,0961193	1,442544e-03	  3,61685213	   1,0963757	 0	 3	 3
ENSG00000012048	  1.54131536	BRCA1	BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]	 5,144511e-06	  1,54131536	   99,16870	 9,794010e-10	  1,57487290	   4,5882205	2,983270e-04	  1,57333829	   4,5884767	 3	 3	 6
ENSG00000012124	  0.64545249	CD22	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]	 5,748202e-07	  0,64545249	  182,65411	 4,021508e-12	  0,65997296	   7,6301445	1,022397e-02	  0,66031454	   7,6298878	 3	 3	 6
