ENSID	RatiosMoys_.d42._vs_.d32.	Symbol	Description	pval_DEseq2	RatiosMoys_.d42._vs_.d32.	Delta_DEseq2	pval_edgeR	RatiosMoys_.d42._vs_.d32.	Delta_edgeR	pval_Voom	RatiosMoys_.d42._vs_.d32.	Delta_Voom	Flags_.d32.	Flags_.d42.	Flags_tot
ENSG00000006327	 2.304706701	TNFRSF12A	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	 1,043223e-25	 2,304706701	  491,746211	 9,277874e-62	 2,304346747	  23,3148680	5,105209e-04	 2,302971457	  23,3187022	 3	 3	 6
ENSG00000006638	 0.454495303	TBXA2R	thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]	 1,388363e-15	 0,454495303	  158,189571	 1,165789e-26	 0,454230684	   7,5101098	1,360941e-05	 0,455372639	   7,5062740	 3	 3	 6
ENSG00000006747	 1.882653019	SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	 1,688812e-25	 1,882653019	  632,623236	 3,538703e-50	 1,881848824	  29,9896325	1,986770e-04	 1,881396324	  29,9934662	 3	 3	 6
ENSG00000007001	 0.303788878	UPP2	uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]	 1,500274e-03	 0,303788878	   15,612383	 1,766153e-06	 0,303329596	   0,7424913	2,086181e-03	 0,320827259	   0,7386557	 2	 0	 2
ENSG00000007062	 2.674267943	PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	 1,558677e-29	 2,674267943	  325,694927	 6,099346e-58	 2,675128881	  15,4508496	8,002924e-05	 2,671592055	  15,4546843	 3	 3	 6
ENSG00000007216	 0.051233765	SLC13A2	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	 2,924450e-21	 0,051233765	   98,586470	 1,359781e-60	 0,051166245	   4,6838889	1,440068e-03	 0,056113504	   4,6800531	 3	 0	 3
ENSG00000007237	 1.944638588	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	 3,188631e-20	 1,944638588	  584,651970	 6,362137e-52	 1,946746483	  27,7720642	5,865199e-04	 1,946173732	  27,7758981	 3	 3	 6
ENSG00000007264	 4.692076810	MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	 1,337689e-06	 4,692076810	   29,450826	 9,711512e-14	 4,697988009	   1,3990499	2,765212e-03	 4,506007404	   1,4028854	 0	 3	 3
ENSG00000007350	 3.770321421	TKTL1	transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]	 7,601234e-04	 3,770321421	   16,033265	 4,207658e-07	 3,762265088	   0,7591556	6,160228e-03	 3,572101754	   0,7629911	 0	 2	 2
ENSG00000008118	 1.603965813	CAMK1G	calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]	 8,835705e-05	 1,603965813	   61,865212	 4,710776e-08	 1,604347460	   2,9362668	1,478807e-03	 1,602432549	   2,9401022	 3	 3	 6
ENSG00000008441	 6.182184413	NFIX	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]	1,191050e-291	 6,182184413	 3331,564699	 0,000000e+00	 6,184367524	 158,0611234	1,732519e-07	 6,180787091	 158,0649506	 3	 3	 6
ENSG00000008513	 0.486807708	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]	 1,580070e-74	 0,486807708	 2628,164454	6,326782e-100	 0,486530714	 124,8004773	1,935584e-06	 0,486592562	 124,7966372	 3	 3	 6
ENSG00000008517	 2.196096912	IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	 2,697749e-26	 2,196096912	  360,257801	 3,882526e-47	 2,197017984	  17,0948468	5,013477e-05	 2,195460829	  17,0986813	 3	 3	 6
ENSG00000009694	 1.716561695	TENM1	teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]	 9,184560e-05	 1,716561695	   57,112640	 8,827689e-09	 1,716435411	   2,7104512	6,392561e-03	 1,713336859	   2,7142865	 3	 3	 6
ENSG00000009709	13.594012076	PAX7	paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]	 1,533331e-16	13,594012076	   77,569634	 1,766629e-47	13,628692440	   3,6867306	5,274064e-03	12,763016407	   3,6905660	 0	 3	 3
ENSG00000009765	 0.214485715	IYD	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071]	 2,102242e-26	 0,214485715	  145,190791	 3,696032e-50	 0,214438510	   6,8895546	1,117604e-06	 0,216823492	   6,8857188	 3	 3	 6
ENSG00000010318	 0.592029899	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]	 4,591011e-05	 0,592029899	   62,059472	 7,617252e-09	 0,592065920	   2,9453029	1,645308e-03	 0,593824127	   2,9414672	 3	 3	 6
ENSG00000010319	 0.411991587	SEMA3G	semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]	 1,490338e-95	 0,411991587	 3475,180026	3,323848e-151	 0,411772719	 164,9807505	2,734135e-06	 0,411832129	 164,9769086	 3	 3	 6
ENSG00000010379	 0.591257777	SLC6A13	solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]	 1,799060e-15	 0,591257777	  411,510780	 8,631646e-31	 0,590587265	  19,5740045	1,263991e-03	 0,590854132	  19,5701683	 3	 3	 6
ENSG00000010438	 0.355179979	PRSS3	serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]	 5,302681e-03	 0,355179979	   14,248118	 1,931907e-05	 0,354634964	   0,6778673	1,139821e-02	 0,371340431	   0,6740317	 2	 0	 2
ENSG00000010810	 0.666321531	FYN	FYN proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:4037]	 6,063449e-25	 0,666321531	 1341,216657	 8,401351e-33	 0,666026711	  63,7025632	1,305975e-05	 0,666084996	  63,6987259	 3	 3	 6
ENSG00000010932	 0.473487450	FMO1	flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]	 1,124825e-51	 0,473487450	  978,174813	 3,245696e-78	 0,473156046	  46,4568192	4,558062e-06	 0,473329806	  46,4529819	 3	 3	 6
ENSG00000011083	 0.411162754	SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	 4,216614e-09	 0,411162754	   76,027578	 2,479014e-17	 0,411334776	   3,6064816	3,253522e-04	 0,414046803	   3,6026459	 3	 3	 6
ENSG00000011201	 0.438265654	ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	 9,861627e-74	 0,438265654	 1337,243461	1,612668e-103	 0,438088384	  63,4884142	1,682707e-06	 0,438230768	  63,4845763	 3	 3	 6
ENSG00000011332	 1.559962983	DPF1	double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]	 8,829417e-03	 1,559962983	   30,647887	 9,682185e-05	 1,559145389	   1,4523347	1,828068e-02	 1,555953762	   1,4561702	 3	 3	 6
ENSG00000011422	 1.598541471	PLAUR	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]	 2,298851e-04	 1,598541471	   51,682789	 4,350255e-07	 1,597624034	   2,4497423	2,686328e-04	 1,595391816	   2,4535777	 3	 3	 6
ENSG00000011465	 2.294849554	DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	 1,000156e-91	 2,294849554	 8300,532939	9,097081e-158	 2,295478615	 393,8870133	2,618916e-06	 2,295398289	 393,8908264	 3	 3	 6
ENSG00000012171	 0.421538855	SEMA3B	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]	7,143379e-102	 0,421538855	 4885,048801	1,413358e-154	 0,421196343	 232,0627873	1,328266e-05	 0,421237390	 232,0589430	 3	 3	 6
ENSG00000013016	 1.697418645	EHD3	EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]	 4,384902e-13	 1,697418645	  231,478068	 9,463522e-22	 1,697404601	  10,9788305	1,485522e-04	 1,696683015	  10,9826654	 3	 3	 6
ENSG00000013297	 1.541323399	CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	 4,893135e-24	 1,541323399	 3491,111973	 1,497545e-43	 1,541849152	 165,7521559	1,822214e-04	 1,541823047	 165,7559807	 3	 3	 6
ENSG00000013441	 0.503495151	CLK1	CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]	 1,153097e-29	 0,503495151	  769,011443	 6,805676e-62	 0,502946680	  36,5651453	4,284881e-04	 0,503146123	  36,5613085	 3	 3	 6
ENSG00000013588	 0.321146387	GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]	1,772447e-113	 0,321146387	 2908,865073	1,284269e-219	 0,320880477	 138,1334706	7,729234e-06	 0,320972142	 138,1296296	 3	 3	 6
ENSG00000013619	 1.977317832	MAMLD1	mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]	 1,464061e-22	 1,977317832	  367,956857	 7,560193e-40	 1,978384916	  17,4704179	1,155180e-04	 1,977405870	  17,4742524	 3	 3	 6
ENSG00000015413	 0.294382609	DPEP1	dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]	 3,269683e-59	 0,294382609	  652,772803	1,579163e-118	 0,294026378	  31,0045910	2,924429e-05	 0,294464094	  31,0007542	 3	 3	 6
ENSG00000015520	 2.185891471	NPC1L1	NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]	 1,379603e-07	 2,185891471	   61,958638	 3,921254e-13	 2,184540191	   2,9373144	7,390886e-06	 2,175745671	   2,9411498	 3	 3	 6
ENSG00000016082	23.613007660	ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]	 9,389141e-08	23,613007660	   28,882930	 8,358790e-22	23,809108304	   1,3726472	6,900152e-03	17,788406810	   1,3764827	 0	 2	 2
ENSG00000017260	 0.632502705	ATP2C1	ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]	 4,533059e-30	 0,632502705	 1323,698125	 4,301044e-40	 0,632049540	  62,9141891	3,596884e-05	 0,632118892	  62,9103517	 3	 3	 6
ENSG00000017427	 3.412480224	IGF1	insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]	 1,377416e-71	 3,412480224	  836,527984	1,278070e-142	 3,414120168	  39,7069268	2,166977e-05	 3,411156067	  39,7107602	 3	 3	 6
ENSG00000017483	 2.934650754	SLC38A5	solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]	 1,735972e-15	 2,934650754	  105,738406	 1,063936e-27	 2,932841724	   5,0144003	2,789882e-06	 2,918193974	   5,0182355	 3	 3	 6
ENSG00000018280	 0.581032371	SLC11A1	solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]	 4,116747e-02	 0,581032371	   13,272874	 2,411136e-03	 0,580175552	   0,6315601	3,935033e-03	 0,588688484	   0,6277245	 3	 1	 4
ENSG00000019102	 1.506750999	VSIG2	V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17149]	 3,622467e-02	 1,506750999	   23,573180	 1,113605e-03	 1,503618703	   1,1128421				 3	 3	 6
ENSG00000019505	 1.780843007	SYT13	synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962]	 1,394304e-08	 1,780843007	  108,926499	 9,417165e-15	 1,781888830	   5,1718816	1,934957e-04	 1,779897126	   5,1757169	 3	 3	 6
ENSG00000019991	 2.172987118	HGF	hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]	 1,717939e-10	 2,172987118	  147,208604	 2,121788e-25	 2,175137850	   6,9887929	3,133089e-03	 2,171486558	   6,9926280	 3	 3	 6
ENSG00000020181	 1.755135416	ADGRA2	adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]	 7,746338e-47	 1,755135416	 5647,561559	 2,222697e-74	 1,755411880	 268,0043647	1,718850e-05	 1,755376240	 268,0081839	 3	 3	 6
ENSG00000020577	 1.565545265	SAMD4A	sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]	 5,180610e-12	 1,565545265	  226,291402	 1,885928e-17	 1,565207916	  10,7329549	2,584328e-05	 1,564761231	  10,7367897	 3	 3	 6
ENSG00000021488	 0.289324807	SLC7A9	solute carrier family 7 member 9 [Source:HGNC Symbol;Acc:HGNC:11067]	 1,672029e-10	 0,289324807	   64,506613	 3,483652e-21	 0,288863244	   3,0668863	4,367595e-04	 0,293326459	   3,0630506	 3	 3	 6
ENSG00000021645	 1.635753314	NRXN3	neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]	 4,833716e-05	 1,635753314	   62,731343	 1,491431e-08	 1,636790913	   2,9791823	7,167893e-04	 1,634652066	   2,9830176	 3	 3	 6
ENSG00000022267	 2.135025290	FHL1	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	 2,222829e-44	 2,135025290	  759,223815	 3,891347e-71	 2,134260338	  36,0145352	1,820566e-05	 2,133602444	  36,0183687	 3	 3	 6
ENSG00000023041	 0.604448157	ZDHHC6	zinc finger DHHC-type palmitoyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:19160]	 2,373591e-17	 0,604448157	  452,254991	 1,041393e-30	 0,603887964	  21,5065278	5,641940e-04	 0,604117632	  21,5026916	 3	 3	 6
ENSG00000023445	 1.718655488	BIRC3	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]	 1,009075e-02	 1,718655488	   22,003144	 1,302398e-04	 1,721258326	   1,0459715	6,042064e-03	 1,713177342	   1,0498070	 3	 3	 6
ENSG00000023839	 0.155839204	ABCC2	ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]	 7,297547e-40	 0,155839204	  208,533335	 8,391405e-80	 0,155827654	   9,8984926	1,775848e-05	 0,157721436	   9,8946566	 3	 3	 6
ENSG00000024422	 1.907810192	EHD2	EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]	 3,477761e-48	 1,907810192	 1424,945120	 1,186231e-72	 1,908149653	  67,6151064	4,030570e-06	 1,907935186	  67,6189379	 3	 3	 6
ENSG00000026103	 2.815009604	FAS	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]	 1,808660e-11	 2,815009604	   80,718416	 1,999604e-21	 2,813330721	   3,8294254	1,157050e-04	 2,796592211	   3,8332607	 3	 3	 6
ENSG00000026508	 4.685253207	CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	 3,549934e-58	 4,685253207	  375,814956	6,662199e-107	 4,689797270	  17,8338915	5,956643e-06	 4,674011800	  17,8377261	 3	 3	 6
ENSG00000026950	 1.672252370	BTN3A1	butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]	 6,709059e-12	 1,672252370	  190,250667	 1,385660e-18	 1,671790546	   9,0230262	7,266014e-05	 1,670986527	   9,0268612	 3	 3	 6
ENSG00000027075	 1.781081309	PRKCH	protein kinase C eta [Source:HGNC Symbol;Acc:HGNC:9403]	 6,236634e-03	 1,781081309	   23,576546	 5,140402e-05	 1,779904297	   1,1176952	8,990915e-03	 1,770849278	   1,1215307	 3	 3	 6
ENSG00000028137	 1.569801824	TNFRSF1B	TNF receptor superfamily member 1B [Source:HGNC Symbol;Acc:HGNC:11917]	 4,737010e-02	 1,569801824	   15,228388	 3,833719e-03	 1,569913356	   0,7222502	7,366299e-03	 1,563246392	   0,7260857	 3	 3	 6
ENSG00000031081	 1.624425373	ARHGAP31	Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]	 6,118149e-10	 1,624425373	  187,668442	 2,265269e-17	 1,625512555	   8,9139266	5,647878e-04	 1,624825409	   8,9177615	 3	 3	 6
ENSG00000033122	 1.724634072	LRRC7	leucine rich repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:18531]	 1,143935e-07	 1,724634072	  109,255635	 7,583075e-14	 1,724791423	   5,1857004	1,594694e-03	 1,723123151	   5,1895356	 3	 3	 6
ENSG00000033327	 1.581648294	GAB2	GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]	 4,441960e-17	 1,581648294	  444,261153	 6,395125e-27	 1,581614594	  21,0744558	7,470992e-05	 1,581370496	  21,0782900	 3	 3	 6
ENSG00000036672	 0.467710655	USP2	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]	 3,820000e-25	 0,467710655	  299,096891	 1,155445e-39	 0,467410099	  14,2035899	4,798677e-06	 0,467989005	  14,1997538	 3	 3	 6
ENSG00000037280	 0.348115261	FLT4	fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]	 1,710789e-78	 0,348115261	 1129,347976	5,718469e-137	 0,347860696	  53,6313245	1,069900e-05	 0,348080226	  53,6274868	 3	 3	 6
ENSG00000038295	 4.393048865	TLL1	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]	 2,245959e-18	 4,393048865	   97,666225	 2,754722e-35	 4,392788588	   4,6333595	2,587637e-05	 4,342219763	   4,6371948	 3	 3	 6
ENSG00000039068	 1.605581569	CDH1	cadherin 1 [Source:HGNC Symbol;Acc:HGNC:1748]	 5,027120e-22	 1,605581569	  713,368828	 9,808431e-35	 1,604270114	  33,7955096	1,255371e-04	 1,604103098	  33,7993430	 3	 3	 6
ENSG00000039139	 1.875052353	DNAH5	dynein axonemal heavy chain 5 [Source:HGNC Symbol;Acc:HGNC:2950]	 9,487111e-03	 1,875052353	   19,227746	 1,063227e-04	 1,874264890	   0,9119224	9,222953e-03	 1,859960571	   0,9157579	 3	 3	 6
ENSG00000039523	 0.383896508	RIPOR1	RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]	 1,103511e-75	 0,383896508	 6055,713268	3,254437e-192	 0,383474486	 287,7030478	6,026041e-05	 0,383511516	 287,6992012	 3	 3	 6
ENSG00000039537	 0.124059345	C6	complement C6 [Source:HGNC Symbol;Acc:HGNC:1339]	6,841853e-110	 0,124059345	  639,626873	3,108822e-212	 0,123938667	  30,3708038	5,508037e-06	 0,124600044	  30,3669670	 3	 3	 6
ENSG00000041515	 2.982527071	MYO16	myosin XVI [Source:HGNC Symbol;Acc:HGNC:29822]	 1,172392e-03	 2,982527071	   16,465434	 2,018969e-06	 2,984948678	   0,7815455	1,674691e-04	 2,889997096	   0,7853810	 0	 2	 2
ENSG00000041880	 0.663578190	PARP3	poly(ADP-ribose) polymerase family member 3 [Source:HGNC Symbol;Acc:HGNC:273]	 9,859570e-12	 0,663578190	  254,345120	 7,151448e-17	 0,663150941	  12,0890657	4,477370e-05	 0,663462330	  12,0852298	 3	 3	 6
ENSG00000043039	 9.767718489	BARX2	BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956]	 1,327260e-11	 9,767718489	   64,622884	 1,377834e-36	 9,794806909	   3,0738513	2,063544e-02	 9,288551167	   3,0776867	 0	 3	 3
ENSG00000043355	 1.571976532	ZIC2	Zic family member 2 [Source:HGNC Symbol;Acc:HGNC:12873]	 2,292307e-04	 1,571976532	  104,558212	 3,499446e-11	 1,574366818	   4,9731001	3,556889e-02	 1,573365501	   4,9769354	 3	 3	 6
ENSG00000044459	 1.590333719	CNTLN	centlein [Source:HGNC Symbol;Acc:HGNC:23432]	 1,852639e-08	 1,590333719	  180,656606	 4,359330e-16	 1,591117404	   8,5803912	2,797611e-03	 1,590494384	   8,5842262	 3	 3	 6
ENSG00000046653	 1.563252137	GPM6B	glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]	 2,507972e-08	 1,563252137	  139,887452	 6,130560e-13	 1,563011998	   6,6353371	1,351216e-04	 1,562296839	   6,6391722	 3	 3	 6
ENSG00000046889	 1.643445754	PREX2	phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:22950]	 1,257203e-04	 1,643445754	   55,889147	 5,690231e-08	 1,643554886	   2,6525739	2,250222e-03	 1,641093087	   2,6564093	 3	 3	 6
ENSG00000047457	 4.592324391	CP	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]	 3,351153e-76	 4,592324391	  662,331781	1,690271e-157	 4,592114435	  31,4117842	1,942829e-05	 4,583615015	  31,4156181	 3	 3	 6
ENSG00000047597	 0.630217137	XK	X-linked Kx blood group antigen, Kell and VPS13A binding protein [Source:HGNC Symbol;Acc:HGNC:12811]	 1,805609e-02	 0,630217137	   23,387634	 4,247614e-04	 0,630325112	   1,1087966	1,631362e-02	 0,634263376	   1,1049610	 3	 3	 6
ENSG00000047936	 5.138291984	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10261]	 3,413769e-06	 5,138291984	   24,071224	 8,280193e-12	 5,138842794	   1,1422439	7,260071e-05	 4,848593551	   1,1460794	 0	 3	 3
ENSG00000048052	 2.578829568	HDAC9	histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]	 1,373507e-08	 2,578829568	   62,440910	 4,871690e-16	 2,579169586	   2,9625048	2,376260e-04	 2,563042151	   2,9663402	 3	 3	 6
ENSG00000048545	 1.541768088	GUCA1A	guanylate cyclase activator 1A [Source:HGNC Symbol;Acc:HGNC:4678]				 4,299578e-02	 1,541768088	   0,3607616	3,451430e-02	 1,530163471	   0,3645971	 1	 2	 3
ENSG00000049089	 2.254128436	COL9A2	collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]	 1,184662e-46	 2,254128436	  967,433706	 3,271154e-88	 2,253127545	  45,8649580	3,722051e-05	 2,252485963	  45,8687909	 3	 3	 6
ENSG00000049130	 1.552720956	KITLG	KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343]	 1,201284e-07	 1,552720956	  124,306509	 1,054530e-11	 1,552133347	   5,8933828	8,715544e-05	 1,551366048	   5,8972179	 3	 3	 6
ENSG00000049192	 1.741898704	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]	 9,268998e-07	 1,741898704	   80,049826	 3,508028e-11	 1,740648903	   3,7944259	1,873479e-04	 1,738254642	   3,7982612	 3	 3	 6
ENSG00000049249	 1.831457361	TNFRSF9	TNF receptor superfamily member 9 [Source:HGNC Symbol;Acc:HGNC:11924]				 4,615021e-03	 1,831457361	   0,4954550	7,984525e-04	 1,808308847	   0,4992905	 0	 2	 2
