ENSID	RatiosMoys_.MT2_SC._vs_.MT2_PMO.	Symbol	Description	pval_DEseq2	RatiosMoys_.MT2_SC._vs_.MT2_PMO.	Delta_DEseq2	pval_edgeR	RatiosMoys_.MT2_SC._vs_.MT2_PMO.	Delta_edgeR	pval_Voom	RatiosMoys_.MT2_SC._vs_.MT2_PMO.	Delta_Voom	Flags_.MT2_PMO.	Flags_.MT2_SC.	Flags_tot
ENSG00000106366	0.3589537	SERPINE1	serpin family E member 1 [Source:HGNC Symbol;Acc:HGNC:8583]	1,288711e-12	0,3589537	 178,38411	 2,629151e-34	0,3580597	  8,5607769	5,772613e-03	0,3592462	  8,5600561	 3	 3	 6
ENSG00000108244	0.3028128	KRT23	keratin 23 [Source:HGNC Symbol;Acc:HGNC:6438]	6,243064e-05	0,3028128	  28,51080	 4,819672e-10	0,3024362	  1,3661706	5,792147e-03	0,3110950	  1,3654502	 3	 0	 3
ENSG00000108691	0.4560198	CCL2	C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]	5,424401e-21	0,4560198	 434,04992	 7,073116e-46	0,4548414	 20,8484126	3,923619e-04	0,4551961	 20,8476912	 3	 3	 6
ENSG00000109321	0.3737082	AREG	amphiregulin [Source:HGNC Symbol;Acc:HGNC:651]	2,036861e-04	0,3737082	  28,30757	 1,848714e-08	0,3729292	  1,3574092	5,574959e-03	0,3800128	  1,3566888	 3	 0	 3
ENSG00000110848	0.3066832	CD69	CD69 molecule [Source:HGNC Symbol;Acc:HGNC:1694]	2,802434e-03	0,3066832	  15,15921	 4,057251e-06	0,3061958	  0,7267654	1,294904e-02	0,3221365	  0,7260450	 2	 0	 2
ENSG00000111341	0.3572100	MGP	matrix Gla protein [Source:HGNC Symbol;Acc:HGNC:7060]	6,602015e-12	0,3572100	2283,06307	5,718356e-133	0,3563767	109,5305044	6,371678e-04	0,3564701	109,5297789	 3	 3	 6
ENSG00000113722	0.3570948	CDX1	caudal type homeobox 1 [Source:HGNC Symbol;Acc:HGNC:1805]	8,945956e-03	0,3570948	  14,76986	 2,296310e-05	0,3561563	  0,7088890	3,217355e-02	0,3702913	  0,7081686	 2	 0	 2
ENSG00000119547	0.4918496	ONECUT2	one cut homeobox 2 [Source:HGNC Symbol;Acc:HGNC:8139]	3,099590e-02	0,4918496	  14,07642	 4,061262e-04	0,4902225	  0,6776524				 2	 0	 2
ENSG00000122877	0.3395487	EGR2	early growth response 2 [Source:HGNC Symbol;Acc:HGNC:3239]	1,015320e-24	0,3395487	 295,41270	 1,306976e-52	0,3386859	 14,1758256	2,523286e-04	0,3394459	 14,1751046	 3	 3	 6
ENSG00000123610	0.4317402	TNFAIP6	TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]	3,027635e-02	0,4317402	  12,82113	 4,928871e-04	0,4313432	  0,6146180				 2	 0	 2
ENSG00000124875	0.1548523	CXCL6	C-X-C motif chemokine ligand 6 [Source:HGNC Symbol;Acc:HGNC:10643]	3,441188e-15	0,1548523	 100,57957	 2,647116e-40	0,1545505	  4,8171026	4,170430e-03	0,1581595	  4,8163820	 3	 1	 4
ENSG00000125144	2.5696241	MT1G	metallothionein 1G [Source:HGNC Symbol;Acc:HGNC:7399]	1,633440e-04	2,5696241	 864,79660	 6,589675e-85	2,5602999	 41,2615288	6,332045e-03	2,5589377	 41,2622472	 3	 3	 6
ENSG00000125148	2.0644769	MT2A	metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]	3,168038e-17	2,0644769	 480,48156	 1,645632e-43	2,0575459	 22,9014993	1,274773e-03	2,0564293	 22,9022185	 3	 3	 6
ENSG00000125730	0.3224602	C3	complement C3 [Source:HGNC Symbol;Acc:HGNC:1318]	7,443650e-70	0,3224602	2124,66462	5,086497e-153	0,3215866	101,9888107	2,648870e-05	0,3216978	101,9880856	 3	 3	 6
ENSG00000127324	0.3325936	TSPAN8	tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]	9,193909e-03	0,3325936	  14,27904	 6,786854e-06	0,3310505	  0,6871819				 2	 0	 2
ENSG00000128284	0.4662926	APOL3	apolipoprotein L3 [Source:HGNC Symbol;Acc:HGNC:14868]	1,644358e-02	0,4662926	  13,67523	 4,240575e-04	0,4652064	  0,6568231	2,106150e-03	0,4758521	  0,6561028	 3	 0	 3
ENSG00000128564	0.1720571	VGF	VGF nerve growth factor inducible [Source:HGNC Symbol;Acc:HGNC:12684]	3,300644e-14	0,1720571	 320,80609	 3,550089e-96	0,1715435	 15,3867035	1,681103e-03	0,1726323	 15,3859824	 3	 3	 6
ENSG00000131183	2.8039492	SLC34A1	solute carrier family 34 member 1 [Source:HGNC Symbol;Acc:HGNC:11019]				 2,550479e-27	2,8039492	  6,2075382				1	3	4
ENSG00000132530	0.4077486	XAF1	XIAP associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30932]	4,640891e-03	0,4077486	  25,73454	 3,932826e-07	0,4068602	  1,2338698				 3	 1	 4
ENSG00000135480	0.4680406	KRT7	keratin 7 [Source:HGNC Symbol;Acc:HGNC:6445]	2,599022e-07	0,4680406	  86,61422	 8,247457e-15	0,4667516	  4,1598674	4,305293e-03	0,4684500	  4,1591468	 3	 3	 6
ENSG00000136167	0.1939156	LCP1	lymphocyte cytosolic protein 1 [Source:HGNC Symbol;Acc:HGNC:6528]	1,605147e-15	0,1939156	 380,19880	 1,062925e-99	0,1935687	 18,2228964	3,925026e-04	0,1944409	 18,2221752	 3	 3	 6
ENSG00000137571	0.4782153	SLCO5A1	solute carrier organic anion transporter family member 5A1 [Source:HGNC Symbol;Acc:HGNC:19046]	4,417911e-05	0,4782153	  42,91843	 5,517134e-09	0,4766251	  2,0637525	8,094480e-04	0,4799166	  2,0630321	 3	 3	 6
ENSG00000138166	0.4478334	DUSP5	dual specificity phosphatase 5 [Source:HGNC Symbol;Acc:HGNC:3071]	5,048041e-07	0,4478334	  74,07817	 6,635800e-14	0,4468392	  3,5557801	4,142149e-03	0,4489718	  3,5550596	 3	 3	 6
ENSG00000138615	0.3121728	CILP	cartilage intermediate layer protein [Source:HGNC Symbol;Acc:HGNC:1980]	2,336190e-20	0,3121728	 246,77138	 2,426296e-50	0,3112793	 11,8475668	1,511578e-03	0,3122635	 11,8468459	 3	 3	 6
ENSG00000140853	0.4889033	NLRC5	NLR family CARD domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29933]	3,577393e-02	0,4889033	  11,36208	 1,648104e-03	0,4877851	  0,5454340	1,619207e-02	0,4995393	  0,5447136	 2	 0	 2
ENSG00000145244	2.0205617	CORIN	corin, serine peptidase [Source:HGNC Symbol;Acc:HGNC:19012]	3,372573e-05	2,0205617	  51,54368	 1,709906e-09	2,0143164	  2,4571034	3,845404e-03	2,0048366	  2,4578236	 3	 3	 6
ENSG00000145920	0.3557929	CPLX2	complexin 2 [Source:HGNC Symbol;Acc:HGNC:2310]	9,121156e-06	0,3557929	  40,20430	 5,415697e-12	0,3544934	  1,9307917	2,936781e-03	0,3597793	  1,9300713	 3	 1	 4
ENSG00000148702	0.4395714	HABP2	hyaluronan binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4798]	1,413843e-08	0,4395714	  89,52091	 1,606842e-16	0,4383502	  4,2991225	1,907411e-03	0,4401682	  4,2984019	 3	 3	 6
ENSG00000151790	0.3935274	TDO2	tryptophan 2,3-dioxygenase [Source:HGNC Symbol;Acc:HGNC:11708]	3,760060e-13	0,3935274	 132,22179	 8,875665e-25	0,3926037	  6,3462540	4,259528e-04	0,3940397	  6,3455333	 3	 3	 6
ENSG00000154127	0.4881922	UBASH3B	ubiquitin associated and SH3 domain containing B [Source:HGNC Symbol;Acc:HGNC:29884]	1,202662e-06	0,4881922	  87,85344	 7,734938e-14	0,4870709	  4,2190203	9,102045e-03	0,4886239	  4,2182997	 3	 3	 6
ENSG00000158014	2.0633837	SLC30A2	solute carrier family 30 member 2 [Source:HGNC Symbol;Acc:HGNC:11013]	5,457083e-04	2,0633837	  54,40319	 3,896488e-10	2,0545687	  2,5912318	4,309409e-02	2,0448391	  2,5919520	 3	 3	 6
ENSG00000158050	0.4997826	DUSP2	dual specificity phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3068]				 9,893165e-10	0,4997826	  2,6361444				3	3	6
ENSG00000158055	0.4228847	GRHL3	grainyhead like transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:25839]	4,026519e-03	0,4228847	  20,18807	 3,210251e-06	0,4210574	  0,9711364	2,645292e-02	0,4295032	  0,9704160	 3	 0	 3
ENSG00000159216	0.4796911	RUNX1	RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]	1,835500e-18	0,4796911	 293,50932	 3,566891e-33	0,4783608	 14,1085437	1,640813e-04	0,4788416	 14,1078227	 3	 3	 6
ENSG00000160870	0.4235717	CYP3A7	cytochrome P450 family 3 subfamily A member 7 [Source:HGNC Symbol;Acc:HGNC:2640]	1,792111e-04	0,4235717	  34,68967	 5,986880e-09	0,4222597	  1,6656924	7,373412e-03	0,4271925	  1,6649720	 3	 2	 5
ENSG00000161798	0.4588007	AQP5	aquaporin 5 [Source:HGNC Symbol;Acc:HGNC:638]	3,936715e-02	0,4588007	  10,64085	 1,229111e-03	0,4576355	  0,5105947				 2	 0	 2
ENSG00000162267	2.0162347	ITIH3	inter-alpha-trypsin inhibitor heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:6168]				 5,818887e-09	2,0162347	  2,2355359				3	3	6
ENSG00000162645	0.3559526	GBP2	guanylate binding protein 2 [Source:HGNC Symbol;Acc:HGNC:4183]	1,767505e-08	0,3559526	  84,08645	 1,738012e-19	0,3554125	  4,0307098	6,273413e-03	0,3579479	  4,0299892	 3	 3	 6
ENSG00000162692	0.4655411	VCAM1	vascular cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:12663]	2,053000e-33	0,4655411	 690,19504	 3,823700e-57	0,4641672	 33,1747013	2,936207e-05	0,4643827	 33,1739794	 3	 3	 6
ENSG00000163131	0.3359352	CTSS	cathepsin S [Source:HGNC Symbol;Acc:HGNC:2545]	1,262198e-05	0,3359352	  35,75951	 5,446150e-11	0,3351343	  1,7155217	3,096370e-03	0,3414295	  1,7148012	 3	 1	 4
ENSG00000163734	0.2530138	CXCL3	C-X-C motif chemokine ligand 3 [Source:HGNC Symbol;Acc:HGNC:4604]	4,173993e-06	0,2530138	  31,19692	 1,634220e-12	0,2522784	  1,4968269	2,598319e-03	0,2613356	  1,4961065	 3	 0	 3
ENSG00000163735	0.2311776	CXCL5	C-X-C motif chemokine ligand 5 [Source:HGNC Symbol;Acc:HGNC:10642]	4,003889e-14	0,2311776	  80,61589	 3,949619e-27	0,2305552	  3,8679727	9,500384e-05	0,2342888	  3,8672521	 3	 2	 5
ENSG00000163739	0.2438428	CXCL1	C-X-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:4602]	1,558347e-18	0,2438428	 128,22864	 9,400052e-38	0,2432851	  6,1480091	2,858453e-04	0,2455625	  6,1472884	 3	 3	 6
ENSG00000163898	0.3644174	LIPH	lipase H [Source:HGNC Symbol;Acc:HGNC:18483]	1,767978e-02	0,3644174	  11,12912	 2,284075e-04	0,3636995	  0,5339120	4,673548e-02	0,3819204	  0,5331916	 2	 0	 2
ENSG00000168334	0.4257786	XIRP1	xin actin binding repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:14301]	6,846309e-06	0,4257786	  49,21545	 3,542500e-11	0,4243732	  2,3672255	2,954423e-03	0,4278278	  2,3665051	 3	 3	 6
ENSG00000168453	0.3172098	HR	HR lysine demethylase and nuclear receptor corepressor [Source:HGNC Symbol;Acc:HGNC:5172]	2,067973e-04	0,3172098	  24,25336	 9,515555e-09	0,3163169	  1,1631834	5,860101e-03	0,3260769	  1,1624630	 3	 0	 3
ENSG00000169245	0.2639845	CXCL10	C-X-C motif chemokine ligand 10 [Source:HGNC Symbol;Acc:HGNC:10637]	4,146600e-04	0,2639845	  23,69808	 2,180875e-09	0,2636934	  1,1339574				 2	 0	 2
ENSG00000169429	0.2064247	CXCL8	C-X-C motif chemokine ligand 8 [Source:HGNC Symbol;Acc:HGNC:6025]	1,639052e-17	0,2064247	 121,44090	 1,324824e-40	0,2059622	  5,8231359	1,330842e-03	0,2086040	  5,8224152	 3	 3	 6
ENSG00000169715	2.2689232	MT1E	metallothionein 1E [Source:HGNC Symbol;Acc:HGNC:7397]	5,659151e-16	2,2689232	 304,84743	 9,641591e-39	2,2612044	 14,5378308	1,442524e-03	2,2586931	 14,5385504	 3	 3	 6
ENSG00000170162	0.4266866	VGLL2	vestigial like family member 2 [Source:HGNC Symbol;Acc:HGNC:20232]	8,515459e-08	0,4266866	  62,28992	 3,721834e-13	0,4254955	  2,9924855	2,680609e-05	0,4282211	  2,9917651	 3	 3	 6
ENSG00000173227	0.3360044	SYT12	synaptotagmin 12 [Source:HGNC Symbol;Acc:HGNC:18381]	6,963128e-05	0,3360044	  31,90420	 6,389279e-10	0,3356510	  1,5291018	7,437973e-03	0,3426952	  1,5283814	 3	 1	 4
ENSG00000174600	0.3166550	CMKLR1	chemerin chemokine-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:2121]	8,422854e-08	0,3166550	  50,70097	 3,935035e-15	0,3158964	  2,4330689	6,526547e-04	0,3206015	  2,4323484	 3	 2	 5
ENSG00000175592	0.4586134	FOSL1	FOS like 1, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:13718]	2,070573e-04	0,4586134	  34,61850	 6,906575e-08	0,4576487	  1,6619138	2,201353e-03	0,4620219	  1,6611933	 3	 3	 6
ENSG00000175793	0.3371348	SFN	stratifin [Source:HGNC Symbol;Acc:HGNC:10773]	5,905171e-07	0,3371348	  47,88368	 9,672108e-14	0,3365105	  2,2966979	1,366543e-03	0,3412045	  2,2959774	 3	 2	 5
ENSG00000179388	0.2726133	EGR3	early growth response 3 [Source:HGNC Symbol;Acc:HGNC:3240]	1,757639e-22	0,2726133	 191,78387	 3,755271e-47	0,2719536	  9,2008487	3,456194e-04	0,2733658	  9,2001279	 3	 3	 6
ENSG00000181617	0.3122796	FDCSP	follicular dendritic cell secreted protein [Source:HGNC Symbol;Acc:HGNC:19215]	5,840250e-05	0,3122796	 231,94255	 3,413300e-47	0,3118565	 11,1148713	1,278345e-02	0,3129037	 11,1141504	 3	 3	 6
ENSG00000181649	0.3035332	PHLDA2	pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]	3,707552e-05	0,3035332	  27,59100	 7,445738e-10	0,3029041	  1,3232800	1,079677e-03	0,3118285	  1,3225596	 3	 0	 3
ENSG00000182993	0.3681731	C12orf60	chromosome 12 open reading frame 60 [Source:HGNC Symbol;Acc:HGNC:28726]	1,894876e-29	0,3681731	 677,20226	 3,012858e-81	0,3672816	 32,4963977	4,320538e-04	0,3675859	 32,4956758	 3	 3	 6
ENSG00000184254	0.4870393	ALDH1A3	aldehyde dehydrogenase 1 family member A3 [Source:HGNC Symbol;Acc:HGNC:409]	9,472490e-06	0,4870393	  60,07554	 1,252868e-10	0,4860481	  2,8840584	4,331919e-03	0,4883257	  2,8833379	 3	 3	 6
ENSG00000186297	2.1005677	GABRA5	gamma-aminobutyric acid type A receptor subunit alpha5 [Source:HGNC Symbol;Acc:HGNC:4079]				 1,654279e-08	2,1005677	  2,0213191				2	3	5
ENSG00000186326	2.2147452	RGS9BP	regulator of G protein signaling 9 binding protein [Source:HGNC Symbol;Acc:HGNC:30304]	2,729831e-03	2,2147452	  21,45372	 6,059751e-06	2,2088130	  1,0237229	7,284538e-03	2,1769077	  1,0244432	 1	 3	 4
ENSG00000186827	0.4323953	TNFRSF4	TNF receptor superfamily member 4 [Source:HGNC Symbol;Acc:HGNC:11918]	4,984793e-06	0,4323953	  52,12020	 1,669077e-11	0,4311455	  2,5033262	2,444120e-03	0,4343390	  2,5026057	 3	 3	 6
ENSG00000186891	0.4133281	TNFRSF18	TNF receptor superfamily member 18 [Source:HGNC Symbol;Acc:HGNC:11914]	2,551096e-04	0,4133281	  31,03558	 3,339913e-08	0,4123770	  1,4894420	8,054172e-03	0,4180727	  1,4887216	 3	 2	 5
ENSG00000196136	0.2473504	SERPINA3	serpin family A member 3 [Source:HGNC Symbol;Acc:HGNC:16]	3,726458e-30	0,2473504	 201,40137	 1,026263e-53	0,2465456	  9,6683403	1,341670e-05	0,2479831	  9,6676195	 3	 3	 6
ENSG00000196611	0.3291452	MMP1	matrix metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:7155]	7,662382e-05	0,3291452	  25,76214	 7,804931e-09	0,3283327	  1,2363600	1,001578e-04	0,3372111	  1,2356396	 3	 0	 3
ENSG00000196639	0.4023185	HRH1	histamine receptor H1 [Source:HGNC Symbol;Acc:HGNC:5182]	2,880769e-06	0,4023185	  43,21531	 4,503085e-11	0,4009315	  2,0773094	3,886844e-05	0,4051825	  2,0765890	 3	 3	 6
ENSG00000197249	0.3550987	SERPINA1	serpin family A member 1 [Source:HGNC Symbol;Acc:HGNC:8941]	9,033068e-26	0,3550987	 298,82942	 1,100222e-50	0,3539875	 14,3547693	1,647869e-04	0,3547044	 14,3540483	 3	 3	 6
ENSG00000197406	0.4487338	DIO3	iodothyronine deiodinase 3 [Source:HGNC Symbol;Acc:HGNC:2885]	3,298823e-13	0,4487338	 167,30565	 8,241156e-25	0,4475865	  8,0361667	4,920062e-04	0,4485296	  8,0354460	 3	 3	 6
ENSG00000198796	0.4902544	ALPK2	alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:20565]	1,888938e-19	0,4902544	 468,59234	 2,387265e-42	0,4887268	 22,5433559	5,180794e-04	0,4890163	 22,5426345	 3	 3	 6
ENSG00000204044	0.2800444	SLC12A5-AS1	SLC12A5 and MMP9 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53143]	6,971499e-19	0,2800444	 135,02404	 3,659002e-35	0,2793384	  6,4785441	9,850887e-05	0,2813029	  6,4778235	 3	 3	 6
ENSG00000205358	2.8448951	MT1H	metallothionein 1H [Source:HGNC Symbol;Acc:HGNC:7400]	2,745379e-03	2,8448951	 468,21774	 1,134409e-68	2,8330078	 22,3429192	1,112410e-02	2,8295290	 22,3436385	 3	 3	 6
ENSG00000205364	2.6916592	MT1M	metallothionein 1M [Source:HGNC Symbol;Acc:HGNC:14296]	1,328122e-02	2,6916592	  11,95954	 1,066116e-04	2,6827930	  0,5710754	2,996490e-02	2,5754890	  0,5717958	 0	 2	 2
ENSG00000221716	2.0962191	SNORA11	small nucleolar RNA, H/ACA box 11 [Source:HGNC Symbol;Acc:HGNC:32599]	3,137302e-02	2,0962191	  12,94723	 6,648195e-04	2,0904606	  0,6174857				 0	 2	 2
ENSG00000223949	0.3642000	ROR1-AS1	ROR1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40508]	1,236156e-05	0,3642000	  35,49238	 1,657397e-10	0,3629507	  1,7054148	7,402111e-04	0,3687775	  1,7046944	 3	 3	 6
ENSG00000226143	2.0830735	---	novel transcript	8,931280e-03	2,0830735	  19,03613	 6,611280e-05	2,0753583	  0,9066114	3,349255e-02	2,0469425	  0,9073317	 1	 3	 4
ENSG00000230795	2.3267089	HLA-K	major histocompatibility complex, class I, K (pseudogene) [Source:HGNC Symbol;Acc:HGNC:4969]				 9,322408e-24	2,3267089	  6,3733446				3	3	6
ENSG00000230838	0.4225720	LINC01614	long intergenic non-protein coding RNA 1614 [Source:HGNC Symbol;Acc:HGNC:51847]	2,674276e-03	0,4225720	  21,81587	 1,660797e-06	0,4212466	  1,0488037	2,009648e-02	0,4290701	  1,0480833	 3	 1	 4
ENSG00000232810	0.4077843	TNF	tumor necrosis factor [Source:HGNC Symbol;Acc:HGNC:11892]	5,708208e-05	0,4077843	  40,33085	 5,610532e-10	0,4071697	  1,9335977	9,225464e-03	0,4116424	  1,9328772	 3	 3	 6
ENSG00000232934	0.4628675	---	novel transcript, antisense to ACSL5				 9,117760e-04	0,4628675	  0,4889741				2	0	2
ENSG00000233534	0.3472962	LINC02524	long intergenic non-protein coding RNA 2524 [Source:HGNC Symbol;Acc:HGNC:53544]	7,594914e-06	0,3472962	  44,34187	 1,984733e-12	0,3468340	  2,1248767	8,959091e-03	0,3517522	  2,1241563	 3	 2	 5
ENSG00000236341	0.4796399	---	novel transcript	3,282252e-02	0,4796399	  11,48264	 1,303629e-03	0,4780055	  0,5526073	8,815374e-03	0,4900401	  0,5518870	 2	 0	 2
ENSG00000240065	0.4520271	PSMB9	proteasome 20S subunit beta 9 [Source:HGNC Symbol;Acc:HGNC:9546]	2,155744e-02	0,4520271	  13,31721	 4,671607e-04	0,4512896	  0,6386283	3,372474e-02	0,4627881	  0,6379079	 2	 0	 2
ENSG00000243742	0.2044038	RPLP0P2	ribosomal protein lateral stalk subunit P0 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:17960]	1,449691e-13	0,2044038	  84,06531	 8,438484e-31	0,2037454	  4,0325409	1,764752e-03	0,2075758	  4,0318203	 3	 2	 5
ENSG00000244953	0.4728803	---	novel transcript	8,453029e-03	0,4728803	  17,80630	 6,309870e-05	0,4717908	  0,8548017	1,325290e-02	0,4798125	  0,8540813	 3	 0	 3
ENSG00000253125	0.3849948	---	novel transcript	8,315241e-03	0,3849948	  13,63208	 6,452129e-05	0,3840559	  0,6541205	8,797292e-03	0,3980935	  0,6534001	 2	 0	 2
ENSG00000257671	0.4739562	KRT7-AS	KRT7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:52643]	4,471589e-03	0,4739562	  20,15068	 2,779062e-05	0,4727915	  0,9676635	3,381590e-03	0,4798635	  0,9669431	 3	 1	 4
ENSG00000261594	0.4654415	TPBGL	trophoblast glycoprotein like [Source:HGNC Symbol;Acc:HGNC:44159]	2,384083e-04	0,4654415	  33,09834	 1,420675e-07	0,4643836	  1,5892811	7,870980e-04	0,4688457	  1,5885606	 3	 3	 6
