ENSID	RatiosMoys_.MT2_SC._vs_.WT.	Symbol	Description	pval_DEseq2	RatiosMoys_.MT2_SC._vs_.WT.	Delta_DEseq2	pval_edgeR	RatiosMoys_.MT2_SC._vs_.WT.	Delta_edgeR	pval_Voom	RatiosMoys_.MT2_SC._vs_.WT.	Delta_Voom	Flags_.WT.	Flags_.MT2_SC.	Flags_tot
ENSG00000006128	 0.299465667	TAC1	tachykinin precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517]	 1,125171e-05	 0,299465667	   30,790265	 3,767862e-11	 0,300673883	  1,4673642	4,772451e-04	 0,309102780	  1,4654987	 3	 0	 3
ENSG00000006327	 2.684605270	TNFRSF12A	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	 5,610295e-52	 2,684605270	  641,625239	 3,479763e-79	 2,691318208	 30,7625915	5,967148e-06	 2,689294020	 30,7644554	 3	 3	 6
ENSG00000006377	 0.298852320	DLX6	distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]	 7,773178e-05	 0,298852320	   23,950781	 3,175722e-09	 0,299683651	  1,1425594	8,672489e-05	 0,310504356	  1,1406939	 3	 0	 3
ENSG00000006555	 0.518040086	TTC22	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]	 1,537080e-03	 0,518040086	   28,066492	 3,275198e-06	 0,519493050	  1,3356284	1,148034e-03	 0,524084752	  1,3337629	 3	 3	 6
ENSG00000006652	 0.610616281	IFRD1	interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]	 5,608339e-14	 0,610616281	  265,714372	 1,165753e-18	 0,611994519	 12,6456375	1,933549e-05	 0,612324133	 12,6437715	 3	 3	 6
ENSG00000006747	 1.502851273	SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]				 1,645283e-18	 1,502851273	 18,5202426	3,289803e-04	 1,502589445	 18,5221071	 3	 3	 6
ENSG00000006756	 1.649048203	ARSD	arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]	 1,498840e-20	 1,649048203	  464,925942	 7,926981e-27	 1,652807767	 22,3339972	1,028456e-05	 1,652425613	 22,3358614	 3	 3	 6
ENSG00000007001	 0.282976393	UPP2	uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]	 3,572993e-05	 0,282976393	   25,698916	 4,812941e-10	 0,283784697	  1,2266172	2,319648e-04	 0,294309237	  1,2247517	 3	 0	 3
ENSG00000007062	 1.822550565	PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	 3,479176e-17	 1,822550565	  281,806994	 4,746646e-25	 1,827533572	 13,5391236	6,105194e-05	 1,826490834	 13,5409883	 3	 3	 6
ENSG00000007171	 0.324954558	NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	 5,771734e-04	 0,324954558	   19,356563	 1,952772e-07	 0,325612554	  0,9232110	5,274951e-04	 0,338047650	  0,9213455	 3	 0	 3
ENSG00000007174	 1.990596269	DNAH9	dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]	 3,259012e-08	 1,990596269	   84,801379	 1,797099e-13	 1,994735371	  4,0676061	8,585539e-05	 1,989649684	  4,0694713	 3	 3	 6
ENSG00000007216	 0.132973225	SLC13A2	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	 7,557523e-17	 0,132973225	   85,209443	 1,010012e-39	 0,133432155	  4,0699076	4,578480e-04	 0,138031933	  4,0680420	 3	 1	 4
ENSG00000007264	 0.580006534	MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	 3,642040e-02	 0,580006534	   16,251817	 1,483945e-03	 0,582223086	  0,7723744	2,976427e-02	 0,588330958	  0,7705089	 3	 2	 5
ENSG00000007314	 0.195968647	SCN4A	sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]	 1,263983e-09	 0,195968647	   48,542537	 6,403332e-21	 0,196618795	  2,3169685	7,384283e-04	 0,203588952	  2,3151029	 3	 0	 3
ENSG00000007350	 0.120848113	TKTL1	transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]	 1,077000e-14	 0,120848113	   82,623009	 1,110104e-40	 0,120877094	  3,9526369	5,274022e-03	 0,125744542	  3,9507713	 3	 0	 3
ENSG00000007372	 0.521991761	PAX6	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]	 5,079055e-03	 0,521991761	  174,185562	 8,608676e-20	 0,522121096	  8,3309708	4,092449e-02	 0,522854829	  8,3291050	 3	 3	 6
ENSG00000007516	 0.507299174	BAIAP3	BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]	 4,791051e-35	 0,507299174	  857,558788	 6,727009e-54	 0,508302139	 40,8718555	2,616839e-05	 0,508459986	 40,8699883	 3	 3	 6
ENSG00000007968	 1.624829227	E2F2	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	 1,562674e-05	 1,624829227	   77,160790	 9,645295e-09	 1,627088580	  3,7002851	6,226735e-04	 1,624979410	  3,7021504	 3	 3	 6
ENSG00000008056	 0.453815859	SYN1	synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]	 4,563680e-24	 0,453815859	  310,821883	 9,297689e-37	 0,454752387	 14,8190733	2,823741e-05	 0,455279959	 14,8172072	 3	 3	 6
ENSG00000008196	 0.052920640	TFAP2B	transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]	 5,510952e-26	 0,052920640	  404,801398	3,463676e-179	 0,053024722	 19,3606553	9,854589e-04	 0,054175308	 19,3587889	 3	 2	 5
ENSG00000008277	 0.663822212	ADAM22	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]	 1,935539e-06	 0,663822212	  111,862496	 7,814681e-09	 0,665246186	  5,3214673	1,241733e-04	 0,665844870	  5,3196016	 3	 3	 6
ENSG00000008283	 1.613609607	CYB561	cytochrome b561 [Source:HGNC Symbol;Acc:HGNC:2571]	 4,709961e-13	 1,613609607	  275,548725	 9,491723e-19	 1,617291237	 13,2370817	8,671796e-05	 1,616719669	 13,2389464	 3	 3	 6
ENSG00000008300	 0.218426445	CELSR3	cadherin EGF LAG seven-pass G-type receptor 3 [Source:HGNC Symbol;Acc:HGNC:3230]	1,520170e-142	 0,218426445	 1272,439761	3,953147e-204	 0,218789947	 60,7597932	3,945211e-07	 0,219043856	 60,7579250	 3	 3	 6
ENSG00000008441	 2.281507871	NFIX	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]	 9,023982e-53	 2,281507871	 1479,963923	 4,920063e-90	 2,286464692	 70,9371987	1,300466e-05	 2,285964491	 70,9390605	 3	 3	 6
ENSG00000008517	 1.936542061	IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	 4,315915e-19	 1,936542061	  397,040337	 2,125487e-35	 1,942649381	 19,0813923	4,241386e-04	 1,941676288	 19,0832567	 3	 3	 6
ENSG00000008710	 0.645701694	PKD1	polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]	 1,513497e-22	 0,645701694	 2703,237692	 1,466394e-33	 0,646829610	128,7201807	2,276499e-04	 0,646856913	128,7183102	 3	 3	 6
ENSG00000008735	 0.227788258	MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]	 1,231256e-81	 0,227788258	  602,019086	6,568978e-122	 0,228115812	 28,7482816	8,890485e-07	 0,228640145	 28,7464148	 3	 3	 6
ENSG00000009694	 0.613548299	TENM1	teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]	 6,197235e-07	 0,613548299	   97,359865	 6,400662e-10	 0,614993246	  4,6328696	1,265369e-05	 0,615879229	  4,6310040	 3	 3	 6
ENSG00000009709	 0.633868408	PAX7	paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]	 6,417867e-07	 0,633868408	  156,258033	 2,385580e-12	 0,634832800	  7,4468210	6,076728e-03	 0,635333745	  7,4449553	 3	 3	 6
ENSG00000009765	 0.230917456	IYD	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071]	 1,226575e-19	 0,230917456	  114,947872	 3,172425e-37	 0,231653452	  5,4852755	1,767544e-05	 0,234370506	  5,4834098	 3	 3	 6
ENSG00000009790	 0.638147117	TRAF3IP3	TRAF3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:30766]				 5,363724e-03	 0,638147117	  0,6791317	4,977735e-03	 0,643490732	  0,6772662	 3	 3	 6
ENSG00000010310	 0.168392544	GIPR	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]	 3,110602e-20	 0,168392544	  101,814769	 2,363182e-41	 0,168766352	  4,8593227	3,644334e-05	 0,172327456	  4,8574570	 3	 1	 4
ENSG00000010704	 1.788646624	HFE	homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]	 7,968169e-06	 1,788646624	   63,177421	 2,036881e-09	 1,793018779	  3,0340639	6,883106e-05	 1,788785454	  3,0359292	 3	 3	 6
ENSG00000011021	 0.609331967	CLCN6	chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]	 3,782511e-24	 0,609331967	  567,473146	 2,699210e-28	 0,610685729	 27,0119730	1,406939e-06	 0,610841046	 27,0101065	 3	 3	 6
ENSG00000011201	 1.704222010	ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	 4,049825e-20	 1,704222010	  671,719928	 2,062925e-34	 1,706941106	 32,2130142	2,098162e-04	 1,706626940	 32,2148779	 3	 3	 6
ENSG00000011243	 0.491911940	AKAP8L	A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]	 4,764678e-44	 0,491911940	 3950,887993	 1,684329e-83	 0,492733151	188,4127837	5,159695e-05	 0,492769443	188,4109103	 3	 3	 6
ENSG00000011332	 0.152966494	DPF1	double PHD fingers 1 [Source:HGNC Symbol;Acc:HGNC:20225]	 3,472105e-68	 0,152966494	  402,388988	3,500665e-119	 0,153277337	 19,2222740	6,882528e-06	 0,154212618	 19,2204076	 3	 3	 6
ENSG00000011347	 0.362024981	SYT7	synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]	 2,103934e-35	 0,362024981	  426,754295	 3,070309e-61	 0,362879410	 20,3536906	4,192846e-05	 0,363394108	 20,3518243	 3	 3	 6
ENSG00000011426	 1.687786609	ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	 5,914397e-14	 1,687786609	  288,037014	 1,049304e-21	 1,691834238	 13,8418660	3,487746e-04	 1,691136468	 13,8437307	 3	 3	 6
ENSG00000011465	 1.528715568	DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	 4,980363e-26	 1,528715568	 2404,235422	 5,834806e-32	 1,532376934	115,6179071	6,501846e-05	 1,532329390	115,6197660	 3	 3	 6
ENSG00000011677	 0.378573755	GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]	 6,005144e-11	 0,378573755	  111,378259	 1,945931e-23	 0,379191640	  5,3148946	2,294787e-03	 0,381064981	  5,3130289	 3	 3	 6
ENSG00000012048	 2.009376478	BRCA1	BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]	 3,285199e-17	 2,009376478	  223,666346	 4,515818e-26	 2,014322795	 10,7354021	4,453713e-05	 2,012308874	 10,7372670	 3	 3	 6
ENSG00000012124	 1.667346538	CD22	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]	 1,047800e-08	 1,667346538	  135,447586	 6,878926e-13	 1,670340199	  6,4977236	1,033032e-04	 1,668952356	  6,4995887	 3	 3	 6
ENSG00000013288	 1.574966970	MAN2B2	mannosidase alpha class 2B member 2 [Source:HGNC Symbol;Acc:HGNC:29623]	 3,082959e-17	 1,574966970	  448,398754	 4,577738e-23	 1,578638679	 21,5510125	2,847766e-05	 1,578333191	 21,5528767	 3	 3	 6
ENSG00000013293	 0.503368772	SLC7A14	solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]	 2,234766e-10	 0,503368772	  148,601070	 8,743294e-19	 0,504872873	  7,0763032	1,004188e-03	 0,505795213	  7,0744375	 3	 3	 6
ENSG00000013441	 0.459383188	CLK1	CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]	 2,942101e-35	 0,459383188	  626,442416	 1,682730e-56	 0,460094643	 29,8869333	2,809609e-05	 0,460351572	 29,8850666	 3	 3	 6
ENSG00000013588	 1.505884873	GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]	 5,897664e-16	 1,505884873	  561,189757	 8,624890e-22	 1,508828268	 26,9561933	4,694530e-05	 1,508643622	 26,9580572	 3	 3	 6
ENSG00000014257	 3.188043696	ACP3	acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]	 4,760171e-23	 3,188043696	  165,505538	 3,570386e-38	 3,193778022	  7,9251140	2,255224e-06	 3,180473222	  7,9269791	 3	 3	 6
ENSG00000015520	 1.687916881	NPC1L1	NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]	 1,459818e-04	 1,687916881	   53,482956	 1,026618e-07	 1,693434030	  2,5739613	1,748979e-03	 1,689681984	  2,5758266	 3	 3	 6
ENSG00000015592	 0.021409170	STMN4	stathmin 4 [Source:HGNC Symbol;Acc:HGNC:16078]	 8,078032e-90	 0,021409170	 1140,040620	 0,000000e+00	 0,021436233	 54,4449204	2,402118e-05	 0,021872326	 54,4430524	 3	 2	 5
ENSG00000016082	 0.037359334	ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]	 6,654822e-47	 0,037359334	  227,845278	1,129597e-124	 0,037439653	 10,8883639	2,213348e-05	 0,039548795	 10,8864980	 3	 0	 3
ENSG00000016391	 1.552054425	CHDH	choline dehydrogenase [Source:HGNC Symbol;Acc:HGNC:24288]	 1,514160e-10	 1,552054425	  213,861161	 1,712397e-14	 1,555673779	 10,2803716	6,298380e-05	 1,555087569	 10,2822365	 3	 3	 6
ENSG00000017483	 1.960754643	SLC38A5	solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]	 2,549192e-06	 1,960754643	   73,626860	 4,687993e-12	 1,966913628	  3,5362330	2,932836e-03	 1,961404204	  3,5380983	 3	 3	 6
ENSG00000018189	 0.621018814	RUFY3	RUN and FYVE domain containing 3 [Source:HGNC Symbol;Acc:HGNC:30285]	 1,219924e-26	 0,621018814	  886,620460	 1,205729e-31	 0,622187412	 42,2209553	6,386065e-06	 0,622281500	 42,2190881	 3	 3	 6
ENSG00000018625	 0.411672525	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]	 4,642299e-93	 0,411672525	 1652,969154	2,294048e-103	 0,412542837	 78,8299418	2,791268e-08	 0,412656964	 78,8280729	 3	 3	 6
ENSG00000019102	 1.989205282	VSIG2	V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17149]	 1,119580e-03	 1,989205282	   30,556935	 9,711676e-07	 1,992402332	  1,4634137	4,540874e-03	 1,978473217	  1,4652791	 3	 3	 6
ENSG00000019186	 0.336903109	CYP24A1	cytochrome P450 family 24 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2602]	 7,837813e-06	 0,336903109	   35,894723	 2,364677e-11	 0,337834865	  1,7131384	7,730490e-04	 0,344358833	  1,7112729	 3	 1	 4
ENSG00000019505	 0.209715016	SYT13	synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962]	2,995187e-120	 0,209715016	  871,334991	4,370622e-168	 0,210131509	 41,5941238	6,076065e-08	 0,210510235	 41,5922565	 3	 3	 6
ENSG00000019582	 1.661985141	CD74	CD74 molecule [Source:HGNC Symbol;Acc:HGNC:1697]	 1,325175e-17	 1,661985141	  627,767498	 2,628940e-31	 1,666500428	 30,1728024	2,771373e-04	 1,666204652	 30,1746662	 3	 3	 6
ENSG00000019991	 1.619605650	HGF	hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]	 7,015771e-05	 1,619605650	   78,489796	 4,919206e-09	 1,624038464	  3,7770595	1,103623e-02	 1,621993514	  3,7789248	 3	 3	 6
ENSG00000020633	 0.451411926	RUNX3	RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]	 3,992421e-02	 0,451411926	   14,856179	 4,069709e-05	 0,449635521	  0,7115757	3,917289e-02	 0,460630968	  0,7097102	 3	 1	 4
ENSG00000021355	 1.974194354	SERPINB1	serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]	 4,928237e-11	 1,974194354	  131,622786	 6,921924e-18	 1,979816094	  6,3204894	1,328344e-04	 1,976638428	  6,3223546	 3	 3	 6
ENSG00000021645	 0.262919046	NRXN3	neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]	 5,568686e-41	 0,262919046	  383,188792	 1,001420e-79	 0,263187239	 18,3094448	1,040069e-04	 0,263940577	 18,3075785	 3	 3	 6
ENSG00000023171	 0.589289668	GRAMD1B	GRAM domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29214]	 4,729952e-12	 0,589289668	  194,067751	 1,130242e-16	 0,590591391	  9,2411090	3,487478e-05	 0,591088864	  9,2392432	 3	 3	 6
ENSG00000023445	 3.319159194	BIRC3	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]	 2,936418e-13	 3,319159194	   88,684102	 1,215528e-25	 3,328006843	  4,2505217	1,034140e-04	 3,300180857	  4,2523869	 3	 3	 6
ENSG00000023839	 0.254533576	ABCC2	ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]	 1,336662e-19	 0,254533576	  128,633776	 1,176859e-37	 0,255284147	  6,1363518	8,256594e-05	 0,257573738	  6,1344860	 3	 3	 6
ENSG00000023892	 0.555397321	DEF6	DEF6 guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:2760]	 1,341550e-03	 0,555397321	   33,652939	 2,404142e-06	 0,556772932	  1,6011378	4,715804e-03	 0,560077890	  1,5992722	 3	 3	 6
ENSG00000024526	 1.509835686	DEPDC1	DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]	 1,039021e-04	 1,509835686	   75,326540	 2,036098e-07	 1,513428537	  3,6243806	2,630467e-03	 1,512031867	  3,6262459	 3	 3	 6
ENSG00000025039	 0.634577846	RRAGD	Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]	 2,398502e-13	 0,634577846	  328,345606	 4,281639e-19	 0,636042259	 15,6235867	2,579223e-04	 0,636279733	 15,6217206	 3	 3	 6
ENSG00000025156	 0.660232125	HSF2	heat shock transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:5225]	 4,323064e-08	 0,660232125	  179,886906	 5,005994e-12	 0,661271390	  8,5680337	9,464762e-04	 0,661651433	  8,5661679	 3	 3	 6
ENSG00000025772	 1.577478612	TOMM34	translocase of outer mitochondrial membrane 34 [Source:HGNC Symbol;Acc:HGNC:15746]	 4,551784e-15	 1,577478612	  329,660307	 1,036590e-19	 1,580939127	 15,8380613	6,275030e-06	 1,580519958	 15,8399259	 3	 3	 6
ENSG00000026103	 2.151976070	FAS	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]	 1,017638e-08	 2,151976070	   86,672540	 1,505599e-15	 2,158235971	  4,1609725	4,344575e-04	 2,151416151	  4,1628378	 3	 3	 6
ENSG00000026508	 2.082787542	CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	 1,050038e-10	 2,082787542	  129,030149	 3,726529e-19	 2,087779760	  6,1887511	6,454351e-04	 2,083745774	  6,1906162	 3	 3	 6
