ENSID	RatiosMoys_.d32._vs_.d22.	Symbol	Description	pval_DEseq2	RatiosMoys_.d32._vs_.d22.	Delta_DEseq2	pval_edgeR	RatiosMoys_.d32._vs_.d22.	Delta_edgeR	pval_Voom	RatiosMoys_.d32._vs_.d22.	Delta_Voom	Flags_.d22.	Flags_.d32.	Flags_tot
ENSG00000005073	  2.91221683	HOXA11	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]	 3,616169e-23	  2,91221683	  188,36798	 1,934864e-39	  2,97517576	   8,4758815	7,402168e-06	  2,96524716	   8,4761375	 3	 3	 6
ENSG00000005102	  4.70292439	MEOX1	mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013]	 2,716594e-06	  4,70292439	   28,94259	 1,809315e-13	  4,80520071	   1,2947875	9,770874e-04	  4,57670016	   1,2950439	 0	 3	 3
ENSG00000005189	  1.51551549	REXO5	RNA exonuclease 5 [Source:HGNC Symbol;Acc:HGNC:24661]	 2,368778e-02	  1,51551549	   22,49049	 6,089304e-04	  1,54830290	   1,0422047	4,831116e-03	  1,54221629	   1,0424611	 3	 3	 6
ENSG00000005471	  1.92679228	ABCB4	ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]	 3,197167e-06	  1,92679228	   63,54457	 2,873997e-11	  1,96907682	   2,8947952	4,799419e-04	  1,96213787	   2,8950515	 3	 3	 6
ENSG00000005961	  1.62707942	ITGA2B	integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]	 1,457959e-04	  1,62707942	   71,14416	 6,035163e-09	  1,66614480	   3,2919625	1,374600e-02	  1,66326944	   3,2922187	 3	 3	 6
ENSG00000006283	  2.84951161	CACNA1G	calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]	 2,683035e-57	  2,84951161	  945,56235	1,221009e-107	  2,91013775	  42,5443592	1,620222e-05	  2,90828065	  42,5446137	 3	 3	 6
ENSG00000006468	  3.63563805	ETV1	ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]	 7,177061e-51	  3,63563805	  521,16536	 9,792291e-99	  3,71513139	  23,3854501	2,535389e-05	  3,70830315	  23,3857054	 3	 3	 6
ENSG00000006555	  0.53595504	TTC22	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]	 7,384691e-06	  0,53595504	   57,45694	 6,634639e-09	  0,54756695	   2,4406008	8,509840e-06	  0,54943616	   2,4403443	 3	 3	 6
ENSG00000007001	  2.00627745	UPP2	uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]	 3,077158e-02	  2,00627745	   12,12226	 5,707907e-04	  2,05482441	   0,5537277	1,604284e-02	  2,01321676	   0,5539840	 0	 2	 2
ENSG00000007171	  0.23253118	NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	 5,429144e-08	  0,23253118	   45,99767	 2,022951e-18	  0,23757772	   1,9897024	6,018801e-03	  0,24399410	   1,9894459	 3	 0	 3
ENSG00000007174	  0.56998377	DNAH9	dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]	 2,389871e-07	  0,56998377	   89,20732	 2,598657e-10	  0,58266027	   3,7722262	4,059449e-05	  0,58369317	   3,7719697	 3	 3	 6
ENSG00000007216	  0.59432471	SLC13A2	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	 2,652512e-05	  0,59432471	   76,47493	 1,803406e-08	  0,60796962	   3,2200073	6,191716e-03	  0,60903896	   3,2197508	 3	 3	 6
ENSG00000007237	  2.27816045	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	 4,385843e-21	  2,27816045	  374,49218	 2,736827e-46	  2,32505965	  16,9138303	4,319707e-04	  2,32281952	  16,9140860	 3	 3	 6
ENSG00000007968	  2.16247759	E2F2	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	 5,667493e-09	  2,16247759	   90,35556	 1,326742e-16	  2,20799515	   4,0904382	3,526727e-04	  2,20033953	   4,0906944	 3	 3	 6
ENSG00000008118	  1.58018997	CAMK1G	calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]	 3,232499e-03	  1,58018997	   40,55927	 7,247963e-06	  1,61430031	   1,8703482	1,177693e-02	  1,61001479	   1,8706046	 3	 3	 6
ENSG00000008196	  0.21218002	TFAP2B	transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]	 9,065423e-19	  0,21218002	  128,08526	 1,532055e-41	  0,21750352	   5,5436636	9,493363e-04	  0,21994113	   5,5434069	 3	 3	 6
ENSG00000008323	  0.55509915	PLEKHG6	pleckstrin homology and RhoGEF domain containing G6 [Source:HGNC Symbol;Acc:HGNC:25562]	 3,169845e-08	  0,55509915	  100,20715	 7,378566e-12	  0,56700063	   4,2490983	6,184442e-05	  0,56798691	   4,2488417	 3	 3	 6
ENSG00000008394	  0.47295211	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]	 1,202424e-14	  0,47295211	  152,31931	 9,257585e-21	  0,48323801	   6,5069672	1,031012e-06	  0,48415186	   6,5067105	 3	 3	 6
ENSG00000008441	  5.79643369	NFIX	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]	 4,507397e-82	  5,79643369	  573,69477	6,235053e-150	  5,91890767	  25,6331200	5,504976e-06	  5,89845555	  25,6333753	 3	 3	 6
ENSG00000009694	  1.61077563	TENM1	teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]	 4,434702e-03	  1,61077563	   32,58974	 1,507060e-05	  1,64586607	   1,5018330	7,788207e-03	  1,63997375	   1,5020893	 3	 3	 6
ENSG00000009950	  0.52832333	MLXIPL	MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]	 1,477284e-18	  0,52832333	  374,12974	 1,255305e-29	  0,54071862	  15,8714557	4,347154e-04	  0,54101572	  15,8711986	 3	 3	 6
ENSG00000010610	  0.57954145	CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	 2,062697e-12	  0,57954145	  276,83741	 2,483461e-20	  0,59207183	  11,7033752	1,277292e-03	  0,59239063	  11,7031183	 3	 3	 6
ENSG00000010704	  1.83984715	HFE	homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]	 9,489594e-06	  1,83984715	   60,29715	 4,396728e-10	  1,87876238	   2,7490162	1,906755e-04	  1,87275957	   2,7492725	 3	 3	 6
ENSG00000010818	  1.65930727	HIVEP2	HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]	 9,810975e-13	  1,65930727	  247,01786	 3,435896e-20	  1,69500241	  11,3443805	5,767031e-05	  1,69409070	  11,3446364	 3	 3	 6
ENSG00000010932	  1.50616734	FMO1	flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]	 7,693633e-20	  1,50616734	  673,18112	 2,775972e-25	  1,53976524	  31,2759112	2,718009e-06	  1,53956657	  31,2761662	 3	 3	 6
ENSG00000011347	  0.58415013	SYT7	synaptotagmin 7 [Source:HGNC Symbol;Acc:HGNC:11514]	 7,437280e-07	  0,58415013	   98,74594	 1,108728e-10	  0,59695021	   4,1689329	1,903875e-03	  0,59782302	   4,1686764	 3	 3	 6
ENSG00000011422	  1.62010158	PLAUR	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]	 1,880259e-03	  1,62010158	   35,63177	 7,360704e-06	  1,65666606	   1,6441190	5,376752e-04	  1,65109678	   1,6443753	 3	 3	 6
ENSG00000011426	  1.87879937	ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	 1,323667e-16	  1,87879937	  244,14893	 5,976288e-26	  1,91956043	  11,1310255	1,849450e-05	  1,91792772	  11,1312815	 3	 3	 6
ENSG00000011465	  2.69428843	DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	 1,044364e-81	  2,69428843	 4346,95830	9,930640e-170	  2,75235139	 195,8568378	9,255171e-06	  2,75201181	 195,8570854	 3	 3	 6
ENSG00000011677	  3.68729824	GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]	 4,114222e-05	  3,68729824	   24,48581	 2,009546e-10	  3,75991158	   1,0961193	1,442544e-03	  3,61685213	   1,0963757	 0	 3	 3
ENSG00000012048	  1.54131536	BRCA1	BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]	 5,144511e-06	  1,54131536	   99,16870	 9,794010e-10	  1,57487290	   4,5882205	2,983270e-04	  1,57333829	   4,5884767	 3	 3	 6
ENSG00000012124	  0.64545249	CD22	CD22 molecule [Source:HGNC Symbol;Acc:HGNC:1643]	 5,748202e-07	  0,64545249	  182,65411	 4,021508e-12	  0,65997296	   7,6301445	1,022397e-02	  0,66031454	   7,6298878	 3	 3	 6
ENSG00000013016	  1.72461767	EHD3	EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]	 7,161100e-10	  1,72461767	  150,38430	 5,105045e-16	  1,76131891	   6,8842764	1,003825e-04	  1,75951537	   6,8845325	 3	 3	 6
ENSG00000013293	  8.86103888	SLC7A14	solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]	 1,388730e-49	  8,86103888	  246,93549	 7,965660e-99	  9,05348365	  11,0191122	1,622790e-05	  8,92730847	  11,0193681	 3	 3	 6
ENSG00000013297	  4.09229903	CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	3,659774e-182	  4,09229903	 5255,00274	2,405344e-314	  4,18049088	 235,4664703	9,518313e-07	  4,17955767	 235,4667162	 3	 3	 6
ENSG00000013441	  2.10961157	CLK1	CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]	 1,552362e-32	  2,10961157	  878,28070	 1,021358e-65	  2,15832594	  39,9463941	2,231761e-04	  2,15760128	  39,9466488	 3	 3	 6
ENSG00000013619	  3.53434735	MAMLD1	mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]	 5,994686e-39	  3,53434735	  291,12507	 2,115046e-64	  3,60986141	  13,0615959	2,254805e-06	  3,59858827	  13,0618518	 3	 3	 6
ENSG00000013810	  1.51301418	TACC3	transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]	 2,229309e-13	  1,51301418	  368,51740	 1,100721e-19	  1,54590338	  17,0855057	2,677919e-05	  1,54553141	  17,0857613	 3	 3	 6
ENSG00000014914	  1.59857847	MTMR11	myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]	 5,805156e-08	  1,59857847	  249,74253	 9,409350e-19	  1,63613073	  11,5611680	8,578241e-03	  1,63538235	  11,5614239	 3	 3	 6
ENSG00000015285	  0.58460634	WAS	WASP actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12731]	 3,634078e-03	  0,58460634	   32,92210	 3,034004e-05	  0,59798895	   1,3885287	2,821425e-02	  0,60058529	   1,3882723	 3	 3	 6
ENSG00000015520	  0.36618630	NPC1L1	NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]	 6,925460e-13	  0,36618630	   97,50561	 1,681989e-21	  0,37429845	   4,1940225	3,797029e-05	  0,37636589	   4,1937659	 3	 3	 6
ENSG00000015592	  0.60667486	STMN4	stathmin 4 [Source:HGNC Symbol;Acc:HGNC:16078]	 4,384502e-02	  0,60667486	   14,45599	 3,219888e-03	  0,61917945	   0,6096787	1,627531e-02	  0,62445567	   0,6094223	 3	 2	 5
ENSG00000017427	  5.34409724	IGF1	insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]	 2,650372e-50	  5,34409724	  303,92668	 7,365830e-91	  5,45894796	  13,5939449	8,217806e-06	  5,42735921	  13,5942007	 3	 3	 6
ENSG00000017483	  3.53882023	SLC38A5	solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]	 4,977761e-08	  3,53882023	   42,27862	 9,639308e-16	  3,61768776	   1,8992144	2,402429e-06	  3,54163771	   1,8994707	 0	 3	 3
ENSG00000018236	  2.03880517	CNTN1	contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]	 3,242177e-28	  2,03880517	  649,84204	 5,627896e-53	  2,08399585	  29,5423961	1,077481e-04	  2,08313846	  29,5426512	 3	 3	 6
ENSG00000018625	  2.04868133	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]	 2,324708e-21	  2,04868133	  316,08360	 1,963795e-35	  2,09216035	  14,3422158	3,201230e-05	  2,09036896	  14,3424716	 3	 3	 6
ENSG00000019505	  2.28001488	SYT13	synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962]	 4,079324e-09	  2,28001488	   84,45728	 3,284769e-17	  2,32746080	   3,8167866	3,511678e-04	  2,31755577	   3,8170428	 3	 3	 6
ENSG00000019991	  1.91703454	HGF	hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]	 3,084480e-05	  1,91703454	   64,74093	 3,280756e-11	  1,95612244	   2,9413817	1,019219e-02	  1,94947445	   2,9416380	 3	 3	 6
ENSG00000020181	  2.58810915	ADGRA2	adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]	3,862822e-100	  2,58810915	 4948,79644	3,682444e-163	  2,64392445	 223,1729194	1,720751e-06	  2,64366227	 223,1731658	 3	 3	 6
ENSG00000020577	  1.86598815	SAMD4A	sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]	 3,655860e-12	  1,86598815	  200,22818	 1,264187e-22	  1,90685080	   9,1370494	5,327651e-04	  1,90491742	   9,1373054	 3	 3	 6
ENSG00000021300	  0.55212505	PLEKHB1	pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]	 7,938062e-12	  0,55212505	  344,43620	 1,195068e-25	  0,56421138	  14,6048536	5,709263e-03	  0,56450244	  14,6045966	 3	 3	 6
ENSG00000021488	  1.98348213	SLC7A9	solute carrier family 7 member 9 [Source:HGNC Symbol;Acc:HGNC:11067]	 1,962067e-04	  1,98348213	   48,51456	 4,535337e-10	  2,02958553	   2,2138411	1,720842e-02	  2,01936523	   2,2140974	 3	 3	 6
ENSG00000022267	  1.78863483	FHL1	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	 3,719365e-19	  1,78863483	  317,99761	 9,975554e-28	  1,82870871	  14,5580359	6,298334e-06	  1,82769570	  14,5582917	 3	 3	 6
ENSG00000023445	  2.52302253	BIRC3	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]	 1,695643e-03	  2,52302253	   19,93516	 9,666767e-07	  2,57199328	   0,8966968	4,189701e-03	  2,51453463	   0,8969532	 0	 3	 3
ENSG00000023839	  0.65036822	ABCC2	ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]	 1,379967e-06	  0,65036822	  143,18982	 5,067543e-10	  0,66475426	   5,9829579	7,330162e-03	  0,66517781	   5,9827012	 3	 3	 6
ENSG00000024422	  2.50668594	EHD2	EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]	 5,831221e-60	  2,50668594	 1017,39001	 2,636512e-93	  2,56060130	  45,9093679	2,366767e-06	  2,55945385	  45,9096223	 3	 3	 6
ENSG00000024526	  1.76048048	DEPDC1	DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]	 3,034347e-06	  1,76048048	   72,10965	 1,755618e-10	  1,79816084	   3,2976344	6,253620e-05	  1,79403129	   3,2978907	 3	 3	 6
ENSG00000025708	  0.59996624	TYMP	thymidine phosphorylase [Source:HGNC Symbol;Acc:HGNC:3148]	 3,394766e-09	  0,59996624	  148,39544	 1,141045e-12	  0,61353591	   6,2455698	3,421507e-04	  0,61407261	   6,2453131	 3	 3	 6
ENSG00000026508	  5.08217505	CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	 6,956424e-16	  5,08217505	   88,33763	 8,985441e-35	  5,18680387	   3,9474168	3,203877e-04	  5,09240764	   3,9476730	 2	 3	 5
ENSG00000026559	  0.62933186	KCNG1	potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]	 9,407462e-03	  0,62933186	   26,62887	 3,168763e-04	  0,64202964	   1,1203768	5,951868e-03	  0,64458825	   1,1201204	 3	 3	 6
ENSG00000026950	  1.56103112	BTN3A1	butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]	 2,251753e-06	  1,56103112	  109,67269	 1,218404e-10	  1,59579346	   5,0733945	6,911856e-04	  1,59430141	   5,0736507	 3	 3	 6
ENSG00000033327	  1.63728573	GAB2	GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]	 2,309474e-14	  1,63728573	  320,57672	 1,312524e-22	  1,67292745	  14,7465298	5,294568e-05	  1,67227007	  14,7467856	 3	 3	 6
ENSG00000034239	  0.49954146	CLXN	calaxin [Source:HGNC Symbol;Acc:HGNC:25678]	 1,703458e-09	  0,49954146	   99,89299	 3,932933e-14	  0,51068906	   4,2552694	6,012516e-05	  0,51194255	   4,2550128	 3	 3	 6
ENSG00000035862	  1.74888600	TIMP2	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]	 6,164316e-33	  1,74888600	 2840,24042	 3,843655e-60	  1,78661386	 129,9665479	3,331814e-05	  1,78651159	 129,9667984	 3	 3	 6
ENSG00000036828	  0.33924329	CASR	calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]	 1,371798e-22	  0,33924329	  188,69058	 5,910226e-37	  0,34690125	   8,1260553	5,013347e-05	  0,34806463	   8,1257985	 3	 3	 6
ENSG00000037965	  1.50274871	HOXC8	homeobox C8 [Source:HGNC Symbol;Acc:HGNC:5129]	 1,489094e-04	  1,50274871	   77,55538	 7,198877e-08	  1,53618243	   3,6028798	2,993970e-03	  1,53448577	   3,6031360	 3	 3	 6
ENSG00000038295	  9.36177312	TLL1	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]	 8,135024e-08	  9,36177312	   27,72467	 5,014219e-17	  9,56527217	   1,2371179	1,537535e-06	  8,44311479	   1,2373743	 0	 3	 3
ENSG00000038427	  2.60491509	VCAN	versican [Source:HGNC Symbol;Acc:HGNC:2464]	 1,294670e-68	  2,60491509	15700,33197	6,869508e-206	  2,65958612	 707,3475258	6,355332e-05	  2,65950180	 707,3477505	 3	 3	 6
ENSG00000040731	  2.06033187	CDH10	cadherin 10 [Source:HGNC Symbol;Acc:HGNC:1749]	 2,932801e-22	  2,06033187	  452,95850	 3,101647e-44	  2,10568180	  20,5747644	2,014724e-04	  2,10440115	  20,5750199	 3	 3	 6
ENSG00000041982	  6.61169368	TNC	tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]	1,890689e-202	  6,61169368	 5003,57763	 0,000000e+00	  6,75101592	 223,4446168	3,130113e-06	  6,74779602	 223,4448633	 3	 3	 6
ENSG00000042062	  1.88783165	RIPOR3	RIPOR family member 3 [Source:HGNC Symbol;Acc:HGNC:16168]	 9,809344e-05	  1,88783165	   46,18587	 7,616610e-09	  1,93013674	   2,1082097	2,469915e-03	  1,92138384	   2,1084660	 3	 3	 6
ENSG00000044459	  1.51581205	CNTLN	centlein [Source:HGNC Symbol;Acc:HGNC:23432]	 5,977782e-06	  1,51581205	  112,28325	 4,925047e-10	  1,54877447	   5,2044861	1,721240e-03	  1,54754232	   5,2047423	 3	 3	 6
ENSG00000044524	  0.64088557	EPHA3	EPH receptor A3 [Source:HGNC Symbol;Acc:HGNC:3387]	 1,275790e-04	  0,64088557	   90,53260	 3,074556e-08	  0,65451619	   3,7938131	2,864800e-02	  0,65522431	   3,7935565	 3	 3	 6
ENSG00000046653	  1.72374951	GPM6B	glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]	 2,771694e-08	  1,72374951	  112,44593	 1,873585e-13	  1,76132413	   5,1536209	6,463640e-05	  1,75891685	   5,1538770	 3	 3	 6
ENSG00000047365	  0.43341760	ARAP2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2 [Source:HGNC Symbol;Acc:HGNC:16924]	 6,779919e-08	  0,43341760	   99,00843	 2,813692e-17	  0,44343355	   4,2388805	1,316589e-02	  0,44505639	   4,2386239	 3	 3	 6
ENSG00000047457	  2.13270577	CP	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]	 1,681032e-09	  2,13270577	  105,58243	 5,544833e-18	  2,17927359	   4,7885281	9,736783e-04	  2,17303617	   4,7887843	 3	 3	 6
ENSG00000047597	  1.87778749	XK	X-linked Kx blood group antigen, Kell and VPS13A binding protein [Source:HGNC Symbol;Acc:HGNC:12811]	 1,198559e-03	  1,87778749	   31,88445	 7,508321e-07	  1,91728803	   1,4517208	3,170382e-03	  1,90497860	   1,4519772	 3	 3	 6
ENSG00000047617	  0.61997754	ANO2	anoctamin 2 [Source:HGNC Symbol;Acc:HGNC:1183]				 1,056865e-02	  0,61997754	   0,4676735	1,484290e-02	  0,62679988	   0,4674171	 3	 1	 4
ENSG00000047634	  1.54714366	SCML1	Scm polycomb group protein like 1 [Source:HGNC Symbol;Acc:HGNC:10580]	 1,227046e-03	  1,54714366	   48,03590	 2,016309e-06	  1,58235383	   2,2274396	5,187504e-03	  1,57911866	   2,2276959	 3	 3	 6
ENSG00000049089	  2.12958931	COL9A2	collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]	 3,089633e-32	  2,12958931	  441,20421	 2,968664e-46	  2,17609767	  20,0137101	5,122086e-07	  2,17460729	  20,0139656	 3	 3	 6
ENSG00000049130	  0.59791459	KITLG	KIT ligand [Source:HGNC Symbol;Acc:HGNC:6343]	 4,449104e-09	  0,59791459	  163,06250	 1,173364e-13	  0,61134484	   6,8662695	1,523779e-03	  0,61183854	   6,8660128	 3	 3	 6
ENSG00000049192	  3.46830114	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6 [Source:HGNC Symbol;Acc:HGNC:222]	 3,630128e-13	  3,46830114	   82,78681	 7,524986e-26	  3,54665820	   3,7222138	1,001807e-04	  3,50938872	   3,7224700	 3	 3	 6
ENSG00000049246	  1.69800993	PER3	period circadian regulator 3 [Source:HGNC Symbol;Acc:HGNC:8847]	 3,781004e-15	  1,69800993	  275,95190	 9,810659e-23	  1,73514977	  12,6621166	1,343254e-05	  1,73423492	  12,6623724	 3	 3	 6
ENSG00000049247	  1.58547123	UTS2	urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636]	 8,658767e-03	  1,58547123	   28,61756	 5,622174e-05	  1,62030885	   1,3212634	8,818512e-03	  1,61414080	   1,3215197	 3	 3	 6
ENSG00000049283	  0.31722738	EPN3	epsin 3 [Source:HGNC Symbol;Acc:HGNC:18235]	 1,630765e-11	  0,31722738	   80,17808	 2,856862e-21	  0,32477497	   3,4544261	4,725420e-04	  0,32769123	   3,4541695	 3	 3	 6
ENSG00000049540	 12.56329917	ELN	elastin [Source:HGNC Symbol;Acc:HGNC:3327]	1,008455e-194	 12,56329917	 1192,44251	 0,000000e+00	 12,83204506	  53,1585906	9,520068e-07	 12,77494102	  53,1588446	 3	 3	 6
ENSG00000050730	  0.55135580	TNIP3	TNFAIP3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:19315]	 1,354107e-02	  0,55135580	   19,84959	 2,467155e-04	  0,56355618	   0,8412833	3,429975e-02	  0,56857068	   0,8410268	 3	 3	 6
ENSG00000051180	  1.62997463	RAD51	RAD51 recombinase [Source:HGNC Symbol;Acc:HGNC:9817]	 3,055240e-04	  1,62997463	   50,24600	 2,604429e-07	  1,66583139	   2,3139083	8,960406e-04	  1,66175211	   2,3141646	 3	 3	 6
ENSG00000051341	  1.74736273	POLQ	DNA polymerase theta [Source:HGNC Symbol;Acc:HGNC:9186]	 2,602700e-04	  1,74736273	   43,13126	 2,114237e-07	  1,78486856	   1,9735773	1,375588e-04	  1,77822058	   1,9738336	 3	 3	 6
ENSG00000052850	  2.29466473	ALX4	ALX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:450]	 2,237636e-07	  2,29466473	   63,86304	 4,147161e-14	  2,34301806	   2,8864403	5,316043e-04	  2,32964431	   2,8866966	 3	 3	 6
