ENSID	RatiosMoys_.MT2_SC._vs_.WT.	Symbol	Description	pval_DEseq2	RatiosMoys_.MT2_SC._vs_.WT.	Delta_DEseq2	pval_edgeR	RatiosMoys_.MT2_SC._vs_.WT.	Delta_edgeR	pval_Voom	RatiosMoys_.MT2_SC._vs_.WT.	Delta_Voom	Flags_.WT.	Flags_.MT2_SC.	Flags_tot
ENSG00000003137	 0.583573131	CYP26B1	cytochrome P450 family 26 subfamily B member 1 [Source:HGNC Symbol;Acc:HGNC:20581]	 8,924666e-12	 0,583573131	  190,110297	 5,265562e-17	 0,584704102	   9,0541563	5,120636e-05	 0,585225306	   9,0522904	 3	 3	 6
ENSG00000003147	 1.694058934	ICA1	islet cell autoantigen 1 [Source:HGNC Symbol;Acc:HGNC:5343]	 3,604552e-06	 1,694058934	   85,813858	 3,932214e-10	 1,696591951	   4,1141368	1,112678e-03	 1,694216255	   4,1160021	 3	 3	 6
ENSG00000003249	 0.768463658	DBNDD1	dysbindin domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28455]	 2,237636e-06	 0,768463658	  219,572467	 6,748358e-08	 0,770324305	  10,4025523	2,562819e-04	 0,770481527	  10,4006865	 3	 3	 6
ENSG00000003400	 1.432628168	CASP10	caspase 10 [Source:HGNC Symbol;Acc:HGNC:1500]				 1,012327e-02	 1,432628168	   0,7340703	3,015449e-03	 1,427952220	   0,7359357	 3	 3	 6
ENSG00000003436	 1.292810464	TFPI	tissue factor pathway inhibitor [Source:HGNC Symbol;Acc:HGNC:11760]	 3,539716e-03	 1,292810464	   93,243922	 3,247188e-05	 1,297104572	   4,5174663	4,201229e-02	 1,296780308	   4,5193315	 3	 3	 6
ENSG00000003756	 0.616010025	RBM5	RNA binding motif protein 5 [Source:HGNC Symbol;Acc:HGNC:9902]	 1,118484e-32	 0,616010025	 2505,724639	 8,541079e-40	 0,617160766	 119,3247806	2,029598e-05	 0,617194873	 119,3229104	 3	 3	 6
ENSG00000003987	 0.539008467	MTMR7	myotubularin related protein 7 [Source:HGNC Symbol;Acc:HGNC:7454]	 5,075640e-06	 0,539008467	   74,909211	 1,263622e-10	 0,540587724	   3,5669683	3,016112e-03	 0,542178215	   3,5651027	 3	 3	 6
ENSG00000004059	 1.245246591	ARF5	ADP ribosylation factor 5 [Source:HGNC Symbol;Acc:HGNC:658]	 9,806651e-08	 1,245246591	  460,856577	 2,479755e-08	 1,247913472	  22,2509607	1,888115e-05	 1,247871013	  22,2528247	 3	 3	 6
ENSG00000004534	 0.735258628	RBM6	RNA binding motif protein 6 [Source:HGNC Symbol;Acc:HGNC:9903]	 3,509526e-10	 0,735258628	 1810,718437	 2,426847e-17	 0,736482365	  86,0890848	2,302593e-03	 0,736506541	  86,0872163	 3	 3	 6
ENSG00000004660	 0.585104802	CAMKK1	calcium/calmodulin dependent protein kinase kinase 1 [Source:HGNC Symbol;Acc:HGNC:1469]	 7,052368e-15	 0,585104802	  291,526096	 5,441146e-22	 0,586214360	  13,8864861	1,056414e-04	 0,586552050	  13,8846200	 3	 3	 6
ENSG00000004700	 1.417305688	RECQL	RecQ like helicase [Source:HGNC Symbol;Acc:HGNC:9948]	 5,139810e-07	 1,417305688	  205,638666	 6,386073e-11	 1,420220508	   9,8924860	2,299850e-03	 1,419891318	   9,8943509	 3	 3	 6
ENSG00000004766	 1.343999442	VPS50	VPS50 subunit of EARP/GARPII complex [Source:HGNC Symbol;Acc:HGNC:25956]	 1,102711e-04	 1,343999442	  101,251876	 3,813857e-06	 1,347126591	   4,8799378	4,220268e-05	 1,346694570	   4,8818029	 3	 3	 6
ENSG00000004776	 2.515898594	HSPB6	heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]	 2,663419e-29	 2,515898594	  534,572719	 2,192655e-64	 2,521673815	  25,6223138	1,699015e-04	 2,519717913	  25,6241779	 3	 3	 6
ENSG00000004777	 0.459467369	ARHGAP33	Rho GTPase activating protein 33 [Source:HGNC Symbol;Acc:HGNC:23085]	 1,316300e-09	 0,459467369	 1810,527137	 1,691697e-85	 0,460021387	  86,4023912	6,543193e-04	 0,460110305	  86,4005221	 3	 3	 6
ENSG00000004799	 1.748472071	PDK4	pyruvate dehydrogenase kinase 4 [Source:HGNC Symbol;Acc:HGNC:8812]	 3,650900e-07	 1,748472071	   90,174849	 2,751865e-11	 1,753188390	   4,3327123	1,163615e-04	 1,750525116	   4,3345775	 3	 3	 6
ENSG00000004838	 1.449635766	ZMYND10	zinc finger MYND-type containing 10 [Source:HGNC Symbol;Acc:HGNC:19412]	 7,497892e-04	 1,449635766	   67,303742	 3,013713e-06	 1,454459645	   3,2474825	8,927185e-03	 1,453268215	   3,2493478	 3	 3	 6
ENSG00000004848	 0.733078869	ARX	aristaless related homeobox [Source:HGNC Symbol;Acc:HGNC:18060]				 4,441365e-02	 0,733078869	   0,5123712				 3	 3	 6
ENSG00000004864	 1.753915019	SLC25A13	solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]	 4,912686e-17	 1,753915019	  329,894287	 1,501040e-25	 1,758439852	  15,8456423	6,925453e-05	 1,757698682	  15,8475069	 3	 3	 6
ENSG00000005001	 0.473328606	PRSS22	serine protease 22 [Source:HGNC Symbol;Acc:HGNC:14368]	 1,560038e-07	 0,473328606	   66,875323	 1,413324e-12	 0,474338880	   3,1875531	2,336539e-06	 0,476622892	   3,1856875	 3	 3	 6
ENSG00000005073	 0.129579085	HOXA11	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]	 7,625010e-28	 0,129579085	  132,913972	 1,266544e-57	 0,129884054	   6,3468736	2,380219e-05	 0,132861950	   6,3450079	 3	 1	 4
ENSG00000005075	 1.278954144	POLR2J	RNA polymerase II subunit J [Source:HGNC Symbol;Acc:HGNC:9197]	 3,559318e-04	 1,278954144	  109,211372	 2,894464e-05	 1,281628450	   5,2664137	6,594565e-05	 1,281383641	   5,2682789	 3	 3	 6
ENSG00000005108	 1.620268633	THSD7A	thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]	 1,707192e-29	 1,620268633	 1934,145232	 1,230219e-38	 1,623281800	  92,8309621	2,832446e-05	 1,623198506	  92,8328223	 3	 3	 6
ENSG00000005156	 0.810967030	LIG3	DNA ligase 3 [Source:HGNC Symbol;Acc:HGNC:6600]	 1,065313e-05	 0,810967030	  262,362897	 1,979759e-06	 0,812566177	  12,4269723	1,253629e-04	 0,812659013	  12,4251064	 3	 3	 6
ENSG00000005187	 1.406408534	ACSM3	acyl-CoA synthetase medium chain family member 3 [Source:HGNC Symbol;Acc:HGNC:10522]	 7,946472e-09	 1,406408534	  299,435734	 4,989325e-13	 1,409962048	  14,4215813	5,286459e-04	 1,409748353	  14,4234459	 3	 3	 6
ENSG00000005206	 0.825380165	SPPL2B	signal peptide peptidase like 2B [Source:HGNC Symbol;Acc:HGNC:30627]	 6,022220e-04	 0,825380165	  642,727042	 4,046230e-07	 0,826640977	  30,4808205	3,705495e-02	 0,826674156	  30,4789542	 3	 3	 6
ENSG00000005238	 0.722496441	ATOSB	atos homolog B [Source:HGNC Symbol;Acc:HGNC:25666]	 1,502507e-07	 0,722496441	  215,037271	 4,427255e-10	 0,723821644	  10,2233507	4,013122e-04	 0,724042740	  10,2214849	 3	 3	 6
ENSG00000005243	 1.207117162	COPZ2	COPI coat complex subunit zeta 2 [Source:HGNC Symbol;Acc:HGNC:19356]				 1,352448e-02	 1,207117162	   1,9649978	4,833043e-02	 1,206814620	   1,9668631	 3	 3	 6
ENSG00000005249	 1.585575524	PRKAR2B	protein kinase cAMP-dependent type II regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:9392]	 4,089978e-16	 1,585575524	  362,113549	 4,811953e-21	 1,588879283	  17,3910444	4,017139e-06	 1,588486151	  17,3929089	 3	 3	 6
ENSG00000005436	 1.252436024	GCFC2	GC-rich sequence DNA-binding factor 2 [Source:HGNC Symbol;Acc:HGNC:1317]	 9,437609e-04	 1,252436024	  107,806643	 8,631119e-05	 1,254737860	   5,1973722	9,480764e-04	 1,254543608	   5,1992373	 3	 3	 6
ENSG00000005448	 0.762829716	WDR54	WD repeat domain 54 [Source:HGNC Symbol;Acc:HGNC:25770]	 6,233768e-06	 0,762829716	  177,234340	 2,695570e-07	 0,764531168	   8,4055842	1,871371e-04	 0,764734338	   8,4037185	 3	 3	 6
ENSG00000005469	 1.220331378	CROT	carnitine O-octanoyltransferase [Source:HGNC Symbol;Acc:HGNC:2366]	 4,117458e-02	 1,220331378	   43,188494	 8,931980e-03	 1,222388697	   2,0820334	1,064795e-02	 1,222044857	   2,0838987	 3	 3	 6
ENSG00000005471	 1.986485558	ABCB4	ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]	 1,894904e-08	 1,986485558	   87,582275	 8,588582e-14	 1,991228411	   4,2034656	7,600220e-05	 1,986342306	   4,2053309	 3	 3	 6
ENSG00000005513	 0.629245922	SOX8	SRY-box transcription factor 8 [Source:HGNC Symbol;Acc:HGNC:11203]	 9,273427e-17	 0,629245922	  512,539441	 1,313578e-24	 0,630653234	  24,3869667	1,715388e-04	 0,630809521	  24,3851002	 3	 3	 6
ENSG00000005801	 0.763665874	ZNF195	zinc finger protein 195 [Source:HGNC Symbol;Acc:HGNC:12986]	 6,513449e-05	 0,763665874	  136,903121	 2,502242e-06	 0,765319157	   6,4934159	7,611060e-04	 0,765580576	   6,4915502	 3	 3	 6
ENSG00000005812	 1.373237636	FBXL3	F-box and leucine rich repeat protein 3 [Source:HGNC Symbol;Acc:HGNC:13599]	 4,725766e-08	 1,373237636	  283,936189	 1,724429e-11	 1,375653796	  13,6491556	5,063746e-04	 1,375468506	  13,6510202	 3	 3	 6
ENSG00000005884	 2.215998496	ITGA3	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	 1,439039e-59	 2,215998496	 3796,473611	8,019130e-103	 2,220979155	 182,0081871	1,358652e-05	 2,220804130	 182,0100429	 3	 3	 6
ENSG00000005889	 1.234885918	ZFX	zinc finger protein X-linked [Source:HGNC Symbol;Acc:HGNC:12869]	 1,388529e-04	 1,234885918	  192,337207	 6,053915e-06	 1,237249408	   9,2796138	1,297453e-03	 1,237158256	   9,2814786	 3	 3	 6
ENSG00000005961	 0.420494186	ITGA2B	integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]	 7,785425e-20	 0,420494186	  306,526067	 5,666382e-41	 0,421384182	  14,6137058	5,308007e-04	 0,421982098	  14,6118397	 3	 3	 6
ENSG00000005981	 0.183169273	ASB4	ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]	 2,985114e-05	 0,183169273	   21,121865	 1,029597e-10	 0,183776317	   1,0081161	1,638398e-03	 0,200116397	   1,0062506	 2	 0	 2
ENSG00000006007	 1.560088356	GDE1	glycerophosphodiester phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:29644]	 1,177124e-19	 1,560088356	  491,224790	 2,598876e-23	 1,563343174	  23,6003543	8,007411e-07	 1,563079924	  23,6022185	 3	 3	 6
ENSG00000006016	 0.665042995	CRLF1	cytokine receptor like factor 1 [Source:HGNC Symbol;Acc:HGNC:2364]	 5,954616e-03	 0,665042995	   35,408919	 1,267820e-04	 0,666399518	   1,6845211	5,494781e-03	 0,668273262	   1,6826556	 3	 3	 6
ENSG00000006025	 0.677377587	OSBPL7	oxysterol binding protein like 7 [Source:HGNC Symbol;Acc:HGNC:16387]	 1,912286e-08	 0,677377587	  247,578701	 1,315602e-13	 0,678393502	  11,7901780	1,786321e-03	 0,678645107	  11,7883121	 3	 3	 6
ENSG00000006042	 1.376146202	TMEM98	transmembrane protein 98 [Source:HGNC Symbol;Acc:HGNC:24529]	 2,635448e-12	 1,376146202	  587,222962	 1,865071e-15	 1,379340624	  28,2839655	1,372784e-04	 1,379249166	  28,2858293	 3	 3	 6
ENSG00000006071	 0.028898446	ABCC8	ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59]	 1,835912e-17	 0,028898446	   95,094212	 4,648060e-65	 0,028888513	   4,5407330	6,180716e-03	 0,034018105	   4,5388674	 3	 0	 3
ENSG00000006118	 0.790518677	TMEM132A	transmembrane protein 132A [Source:HGNC Symbol;Acc:HGNC:31092]	 8,277969e-10	 0,790518677	  855,913128	 4,879705e-10	 0,792153017	  40,5660022	1,533452e-04	 0,792186954	  40,5641355	 3	 3	 6
ENSG00000006128	 0.299465667	TAC1	tachykinin precursor 1 [Source:HGNC Symbol;Acc:HGNC:11517]	 1,125171e-05	 0,299465667	   30,790265	 3,767862e-11	 0,300673883	   1,4673642	4,772451e-04	 0,309102780	   1,4654987	 3	 0	 3
ENSG00000006210	 1.287090538	CX3CL1	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	 1,601525e-06	 1,287090538	  318,365009	 4,115327e-09	 1,290548733	  15,3867478	2,138168e-03	 1,290458362	  15,3886123	 3	 3	 6
ENSG00000006327	 2.684605270	TNFRSF12A	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	 5,610295e-52	 2,684605270	  641,625239	 3,479763e-79	 2,691318208	  30,7625915	5,967148e-06	 2,689294020	  30,7644554	 3	 3	 6
ENSG00000006377	 0.298852320	DLX6	distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]	 7,773178e-05	 0,298852320	   23,950781	 3,175722e-09	 0,299683651	   1,1425594	8,672489e-05	 0,310504356	   1,1406939	 3	 0	 3
ENSG00000006432	 0.718943919	MAP3K9	mitogen-activated protein kinase kinase kinase 9 [Source:HGNC Symbol;Acc:HGNC:6861]	 8,476793e-06	 0,718943919	  134,011887	 9,574057e-08	 0,720541861	   6,3656453	6,524240e-04	 0,720904320	   6,3637796	 3	 3	 6
ENSG00000006459	 0.705462824	KDM7A	lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]	 3,983433e-05	 0,705462824	  125,274906	 4,798933e-08	 0,706408426	   5,9671723	7,189075e-03	 0,706830500	   5,9653067	 3	 3	 6
ENSG00000006534	 0.722237201	ALDH3B1	aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]	 2,131803e-02	 0,722237201	   31,225578	 1,464419e-03	 0,724197056	   1,4801371	1,049129e-02	 0,725714981	   1,4782716	 3	 3	 6
ENSG00000006555	 0.518040086	TTC22	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]	 1,537080e-03	 0,518040086	   28,066492	 3,275198e-06	 0,519493050	   1,3356284	1,148034e-03	 0,524084752	   1,3337629	 3	 3	 6
ENSG00000006607	 1.268068314	FARP2	FERM, ARH/RhoGEF and pleckstrin domain protein 2 [Source:HGNC Symbol;Acc:HGNC:16460]	 3,138013e-06	 1,268068314	  277,699447	 6,817543e-08	 1,270696238	  13,3917630	2,247788e-04	 1,270608686	  13,3936276	 3	 3	 6
ENSG00000006625	 1.315315628	GGCT	gamma-glutamylcyclotransferase [Source:HGNC Symbol;Acc:HGNC:21705]	 4,161970e-04	 1,315315628	  110,245525	 5,169815e-06	 1,318808799	   5,3240872	7,696555e-03	 1,318483803	   5,3259523	 3	 3	 6
ENSG00000006638	 1.340379021	TBXA2R	thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]	 8,268498e-03	 1,340379021	   49,725247	 3,259830e-04	 1,343936911	   2,3993793	1,362582e-02	 1,343078201	   2,4012446	 3	 3	 6
ENSG00000006652	 0.610616281	IFRD1	interferon related developmental regulator 1 [Source:HGNC Symbol;Acc:HGNC:5456]	 5,608339e-14	 0,610616281	  265,714372	 1,165753e-18	 0,611994519	  12,6456375	1,933549e-05	 0,612324133	  12,6437715	 3	 3	 6
ENSG00000006712	 1.200495277	PAF1	PAF1 homolog, Paf1/RNA polymerase II complex component [Source:HGNC Symbol;Acc:HGNC:25459]				 7,367071e-06	 1,200495277	  15,2651107	2,015034e-05	 1,200459485	  15,2669751	 3	 3	 6
ENSG00000006747	 1.499388238	SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	 7,406832e-13	 1,499388238	  385,000558	 1,645283e-18	 1,502851273	  18,5202426	3,289803e-04	 1,502589445	  18,5221071	 3	 3	 6
ENSG00000006756	 1.649048203	ARSD	arylsulfatase D [Source:HGNC Symbol;Acc:HGNC:717]	 1,498840e-20	 1,649048203	  464,925942	 7,926981e-27	 1,652807767	  22,3339972	1,028456e-05	 1,652425613	  22,3358614	 3	 3	 6
ENSG00000006757	 1.259254629	PNPLA4	patatin like phospholipase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24887]	 2,952366e-03	 1,259254629	   76,943317	 3,606799e-04	 1,262054662	   3,7143733	6,535381e-05	 1,261763384	   3,7162385	 3	 3	 6
ENSG00000006837	 0.674839160	CDKL3	cyclin dependent kinase like 3 [Source:HGNC Symbol;Acc:HGNC:15483]	 1,871842e-02	 0,674839160	   25,572637	 9,482751e-04	 0,675782544	   1,2182122	3,154118e-03	 0,678239908	   1,2163466	 3	 3	 6
ENSG00000007001	 0.282976393	UPP2	uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]	 3,572993e-05	 0,282976393	   25,698916	 4,812941e-10	 0,283784697	   1,2266172	2,319648e-04	 0,294309237	   1,2247517	 3	 0	 3
ENSG00000007047	 0.728831660	MARK4	microtubule affinity regulating kinase 4 [Source:HGNC Symbol;Acc:HGNC:13538]	 2,957450e-16	 0,728831660	  824,288606	 5,247283e-16	 0,730409508	  39,1403859	4,904542e-07	 0,730464865	  39,1385190	 3	 3	 6
ENSG00000007062	 1.822550565	PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	 3,479176e-17	 1,822550565	  281,806994	 4,746646e-25	 1,827533572	  13,5391236	6,105194e-05	 1,826490834	  13,5409883	 3	 3	 6
ENSG00000007168	 0.824705137	PAFAH1B1	platelet activating factor acetylhydrolase 1b regulatory subunit 1 [Source:HGNC Symbol;Acc:HGNC:8574]	 1,737667e-07	 0,824705137	  759,277208	 2,897893e-07	 0,826321442	  35,9364091	2,047448e-04	 0,826349672	  35,9345426	 3	 3	 6
ENSG00000007171	 0.324954558	NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	 5,771734e-04	 0,324954558	   19,356563	 1,952772e-07	 0,325612554	   0,9232110	5,274951e-04	 0,338047650	   0,9213455	 3	 0	 3
ENSG00000007174	 1.990596269	DNAH9	dynein axonemal heavy chain 9 [Source:HGNC Symbol;Acc:HGNC:2953]	 3,259012e-08	 1,990596269	   84,801379	 1,797099e-13	 1,994735371	   4,0676061	8,585539e-05	 1,989649684	   4,0694713	 3	 3	 6
ENSG00000007202	 1.248442374	BLTP2	bridge-like lipid transfer protein family member 2 [Source:HGNC Symbol;Acc:HGNC:28960]	 1,626909e-09	 1,248442374	  961,739886	 1,243315e-09	 1,251256783	  46,4508614	3,795624e-05	 1,251235751	  46,4527239	 3	 3	 6
ENSG00000007216	 0.132973225	SLC13A2	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	 7,557523e-17	 0,132973225	   85,209443	 1,010012e-39	 0,133432155	   4,0699076	4,578480e-04	 0,138031933	   4,0680420	 3	 1	 4
ENSG00000007264	 0.580006534	MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	 3,642040e-02	 0,580006534	   16,251817	 1,483945e-03	 0,582223086	   0,7723744	2,976427e-02	 0,588330958	   0,7705089	 3	 2	 5
ENSG00000007314	 0.195968647	SCN4A	sodium voltage-gated channel alpha subunit 4 [Source:HGNC Symbol;Acc:HGNC:10591]	 1,263983e-09	 0,195968647	   48,542537	 6,403332e-21	 0,196618795	   2,3169685	7,384283e-04	 0,203588952	   2,3151029	 3	 0	 3
ENSG00000007341	 1.413111515	ST7L	suppression of tumorigenicity 7 like [Source:HGNC Symbol;Acc:HGNC:18441]	 6,823112e-07	 1,413111515	  180,749526	 4,337978e-10	 1,416215331	   8,7009970	1,621133e-03	 1,415849058	   8,7028619	 3	 3	 6
ENSG00000007350	 0.120848113	TKTL1	transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]	 1,077000e-14	 0,120848113	   82,623009	 1,110104e-40	 0,120877094	   3,9526369	5,274022e-03	 0,125744542	   3,9507713	 3	 0	 3
ENSG00000007372	 0.521991761	PAX6	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]	 5,079055e-03	 0,521991761	  174,185562	 8,608676e-20	 0,522121096	   8,3309708	4,092449e-02	 0,522854829	   8,3291050	 3	 3	 6
ENSG00000007384	 0.806147241	RHBDF1	rhomboid 5 homolog 1 [Source:HGNC Symbol;Acc:HGNC:20561]	 6,105298e-05	 0,806147241	  287,584813	 7,400642e-07	 0,808041446	  13,6006159	6,693628e-03	 0,808129782	  13,5987501	 3	 3	 6
ENSG00000007392	 0.690186070	LUC7L	LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]	 4,098971e-11	 0,690186070	  971,032799	 1,446624e-21	 0,691288972	  46,2198447	2,481050e-03	 0,691348636	  46,2179776	 3	 3	 6
ENSG00000007402	 0.764798159	CACNA2D2	calcium voltage-gated channel auxiliary subunit alpha2delta 2 [Source:HGNC Symbol;Acc:HGNC:1400]	 3,182833e-10	 0,764798159	  468,381351	 7,017667e-11	 0,766395249	  22,2208237	5,184180e-06	 0,766471074	  22,2189574	 3	 3	 6
ENSG00000007516	 0.507299174	BAIAP3	BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]	 4,791051e-35	 0,507299174	  857,558788	 6,727009e-54	 0,508302139	  40,8718555	2,616839e-05	 0,508459986	  40,8699883	 3	 3	 6
ENSG00000007968	 1.624829227	E2F2	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	 1,562674e-05	 1,624829227	   77,160790	 9,645295e-09	 1,627088580	   3,7002851	6,226735e-04	 1,624979410	   3,7021504	 3	 3	 6
ENSG00000008018	 1.238220276	PSMB1	proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]	 2,134481e-05	 1,238220276	  303,502305	 3,455489e-07	 1,240905502	  14,6599813	2,535961e-03	 1,240845525	  14,6618458	 3	 3	 6
ENSG00000008056	 0.453815859	SYN1	synapsin I [Source:HGNC Symbol;Acc:HGNC:11494]	 4,563680e-24	 0,453815859	  310,821883	 9,297689e-37	 0,454752387	  14,8190733	2,823741e-05	 0,455279959	  14,8172072	 3	 3	 6
ENSG00000008118	 0.727669143	CAMK1G	calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]	 2,731354e-03	 0,727669143	   53,695998	 1,287338e-04	 0,728873531	   2,5537689	6,976505e-04	 0,729728628	   2,5519034	 3	 3	 6
ENSG00000008128	 0.762837616	CDK11A	cyclin dependent kinase 11A [Source:HGNC Symbol;Acc:HGNC:1730]	 1,098500e-04	 0,762837616	  195,184217	 6,648303e-08	 0,763899140	   9,2798430	9,565663e-03	 0,764084041	   9,2779773	 3	 3	 6
ENSG00000008196	 0.052920640	TFAP2B	transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]	 5,510952e-26	 0,052920640	  404,801398	3,463676e-179	 0,053024722	  19,3606553	9,854589e-04	 0,054175308	  19,3587889	 3	 2	 5
ENSG00000008277	 0.663822212	ADAM22	ADAM metallopeptidase domain 22 [Source:HGNC Symbol;Acc:HGNC:201]	 1,935539e-06	 0,663822212	  111,862496	 7,814681e-09	 0,665246186	   5,3214673	1,241733e-04	 0,665844870	   5,3196016	 3	 3	 6
