ENSID	RatiosMoys_.MT1_SC._vs_.WT.	Symbol	Description	pval_DEseq2	RatiosMoys_.MT1_SC._vs_.WT.	Delta_DEseq2	pval_edgeR	RatiosMoys_.MT1_SC._vs_.WT.	Delta_edgeR	pval_Voom	RatiosMoys_.MT1_SC._vs_.WT.	Delta_Voom	Flags_.WT.	Flags_.MT1_SC.	Flags_tot
ENSG00000005059	 0.780350499	MCUB	mitochondrial calcium uniporter dominant negative subunit beta [Source:HGNC Symbol;Acc:HGNC:26076]	 1,886666e-02	 0,780350499	   42,400440	 3,242831e-03	 0,780517906	  2,0405248	3,819958e-03	 0,78125441	  2,0387374	 3	 3	 6
ENSG00000005073	 0.652106861	HOXA11	homeobox A11 [Source:HGNC Symbol;Acc:HGNC:5101]	 4,501012e-04	 0,652106861	   53,223919	 6,328617e-06	 0,652044390	  2,5639177	2,950466e-04	 0,65337510	  2,5621303	 3	 3	 6
ENSG00000005102	 1.612211152	MEOX1	mesenchyme homeobox 1 [Source:HGNC Symbol;Acc:HGNC:7013]	 6,224849e-05	 1,612211152	   70,500955	 6,811589e-08	 1,612584913	  3,3968520	3,156637e-03	 1,61036107	  3,3986391	 3	 3	 6
ENSG00000005108	 0.742917218	THSD7A	thrombospondin type 1 domain containing 7A [Source:HGNC Symbol;Acc:HGNC:22207]	 2,580682e-07	 0,742917218	  803,139464	 5,756647e-15	 0,743226887	 38,6339393	1,048007e-02	 0,74327823	 38,6321506	 3	 3	 6
ENSG00000005961	 0.717363518	ITGA2B	integrin subunit alpha 2b [Source:HGNC Symbol;Acc:HGNC:6138]	 3,203380e-04	 0,717363518	  149,761407	 1,578581e-08	 0,717171837	  7,2191630	4,044032e-02	 0,71749787	  7,2173754	 3	 3	 6
ENSG00000005981	 2.156731138	ASB4	ankyrin repeat and SOCS box containing 4 [Source:HGNC Symbol;Acc:HGNC:16009]	 5,300989e-04	 2,156731138	   29,967587	 8,290399e-08	 2,158582014	  1,4451397	5,849323e-03	 2,13889415	  1,4469269	 2	 3	 5
ENSG00000006071	 0.737129483	ABCC8	ATP binding cassette subfamily C member 8 [Source:HGNC Symbol;Acc:HGNC:59]				 4,097357e-03	 0,737129483	  1,2428314				 3	 3	 6
ENSG00000006377	 1.821946930	DLX6	distal-less homeobox 6 [Source:HGNC Symbol;Acc:HGNC:2919]	 2,348446e-03	 1,821946930	   28,128664	 8,926195e-06	 1,820186958	  1,3521007	1,851481e-03	 1,80990670	  1,3538879	 3	 3	 6
ENSG00000006534	 0.641721985	ALDH3B1	aldehyde dehydrogenase 3 family member B1 [Source:HGNC Symbol;Acc:HGNC:410]	 2,360814e-03	 0,641721985	   40,345562	 2,215545e-05	 0,641848645	  1,9425638	6,582709e-03	 0,64369774	  1,9407764	 3	 3	 6
ENSG00000006555	 0.615920701	TTC22	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]	 1,585035e-02	 0,615920701	   22,404033	 2,613816e-04	 0,615768097	  1,0793276	1,427353e-02	 0,61953737	  1,0775403	 3	 3	 6
ENSG00000006611	 0.763425909	USH1C	USH1 protein network component harmonin [Source:HGNC Symbol;Acc:HGNC:12597]	 5,942134e-06	 0,763425909	  320,542774	 5,657193e-10	 0,763446312	 15,4381925	1,064665e-02	 0,76355750	 15,4364046	 3	 3	 6
ENSG00000006747	 0.808943925	SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	 3,347035e-04	 0,808943925	  147,575271	 2,459779e-05	 0,808679798	  7,1181198	1,175123e-03	 0,80884668	  7,1163323	 3	 3	 6
ENSG00000006788	 1.770916709	MYH13	myosin heavy chain 13 [Source:HGNC Symbol;Acc:HGNC:7571]				 7,530013e-03	 1,770916709	  0,4721350	4,064259e-02	 1,74567087	  0,4739223	 1	 3	 4
ENSG00000007001	 0.657401230	UPP2	uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]				 1,078769e-02	 0,657401230	  0,5926627	1,040188e-02	 0,66294147	  0,5908754	 3	 3	 6
ENSG00000007062	 1.291936188	PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	 4,747701e-04	 1,291936188	  100,198467	 3,581646e-05	 1,291793673	  4,8234645	7,111980e-04	 1,29149389	  4,8252516	 3	 3	 6
ENSG00000007216	 0.357450707	SLC13A2	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	 1,619616e-08	 0,357450707	   63,275693	 9,178737e-17	 0,357670383	  3,0463552	8,811162e-04	 0,36116309	  3,0445678	 3	 3	 6
ENSG00000007372	 1.224787803	PAX6	paired box 6 [Source:HGNC Symbol;Acc:HGNC:8620]				 7,095021e-04	 1,224787803	  3,9547855				 3	 3	 6
ENSG00000007392	 0.772360326	LUC7L	LUC7 like [Source:HGNC Symbol;Acc:HGNC:6723]	 3,304700e-06	 0,772360326	  714,819781	 6,988248e-12	 0,772062976	 34,4783830	1,375654e-02	 0,77210964	 34,4765945	 3	 3	 6
ENSG00000007516	 0.700484905	BAIAP3	BAI1 associated protein 3 [Source:HGNC Symbol;Acc:HGNC:948]	 5,483454e-12	 0,700484905	  522,261583	 1,072520e-17	 0,700281133	 25,1736779	6,501889e-04	 0,70038493	 25,1718896	 3	 3	 6
ENSG00000007968	 1.994268890	E2F2	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	 1,284131e-09	 1,994268890	  123,026117	 1,313387e-16	 1,992558543	  5,9150059	1,146141e-03	 1,98901948	  5,9167929	 3	 3	 6
ENSG00000008196	 1.449766461	TFAP2B	transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]				 2,777651e-11	 1,449766461	  9,2802646				 3	 3	 6
ENSG00000008382	 1.251141363	MPND	MPN domain containing [Source:HGNC Symbol;Acc:HGNC:25934]	 9,890967e-04	 1,251141363	   98,712522	 1,624944e-04	 1,250832664	  4,7487164	2,469461e-05	 1,25062085	  4,7505034	 3	 3	 6
ENSG00000008441	 1.461354495	NFIX	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]	 2,954583e-12	 1,461354495	  533,735623	 1,696988e-19	 1,461144130	 25,6962912	8,763653e-04	 1,46098483	 25,6980771	 3	 3	 6
ENSG00000008517	 1.761423955	IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	 4,420035e-16	 1,761423955	  323,371241	 8,355303e-26	 1,761755260	 15,5802676	2,958932e-04	 1,76098199	 15,5820541	 3	 3	 6
ENSG00000008710	 0.815391868	PKD1	polycystin 1, transient receptor potential channel interacting [Source:HGNC Symbol;Acc:HGNC:9008]	 1,055128e-06	 0,815391868	 1411,181811	 2,776563e-09	 0,814995016	 68,1233095	4,825389e-03	 0,81501149	 68,1215201	 3	 3	 6
ENSG00000009709	 1.828949440	PAX7	paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]	 1,457812e-14	 1,828949440	  354,481651	 2,052431e-29	 1,827875489	 17,0496168	1,076229e-03	 1,82703334	 17,0514032	 3	 3	 6
ENSG00000009765	 0.480545867	IYD	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071]	 4,692220e-07	 0,480545867	   77,783204	 3,996900e-13	 0,481072583	  3,7426317	2,785176e-03	 0,48297864	  3,7408442	 3	 3	 6
ENSG00000009950	 0.763053612	MLXIPL	MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]	 1,414502e-04	 0,763053612	  163,143773	 2,870052e-07	 0,762838102	  7,8657825	1,358761e-02	 0,76305724	  7,8639949	 3	 3	 6
ENSG00000010292	 1.353900224	NCAPD2	non-SMC condensin I complex subunit D2 [Source:HGNC Symbol;Acc:HGNC:24305]	 4,448832e-11	 1,353900224	  749,391838	 3,002478e-15	 1,353273550	 36,0303893	5,367139e-04	 1,35321096	 36,0321745	 3	 3	 6
ENSG00000010310	 0.552317529	GIPR	gastric inhibitory polypeptide receptor [Source:HGNC Symbol;Acc:HGNC:4271]	 4,848446e-05	 0,552317529	   54,906609	 1,151566e-08	 0,552186956	  2,6457102	2,560890e-03	 0,55423478	  2,6439227	 3	 3	 6
ENSG00000010318	 0.811728104	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]	 4,080183e-02	 0,811728104	   38,613288	 9,599213e-03	 0,811258309	  1,8644983	1,218077e-02	 0,81187974	  1,8627109	 3	 3	 6
ENSG00000010319	 0.657321130	SEMA3G	semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]	 1,069707e-14	 0,657321130	  984,989787	 2,653944e-27	 0,657544165	 47,4088033	1,327713e-03	 0,65761428	 47,4070141	 3	 3	 6
ENSG00000010379	 0.725780427	SLC6A13	solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]	 4,545648e-06	 0,725780427	  194,072874	 1,409053e-09	 0,725957513	  9,3411835	5,402312e-03	 0,72619575	  9,3393959	 3	 3	 6
ENSG00000010932	 0.698795285	FMO1	flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]	 7,495782e-09	 0,698795285	  489,409153	 2,806604e-17	 0,698962147	 23,5613499	4,951020e-03	 0,69907392	 23,5595616	 3	 3	 6
ENSG00000011021	 0.808984314	CLCN6	chloride voltage-gated channel 6 [Source:HGNC Symbol;Acc:HGNC:2024]	 4,683721e-06	 0,808984314	  277,982601	 6,214923e-07	 0,808812263	 13,4015362	5,842833e-05	 0,80890082	 13,3997485	 3	 3	 6
ENSG00000011052	 1.262502368	NME1-NME2	NME1-NME2 readthrough [Source:HGNC Symbol;Acc:HGNC:33531]	 7,390976e-08	 1,262502368	  564,453899	 1,274370e-09	 1,262333536	 27,1679773	7,709908e-04	 1,26229220	 27,1697629	 3	 3	 6
ENSG00000011083	 0.685860610	SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	 2,109678e-02	 0,685860610	   27,427838	 1,035471e-03	 0,686139883	  1,3200486	1,646147e-02	 0,68827928	  1,3182613	 3	 3	 6
ENSG00000011243	 0.749271376	AKAP8L	A-kinase anchoring protein 8 like [Source:HGNC Symbol;Acc:HGNC:29857]	 1,685763e-08	 0,749271376	 1953,301147	 5,261315e-17	 0,748950757	 94,2086372	5,902688e-03	 0,74897099	 94,2068465	 3	 3	 6
ENSG00000011376	 1.215081191	LARS2	leucyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17095]	 2,313188e-03	 1,215081191	  124,237522	 1,583304e-04	 1,215191800	  5,9864151	1,119074e-02	 1,21507720	  5,9882020	 3	 3	 6
ENSG00000011426	 1.523090175	ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	 1,343893e-09	 1,523090175	  219,484536	 5,736971e-14	 1,522067210	 10,5516079	4,287730e-04	 1,52155871	 10,5533946	 3	 3	 6
ENSG00000011465	 1.263865623	DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	 1,156783e-10	 1,263865623	 1202,072346	 3,487657e-11	 1,263699269	 57,8608053	1,542026e-04	 1,26367961	 57,8625889	 3	 3	 6
ENSG00000012048	 1.685500482	BRCA1	BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]	 1,574584e-10	 1,685500482	  152,181078	 6,631748e-14	 1,684906658	  7,3234138	1,036133e-06	 1,68359495	  7,3252007	 3	 3	 6
ENSG00000012171	 0.756747139	SEMA3B	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]	 1,051602e-11	 0,756747139	 1278,812431	 6,423883e-15	 0,756717303	 61,6056602	7,406498e-04	 0,75674658	 61,6038707	 3	 3	 6
ENSG00000012504	 0.831423871	NR1H4	nuclear receptor subfamily 1 group H member 4 [Source:HGNC Symbol;Acc:HGNC:7967]				 3,495902e-02	 0,831423871	  1,3524274	1,554386e-02	 0,83213067	  1,3506401	 3	 3	 6
ENSG00000013293	 0.723773558	SLC7A14	solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]	 3,796974e-04	 0,723773558	   82,805244	 1,175389e-05	 0,723914310	  3,9866221	3,537028e-03	 0,72447945	  3,9848347	 3	 3	 6
ENSG00000013364	 0.804953984	MVP	major vault protein [Source:HGNC Symbol;Acc:HGNC:7531]	 4,744750e-05	 0,804953984	  215,176217	 1,816167e-06	 0,804927328	 10,3660174	1,899611e-03	 0,80504582	 10,3642298	 3	 3	 6
ENSG00000013375	 0.774755653	PGM3	phosphoglucomutase 3 [Source:HGNC Symbol;Acc:HGNC:8907]	 7,115465e-08	 0,774755653	  326,207987	 2,449235e-09	 0,774585627	 15,7235504	5,840806e-05	 0,77468597	 15,7217626	 3	 3	 6
ENSG00000013392	 0.806792598	RWDD2A	RWD domain containing 2A [Source:HGNC Symbol;Acc:HGNC:21385]	 2,496921e-02	 0,806792598	   49,857209	 4,750732e-03	 0,806903982	  2,3998963	2,634355e-02	 0,80740624	  2,3981089	 3	 3	 6
ENSG00000013441	 1.206924050	CLK1	CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]	 3,143771e-04	 1,206924050	  240,232273	 1,096557e-05	 1,206774374	 11,5620082	7,600289e-03	 1,20672082	 11,5637948	 3	 3	 6
ENSG00000013588	 0.619928210	GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]	 1,734028e-14	 0,619928210	  422,387833	 2,362510e-24	 0,620180338	 20,3299198	6,505140e-04	 0,62037779	 20,3281316	 3	 3	 6
ENSG00000013810	 1.450502691	TACC3	transforming acidic coiled-coil containing protein 3 [Source:HGNC Symbol;Acc:HGNC:11524]	 4,522539e-13	 1,450502691	  441,927113	 1,605131e-17	 1,449829281	 21,2529488	9,000606e-05	 1,44964696	 21,2547349	 3	 3	 6
ENSG00000014123	 0.782513133	UFL1	UFM1 specific ligase 1 [Source:HGNC Symbol;Acc:HGNC:23039]	 2,219493e-05	 0,782513133	  215,759751	 1,656290e-07	 0,782486587	 10,3933685	3,427382e-03	 0,78262922	 10,3915808	 3	 3	 6
ENSG00000014138	 1.208211024	POLA2	DNA polymerase alpha 2, accessory subunit [Source:HGNC Symbol;Acc:HGNC:30073]	 3,581630e-03	 1,208211024	   96,185920	 8,000667e-04	 1,207920348	  4,6264361	3,992565e-04	 1,20778466	  4,6282231	 3	 3	 6
ENSG00000014257	 1.648442157	ACP3	acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]	 2,649073e-04	 1,648442157	   49,138392	 7,325569e-07	 1,648903844	  2,3685124	1,265750e-03	 1,64530393	  2,3702995	 3	 3	 6
ENSG00000015413	 0.677620239	DPEP1	dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]	 7,807853e-05	 0,677620239	  151,544425	 3,626242e-10	 0,677606364	  7,3002960	2,859174e-02	 0,67801421	  7,2985084	 3	 3	 6
ENSG00000015475	 1.201075529	BID	BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:HGNC:1050]				 1,902252e-02	 1,201075529	  1,8775591	2,872997e-02	 1,20076957	  1,8793462	 3	 3	 6
ENSG00000015592	 0.773868796	STMN4	stathmin 4 [Source:HGNC Symbol;Acc:HGNC:16078]	 2,787083e-04	 0,773868796	  263,923506	 9,368832e-09	 0,773501621	 12,7299268	3,893688e-02	 0,77362659	 12,7281390	 3	 3	 6
ENSG00000017427	 1.584941013	IGF1	insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]	 1,651167e-13	 1,584941013	  298,835142	 3,291148e-19	 1,585133507	 14,3972497	1,517702e-04	 1,58465649	 14,3990362	 3	 3	 6
ENSG00000018236	 0.791313153	CNTN1	contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]	 5,624230e-06	 0,791313153	  254,745195	 1,450811e-07	 0,791271389	 12,2726985	8,995357e-04	 0,79138386	 12,2709108	 3	 3	 6
ENSG00000018408	 1.323098337	WWTR1	WW domain containing transcription regulator 1 [Source:HGNC Symbol;Acc:HGNC:24042]	 8,140273e-10	 1,323098337	  629,176447	 5,457773e-13	 1,322988900	 30,2909566	6,214066e-04	 1,32292830	 30,2927421	 3	 3	 6
ENSG00000018699	 1.318844203	TTC27	tetratricopeptide repeat domain 27 [Source:HGNC Symbol;Acc:HGNC:25986]	 3,433547e-03	 1,318844203	   60,530233	 3,729051e-04	 1,318194761	  2,9094247	1,151496e-03	 1,31758678	  2,9112119	 3	 3	 6
ENSG00000019186	 0.647682978	CYP24A1	cytochrome P450 family 24 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2602]	 3,429497e-02	 0,647682978	   19,110552	 1,530651e-03	 0,647281738	  0,9214987	1,722429e-02	 0,65105544	  0,9197114	 3	 3	 6
ENSG00000019505	 0.751608887	SYT13	synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962]	 2,854573e-05	 0,751608887	  274,371600	 3,161634e-10	 0,751053504	 13,2438551	1,415329e-02	 0,75119528	 13,2420674	 3	 3	 6
ENSG00000019991	 1.754239979	HGF	hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]	 4,345857e-07	 1,754239979	   95,730048	 2,615950e-11	 1,752937975	  4,6040273	1,107407e-03	 1,75039157	  4,6058144	 3	 3	 6
ENSG00000020633	 0.500480434	RUNX3	RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]	 2,445853e-02	 0,500480434	   13,550921	 4,888773e-04	 0,501155315	  0,6517204	9,588448e-03	 0,51117831	  0,6499331	 3	 0	 3
ENSG00000021355	 1.319438050	SERPINB1	serpin family B member 1 [Source:HGNC Symbol;Acc:HGNC:3311]	 1,326232e-02	 1,319438050	   43,234255	 1,388467e-03	 1,319413696	  2,0821567	8,766843e-03	 1,31855746	  2,0839439	 3	 3	 6
ENSG00000021826	 1.702064126	CPS1	carbamoyl-phosphate synthase 1 [Source:HGNC Symbol;Acc:HGNC:2323]	 1,111333e-11	 1,702064126	  386,070212	 1,042094e-26	 1,701932284	 18,5919611	4,320829e-03	 1,70138721	 18,5937474	 3	 3	 6
ENSG00000022556	 0.001954485	NLRP2	NLR family pyrin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:22948]	 2,528495e-26	 0,001954485	  500,658438	2,965362e-287	 0,001961793	 24,1130859	6,353694e-06	 0,00299033	 24,1112975	 3	 0	 3
ENSG00000023445	 2.393393210	BIRC3	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]	 1,454104e-06	 2,393393210	   53,377950	 1,291373e-12	 2,392558536	  2,5684451	1,584321e-03	 2,37626700	  2,5702322	 3	 3	 6
ENSG00000023572	 0.827243897	GLRX2	glutaredoxin 2 [Source:HGNC Symbol;Acc:HGNC:16065]				 1,722113e-02	 0,827243897	  1,8180967	7,457158e-03	 0,82779224	  1,8163094	 3	 3	 6
ENSG00000023839	 0.671457946	ABCC2	ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]	 1,012343e-02	 0,671457946	   56,792183	 9,393835e-06	 0,671791166	  2,7330707				 3	 3	 6
ENSG00000024422	 1.247538530	EHD2	EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]	 3,759653e-07	 1,247538530	  415,406760	 2,889283e-08	 1,247326493	 19,9900790	2,213379e-04	 1,24727783	 19,9918650	 3	 3	 6
ENSG00000024526	 1.486773240	DEPDC1	DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]	 1,857186e-04	 1,486773240	   72,059681	 1,504484e-06	 1,485939560	  3,4646217	2,283540e-03	 1,48461794	  3,4664088	 3	 3	 6
ENSG00000026103	 1.530364027	FAS	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]	 2,257162e-03	 1,530364027	   39,974018	 4,065779e-05	 1,529644563	  1,9227715	7,312142e-04	 1,52678032	  1,9245587	 3	 3	 6
ENSG00000026508	 1.477672919	CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	 5,798458e-04	 1,477672919	   57,020858	 1,088442e-05	 1,477682210	  2,7462735	7,292299e-04	 1,47607759	  2,7480606	 3	 3	 6
ENSG00000026559	 1.571720419	KCNG1	potassium voltage-gated channel modifier subfamily G member 1 [Source:HGNC Symbol;Acc:HGNC:6248]	 5,135615e-05	 1,571720419	   80,922894	 4,622852e-08	 1,570812209	  3,8913259	4,618071e-03	 1,56914319	  3,8931130	 3	 3	 6
ENSG00000028277	 0.745596595	POU2F2	POU class 2 homeobox 2 [Source:HGNC Symbol;Acc:HGNC:9213]	 6,338120e-04	 0,745596595	  177,574375	 2,267919e-08	 0,744859654	  8,5791857				 3	 3	 6
ENSG00000029993	 1.304110669	HMGB3	high mobility group box 3 [Source:HGNC Symbol;Acc:HGNC:5004]	 5,945322e-06	 1,304110669	  398,936612	 1,524854e-10	 1,303411582	 19,1707075	1,293865e-02	 1,30332882	 19,1724936	 3	 3	 6
ENSG00000030304	 1.550855123	MUSK	muscle associated receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7525]	 1,289306e-02	 1,550855123	   28,978354	 1,535159e-04	 1,551841734	  1,3978664	3,214601e-02	 1,54754720	  1,3996536	 3	 3	 6
ENSG00000031081	 1.281471019	ARHGAP31	Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]	 2,377011e-03	 1,281471019	   80,813815	 2,060862e-04	 1,280948138	  3,8851746	4,706344e-03	 1,28060800	  3,8869616	 3	 3	 6
ENSG00000033122	 0.775162546	LRRC7	leucine rich repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:18531]	 5,798795e-03	 0,775162546	   58,275359	 8,117610e-04	 0,774776274	  2,8117772	1,947044e-03	 0,77533571	  2,8099898	 3	 3	 6
ENSG00000033170	 1.249700691	FUT8	fucosyltransferase 8 [Source:HGNC Symbol;Acc:HGNC:4019]	 2,904121e-03	 1,249700691	  109,079124	 9,609329e-05	 1,249094730	  5,2412437	2,301208e-02	 1,24890603	  5,2430307	 3	 3	 6
ENSG00000035499	 1.543661606	DEPDC1B	DEP domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24902]	 2,238539e-05	 1,543661606	   89,319577	 4,304052e-08	 1,542833363	  4,2950680	2,420651e-03	 1,54147623	  4,2968551	 3	 3	 6
ENSG00000035664	 1.300282799	DAPK2	death associated protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:2675]				 3,304912e-02	 1,300282799	  0,7227383	3,733469e-02	 1,29815984	  0,7245256	 3	 3	 6
ENSG00000036448	 1.326802050	MYOM2	myomesin 2 [Source:HGNC Symbol;Acc:HGNC:7614]	 4,625164e-04	 1,326802050	   89,277871	 2,776226e-05	 1,326252728	  4,2927804	7,372341e-04	 1,32581577	  4,2945675	 3	 3	 6
ENSG00000036530	 0.749753747	CYP46A1	cytochrome P450 family 46 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2641]	 2,762979e-02	 0,749753747	   34,635750	 2,440745e-03	 0,749585926	  1,6696579	3,952170e-02	 0,75071881	  1,6678706	 3	 3	 6
ENSG00000036565	 0.614791022	SLC18A1	solute carrier family 18 member A1 [Source:HGNC Symbol;Acc:HGNC:10934]	 4,565728e-02	 0,614791022	   15,821817	 1,744171e-03	 0,614341574	  0,7631880	4,898311e-02	 0,61969023	  0,7614007	 3	 2	 5
ENSG00000036672	 0.795757993	USP2	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]	 1,718463e-03	 0,795757993	   96,304984	 1,612154e-04	 0,795756897	  4,6388361	4,752035e-03	 0,79604331	  4,6370486	 3	 3	 6
ENSG00000036828	 1.589207485	CASR	calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]	 7,626188e-05	 1,589207485	   79,999372	 3,749447e-08	 1,589073335	  3,8512000	7,657812e-03	 1,58726884	  3,8529871	 3	 3	 6
ENSG00000037042	 0.791386695	TUBG2	tubulin gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419]	 1,445244e-05	 0,791386695	  236,122057	 2,022231e-07	 0,791101820	 11,3892202	1,774621e-03	 0,79122318	 11,3874326	 3	 3	 6
ENSG00000037965	 1.284316598	HOXC8	homeobox C8 [Source:HGNC Symbol;Acc:HGNC:5129]	 1,901985e-03	 1,284316598	   91,727216	 7,025752e-05	 1,284246129	  4,4172121	1,415290e-02	 1,28393849	  4,4189992	 3	 3	 6
