ENSID	RatiosMoys_.MT1_SC._vs_.MT1_PMO.	Symbol	Description	pval_DEseq2	RatiosMoys_.MT1_SC._vs_.MT1_PMO.	Delta_DEseq2	pval_edgeR	RatiosMoys_.MT1_SC._vs_.MT1_PMO.	Delta_edgeR	pval_Voom	RatiosMoys_.MT1_SC._vs_.MT1_PMO.	Delta_Voom	Flags_.MT1_PMO.	Flags_.MT1_SC.	Flags_tot
ENSG00000019102	1.3959477	VSIG2	V-set and immunoglobulin domain containing 2 [Source:HGNC Symbol;Acc:HGNC:17149]				4,707621e-02	1,3959477	  0,4451391	7,356175e-03	1,3903945	  0,4475991	 3	 3	 6
ENSG00000019991	0.6992466	HGF	hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]	2,547749e-04	0,6992466	  97,792377	3,324290e-07	0,6976663	  4,6141811	1,269784e-02	0,6982683	  4,6117209	 3	 3	 6
ENSG00000020633	0.5835287	RUNX3	RUNX family transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:10473]				1,691250e-02	0,5835287	  0,4640083				 2	 0	 2
ENSG00000021488	1.5986556	SLC7A9	solute carrier family 7 member 9 [Source:HGNC Symbol;Acc:HGNC:11067]				6,752137e-03	1,5986556	  0,6071335	1,198064e-02	1,5881525	  0,6095935	 2	 3	 5
ENSG00000023445	0.6465163	BIRC3	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]	1,114984e-03	0,6465163	  51,180483	2,836301e-06	0,6448316	  2,4142804	9,080221e-03	0,6463533	  2,4118203	 3	 3	 6
ENSG00000023839	1.3099470	ABCC2	ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]				1,094079e-02	1,3099470	  1,3141561				 3	 3	 6
ENSG00000033122	0.8134015	LRRC7	leucine rich repeat containing 7 [Source:HGNC Symbol;Acc:HGNC:18531]	2,618539e-02	0,8134015	  47,065084	4,866763e-03	0,8115176	  2,2315985	4,243848e-03	0,8120792	  2,2291385	 3	 3	 6
ENSG00000041982	0.7599869	TNC	tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]	5,716868e-03	0,7599869	1255,861016	8,402111e-15	0,7584910	 59,3148864	2,538584e-02	0,7585230	 59,3124245	 3	 3	 6
ENSG00000042832	0.7250858	TG	thyroglobulin [Source:HGNC Symbol;Acc:HGNC:11764]							2,077734e-02	0,7250858	  0,2872800	 3	 0	 3
ENSG00000049247	1.2614418	UTS2	urotensin 2 [Source:HGNC Symbol;Acc:HGNC:12636]				4,977894e-02	1,2614418	  0,7309305				 3	 3	 6
ENSG00000050438	0.8211687	SLC4A8	solute carrier family 4 member 8 [Source:HGNC Symbol;Acc:HGNC:11034]	2,990698e-03	0,8211687	 160,558208	1,864014e-05	0,8192016	  7,6202838	2,947858e-02	0,8193555	  7,6178236	 3	 3	 6
ENSG00000050730	1.7558627	TNIP3	TNFAIP3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:19315]				9,481167e-03	1,7558627	  0,4131624	2,082921e-02	1,7305674	  0,4156224	 0	 2	 2
ENSG00000052850	1.2739047	ALX4	ALX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:450]	8,671064e-03	1,2739047	  64,843116	4,417527e-04	1,2713851	  3,0155439	1,884517e-02	1,2710627	  3,0180038	 3	 3	 6
ENSG00000054938	0.5893922	CHRDL2	chordin like 2 [Source:HGNC Symbol;Acc:HGNC:24168]				1,542753e-02	0,5893922	  0,4203632	6,595370e-03	0,6004947	  0,4179031	 2	 0	 2
ENSG00000054967	0.8282379	RELT	RELT TNF receptor [Source:HGNC Symbol;Acc:HGNC:13764]				2,126667e-02	0,8282379	  1,5094689	9,213381e-03	0,8289518	  1,5070089	 3	 3	 6
ENSG00000057593	1.2456061	F7	coagulation factor VII [Source:HGNC Symbol;Acc:HGNC:3544]							2,510669e-02	1,2456061	  0,7961770	 3	 3	 6
ENSG00000058335	0.4827898	RASGRF1	Ras protein specific guanine nucleotide releasing factor 1 [Source:HGNC Symbol;Acc:HGNC:9875]	2,966335e-02	0,4827898	  11,654428	1,115050e-03	0,4819211	  0,5479649	3,559095e-03	0,4948933	  0,5455048	 2	 0	 2
ENSG00000059378	0.8191690	PARP12	poly(ADP-ribose) polymerase family member 12 [Source:HGNC Symbol;Acc:HGNC:21919]							5,560393e-03	0,8191690	  0,7970769	 3	 3	 6
ENSG00000062524	1.3862833	LTK	leukocyte receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6721]				3,750793e-03	1,3862833	  1,2868334				 3	 3	 6
ENSG00000063015	0.7691240	SEZ6	seizure related 6 homolog [Source:HGNC Symbol;Acc:HGNC:15955]	2,618018e-03	0,7691240	  99,112774	9,602047e-06	0,7670822	  4,6940619	2,641194e-02	0,7674615	  4,6916018	 3	 3	 6
ENSG00000065320	0.7558180	NTN1	netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]	1,096489e-03	0,7558180	 149,448033	1,353050e-07	0,7537165	  7,0756286	2,872565e-02	0,7539930	  7,0731684	 3	 3	 6
ENSG00000065609	0.7583233	SNAP91	synaptosome associated protein 91 [Source:HGNC Symbol;Acc:HGNC:14986]	2,068523e-03	0,7583233	  93,050921	8,639045e-06	0,7564757	  4,4017069	2,709017e-02	0,7569116	  4,3992468	 3	 3	 6
ENSG00000065833	0.6943028	ME1	malic enzyme 1 [Source:HGNC Symbol;Acc:HGNC:6983]	6,835698e-03	0,6943028	  36,961992	3,174844e-04	0,6928477	  1,7433224	6,459363e-04	0,6944811	  1,7408623	 3	 3	 6
ENSG00000066248	0.7310183	NGEF	neuronal guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:7807]				6,318840e-04	0,7310183	  2,1181664				 3	 3	 6
ENSG00000066405	1.8029545	CLDN18	claudin 18 [Source:HGNC Symbol;Acc:HGNC:2039]				2,245165e-03	1,8029545	  0,5560291				 0	 2	 2
ENSG00000066813	1.4777946	ACSM2B	acyl-CoA synthetase medium chain family member 2B [Source:HGNC Symbol;Acc:HGNC:30931]	8,619797e-05	1,4777946	  90,809264	1,917988e-07	1,4746928	  4,2357287	3,784869e-03	1,4737848	  4,2381885	 3	 3	 6
ENSG00000069482	0.6527402	GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]				6,299112e-03	0,6527402	  0,6914671	1,842393e-02	0,6578068	  0,6890071	 3	 3	 6
ENSG00000070019	1.3567421	GUCY2C	guanylate cyclase 2C [Source:HGNC Symbol;Acc:HGNC:4688]				3,283545e-02	1,3567421	  0,6293953				 3	 3	 6
ENSG00000070748	0.4968591	CHAT	choline O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:1912]	5,389970e-03	0,4968591	  21,092350	2,692263e-05	0,4960122	  0,9918652	6,713045e-03	0,5028932	  0,9894051	 3	 2	 5
ENSG00000073756	0.6683549	PTGS2	prostaglandin-endoperoxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:9605]				1,682489e-02	0,6683549	  0,5558531	9,905986e-04	0,6741567	  0,5533930	 3	 3	 6
ENSG00000074317	0.7691986	SNCB	synuclein beta [Source:HGNC Symbol;Acc:HGNC:11140]				2,426575e-02	0,7691986	  0,8188193	2,419014e-02	0,7713289	  0,8163593	 3	 3	 6
ENSG00000075290	0.8080211	WNT8B	Wnt family member 8B [Source:HGNC Symbol;Acc:HGNC:12789]	4,490359e-02	0,8080211	  47,200456	2,745768e-03	0,8060435	  2,2388596				 3	 3	 6
ENSG00000075429	0.7991206	CACNG5	calcium voltage-gated channel auxiliary subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:1409]	1,817241e-02	0,7991206	  89,768021	2,652856e-04	0,7976395	  4,2442863				 3	 3	 6
ENSG00000077264	0.7885941	PAK3	p21 (RAC1) activated kinase 3 [Source:HGNC Symbol;Acc:HGNC:8592]	3,059892e-04	0,7885941	 144,671094	2,695143e-06	0,7869390	  6,8450478	4,796218e-03	0,7871633	  6,8425876	 3	 3	 6
ENSG00000077279	0.8331109	DCX	doublecortin [Source:HGNC Symbol;Acc:HGNC:2714]				3,766397e-07	0,8331109	 33,6773298	1,102640e-02	0,8331416	 33,6748692	 3	 3	 6
ENSG00000078018	0.8143330	MAP2	microtubule associated protein 2 [Source:HGNC Symbol;Acc:HGNC:6839]	2,823536e-04	0,8143330	 878,270875	5,380217e-09	0,8123494	 41,6708995	2,957158e-02	0,8123793	 41,6684386	 3	 3	 6
ENSG00000078814	1.3405148	MYH7B	myosin heavy chain 7B [Source:HGNC Symbol;Acc:HGNC:15906]	4,187953e-05	1,3405148	 279,263249	1,580869e-10	1,3372587	 12,9845353	1,744040e-02	1,3371274	 12,9869945	 3	 3	 6
ENSG00000080293	1.2075853	SCTR	secretin receptor [Source:HGNC Symbol;Acc:HGNC:10608]				4,026094e-02	1,2075853	  0,9928801				 3	 3	 6
ENSG00000081041	0.7081203	CXCL2	C-X-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:4603]							1,094188e-02	0,7081203	  0,3433112	 3	 0	 3
ENSG00000081800	1.7073783	SLC13A1	solute carrier family 13 member 1 [Source:HGNC Symbol;Acc:HGNC:10916]				6,571891e-03	1,7073783	  0,5265648	1,832419e-02	1,6900182	  0,5290248	 1	 2	 3
ENSG00000083454	0.7661385	P2RX5	purinergic receptor P2X 5 [Source:HGNC Symbol;Acc:HGNC:8536]				1,960653e-02	0,7661385	  0,8974395	1,192212e-02	0,7681266	  0,8949794	 3	 3	 6
ENSG00000086159	1.6184654	AQP6	aquaporin 6 [Source:HGNC Symbol;Acc:HGNC:639]	5,729898e-04	1,6184654	  48,822002	1,699068e-06	1,6157905	  2,2819468	3,843743e-03	1,6127680	  2,2844067	 3	 3	 6
ENSG00000086696	1.3017877	HSD17B2	hydroxysteroid 17-beta dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:5211]				1,001613e-02	1,3017877	  1,2208897				 3	 3	 6
ENSG00000087258	0.8139653	GNAO1	G protein subunit alpha o1 [Source:HGNC Symbol;Acc:HGNC:4389]	2,380624e-04	0,8139653	 390,600461	9,668242e-08	0,8119731	 18,5339810	1,862526e-02	0,8120406	 18,5315206	 3	 3	 6
ENSG00000087510	0.6491117	TFAP2C	transcription factor AP-2 gamma [Source:HGNC Symbol;Acc:HGNC:11744]				2,842086e-03	0,6491117	  0,6662250				 3	 2	 5
ENSG00000089169	0.7606028	RPH3A	rabphilin 3A [Source:HGNC Symbol;Acc:HGNC:17056]				2,675116e-02	0,7606028	  0,7460770				 3	 3	 6
ENSG00000089558	0.7049497	KCNH4	potassium voltage-gated channel subfamily H member 4 [Source:HGNC Symbol;Acc:HGNC:6253]				4,607864e-02	0,7049497	  0,3809071				 2	 1	 3
ENSG00000090339	0.6452002	ICAM1	intercellular adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5344]	5,192817e-11	0,6452002	 326,043398	1,037724e-19	0,6437983	 15,3650344	7,006563e-04	0,6440393	 15,3625738	 3	 3	 6
ENSG00000090376	0.7769532	IRAK3	interleukin 1 receptor associated kinase 3 [Source:HGNC Symbol;Acc:HGNC:17020]				4,144933e-02	0,7769532	  0,7734090	2,489980e-02	0,7790829	  0,7709490	 3	 3	 6
ENSG00000095596	0.6819428	CYP26A1	cytochrome P450 family 26 subfamily A member 1 [Source:HGNC Symbol;Acc:HGNC:2603]				1,299544e-02	0,6819428	  0,5531765				 2	 2	 4
ENSG00000095932	1.2431341	SMIM24	small integral membrane protein 24 [Source:HGNC Symbol;Acc:HGNC:37244]	1,147133e-04	1,2431341	 240,672657	6,015005e-07	1,2406600	 11,1828473	6,030111e-03	1,2405975	 11,1853066	 3	 3	 6
ENSG00000099834	1.2634527	CDHR5	cadherin related family member 5 [Source:HGNC Symbol;Acc:HGNC:7521]	1,000467e-02	1,2634527	 130,705908	1,644447e-05	1,2610721	  6,0811867				 3	 3	 6
ENSG00000099866	1.3248942	MADCAM1	mucosal vascular addressin cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:6765]	6,813318e-03	1,3248942	  59,487665	3,319797e-04	1,3217558	  2,7657511	2,128810e-02	1,3212090	  2,7682109	 3	 3	 6
ENSG00000100079	1.3636116	LGALS2	galectin 2 [Source:HGNC Symbol;Acc:HGNC:6562]				7,355493e-03	1,3636116	  1,0852907				 3	 3	 6
ENSG00000100095	0.7733547	SEZ6L	seizure related 6 homolog like [Source:HGNC Symbol;Acc:HGNC:10763]	5,315115e-04	0,7733547	 165,624052	1,710298e-07	0,7714751	  7,8407632	2,353227e-02	0,7716951	  7,8383030	 3	 3	 6
ENSG00000100167	0.8130740	SEPTIN3	septin 3 [Source:HGNC Symbol;Acc:HGNC:10750]	5,928297e-04	0,8130740	 612,932203	1,534500e-08	0,8109732	 29,0970373	3,265980e-02	0,8110166	 29,0945767	 3	 3	 6
ENSG00000100292	0.7447590	HMOX1	heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]	2,465338e-07	0,7447590	 211,932531	1,362466e-09	0,7431390	 10,0117942	2,136014e-05	0,7433489	 10,0093339	 3	 3	 6
ENSG00000100385	0.5454063	IL2RB	interleukin 2 receptor subunit beta [Source:HGNC Symbol;Acc:HGNC:6009]				4,925058e-03	0,5454063	  0,5089593	1,565206e-02	0,5564357	  0,5064992	 3	 0	 3
ENSG00000100427	0.6774674	MLC1	modulator of VRAC current 1 [Source:HGNC Symbol;Acc:HGNC:17082]	9,361162e-03	0,6774674	  31,707779	4,174219e-04	0,6761975	  1,4943504	9,795650e-04	0,6782846	  1,4918903	 3	 3	 6
ENSG00000100433	0.8118169	KCNK10	potassium two pore domain channel subfamily K member 10 [Source:HGNC Symbol;Acc:HGNC:6273]				1,832588e-02	0,8118169	  1,1881418				 3	 3	 6
ENSG00000100505	0.7903367	TRIM9	tripartite motif containing 9 [Source:HGNC Symbol;Acc:HGNC:16288]	4,667854e-03	0,7903367	  75,857957	2,285674e-04	0,7883941	  3,5939718	7,038311e-03	0,7888161	  3,5915117	 3	 3	 6
ENSG00000100867	1.4613536	DHRS2	dehydrogenase/reductase 2 [Source:HGNC Symbol;Acc:HGNC:18349]				8,530224e-03	1,4613536	  0,7554418	2,383769e-03	1,4566390	  0,7579018	 3	 3	 6
ENSG00000100985	0.5815469	MMP9	matrix metallopeptidase 9 [Source:HGNC Symbol;Acc:HGNC:7176]	1,676366e-02	0,5815469	  25,769020	6,740086e-05	0,5797910	  1,2148083				 3	 3	 6
ENSG00000101000	0.6816044	PROCR	protein C receptor [Source:HGNC Symbol;Acc:HGNC:9452]				4,542125e-03	0,6816044	  0,8559681				 3	 3	 6
ENSG00000101076	1.2154305	HNF4A	hepatocyte nuclear factor 4 alpha [Source:HGNC Symbol;Acc:HGNC:5024]	9,072547e-03	1,2154305	 168,744206	3,275959e-05	1,2129828	  7,8320001				 3	 3	 6
ENSG00000101187	0.8203398	SLCO4A1	solute carrier organic anion transporter family member 4A1 [Source:HGNC Symbol;Acc:HGNC:10953]				2,814329e-02	0,8203398	  1,2512703	4,121849e-02	0,8212652	  1,2488102	 3	 3	 6
ENSG00000101188	0.7463555	NTSR1	neurotensin receptor 1 [Source:HGNC Symbol;Acc:HGNC:8039]				6,949173e-03	0,7463555	  1,0869156	1,278540e-02	0,7482393	  1,0844555	 3	 3	 6
ENSG00000101307	0.8010771	SIRPB1	signal regulatory protein beta 1 [Source:HGNC Symbol;Acc:HGNC:15928]							4,148088e-02	0,8010771	  0,5145091	 3	 3	 6
ENSG00000101349	0.7293332	PAK5	p21 (RAC1) activated kinase 5 [Source:HGNC Symbol;Acc:HGNC:15916]	4,499933e-04	0,7293332	  85,870739	4,265989e-06	0,7275766	  4,0571884	3,386100e-03	0,7281487	  4,0547282	 3	 3	 6
ENSG00000101445	0.7165648	PPP1R16B	protein phosphatase 1 regulatory subunit 16B [Source:HGNC Symbol;Acc:HGNC:15850]				2,052335e-02	0,7165648	  0,6120980	3,743691e-02	0,7205883	  0,6096380	 3	 3	 6
ENSG00000101489	0.8218827	CELF4	CUGBP Elav-like family member 4 [Source:HGNC Symbol;Acc:HGNC:14015]	3,782065e-03	0,8218827	 152,791087	2,588471e-05	0,8197747	  7,2572011	2,744835e-02	0,8199355	  7,2547409	 3	 3	 6
ENSG00000101846	0.8328187	STS	steroid sulfatase [Source:HGNC Symbol;Acc:HGNC:11425]				2,845227e-02	0,8328187	  1,5250214				 3	 3	 6
ENSG00000101871	0.8331211	MID1	midline 1 [Source:HGNC Symbol;Acc:HGNC:7095]				1,953912e-05	0,8331211	 10,0322492	4,859339e-03	0,8332238	 10,0297890	 3	 3	 6
ENSG00000102452	0.7631520	NALCN	sodium leak channel, non-selective [Source:HGNC Symbol;Acc:HGNC:19082]				9,971781e-03	0,7631520	  1,1565751	1,608964e-02	0,7647299	  1,1541151	 3	 3	 6
ENSG00000102466	0.8328601	FGF14	fibroblast growth factor 14 [Source:HGNC Symbol;Acc:HGNC:3671]				3,871488e-02	0,8328601	  1,3443194				 3	 3	 6
ENSG00000102879	0.8098140	CORO1A	coronin 1A [Source:HGNC Symbol;Acc:HGNC:2252]				9,087847e-03	0,8098140	  1,6481903	2,734236e-02	0,8105851	  1,6457303	 3	 3	 6
ENSG00000102924	0.7936465	CBLN1	cerebellin 1 precursor [Source:HGNC Symbol;Acc:HGNC:1543]	4,325454e-02	0,7936465	  53,780183	1,492473e-03	0,7917430	  2,5476996				 3	 3	 6
ENSG00000103089	1.6600092	FA2H	fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197]				2,244357e-02	1,6600092	  0,4075879	1,348344e-02	1,6408581	  0,4100479	 1	 2	 3
ENSG00000103184	0.6157267	SEC14L5	SEC14 like lipid binding 5 [Source:HGNC Symbol;Acc:HGNC:29032]				3,265628e-02	0,6157267	  0,3414848				 2	 0	 2
ENSG00000103241	0.7890654	FOXF1	forkhead box F1 [Source:HGNC Symbol;Acc:HGNC:3809]				2,421703e-03	0,7890654	  1,9337386				 3	 3	 6
ENSG00000104140	0.6488876	RHOV	ras homolog family member V [Source:HGNC Symbol;Acc:HGNC:18313]	3,039341e-02	0,6488876	  18,953954	1,545950e-03	0,6470761	  0,8944344	3,425514e-03	0,6511157	  0,8919743	 3	 3	 6
ENSG00000104267	1.2529299	CA2	carbonic anhydrase 2 [Source:HGNC Symbol;Acc:HGNC:1373]	3,101854e-03	1,2529299	 114,536555	3,761531e-05	1,2507980	  5,3314390	3,513123e-02	1,2506509	  5,3338986	 3	 3	 6
ENSG00000104689	0.6216611	TNFRSF10A	TNF receptor superfamily member 10a [Source:HGNC Symbol;Acc:HGNC:11904]				5,638395e-03	0,6216611	  0,6521432	1,344861e-02	0,6279007	  0,6496832	 3	 2	 5
ENSG00000104856	0.8151111	RELB	RELB proto-oncogene, NF-kB subunit [Source:HGNC Symbol;Acc:HGNC:9956]	3,159857e-03	0,8151111	  95,823812	2,897703e-04	0,8133891	  4,5399686	1,763843e-03	0,8136610	  4,5375085	 3	 3	 6
ENSG00000104879	0.8222770	CKM	creatine kinase, M-type [Source:HGNC Symbol;Acc:HGNC:1994]	2,172052e-03	0,8222770	 203,819446	8,780984e-06	0,8205305	  9,6618633	3,590516e-02	0,8206505	  9,6594030	 3	 3	 6
ENSG00000105409	0.8290461	ATP1A3	ATPase Na+/K+ transporting subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:801]				1,111184e-06	0,8290461	 18,3473361				 3	 3	 6
ENSG00000105929	1.4127729	ATP6V0A4	ATPase H+ transporting V0 subunit a4 [Source:HGNC Symbol;Acc:HGNC:866]	2,086425e-02	1,4127729	  29,112991	1,874685e-03	1,4094568	  1,3558057	5,421672e-03	1,4074565	  1,3582657	 3	 3	 6
ENSG00000105967	1.4029211	TFEC	transcription factor EC [Source:HGNC Symbol;Acc:HGNC:11754]	3,536467e-04	1,4029211	  86,520530	1,946747e-06	1,4004179	  4,0362005	6,667915e-03	1,3997778	  4,0386603	 3	 3	 6
ENSG00000106018	1.3419521	VIPR2	vasoactive intestinal peptide receptor 2 [Source:HGNC Symbol;Acc:HGNC:12695]	2,691857e-03	1,3419521	  69,291686	6,748052e-05	1,3394604	  3,2292832	1,321622e-02	1,3389247	  3,2317430	 3	 3	 6
ENSG00000106236	0.7426166	NPTX2	neuronal pentraxin 2 [Source:HGNC Symbol;Acc:HGNC:7953]	4,719122e-04	0,7426166	 107,676663	1,380056e-06	0,7407139	  5,0916789	8,479341e-03	0,7411331	  5,0892187	 3	 3	 6
ENSG00000106278	0.8031749	PTPRZ1	protein tyrosine phosphatase receptor type Z1 [Source:HGNC Symbol;Acc:HGNC:9685]	1,454690e-03	0,8031749	 339,359977	4,425463e-08	0,8011920	 16,0920423				 3	 3	 6
ENSG00000106689	0.5385005	LHX2	LIM homeobox 2 [Source:HGNC Symbol;Acc:HGNC:6594]				2,068635e-21	0,5385005	  8,7181732				 3	 3	 6
ENSG00000106852	0.7135236	LHX6	LIM homeobox 6 [Source:HGNC Symbol;Acc:HGNC:21735]							2,260902e-02	0,7135236	  0,3226986	 3	 0	 3
ENSG00000107099	1.3139751	DOCK8	dedicator of cytokinesis 8 [Source:HGNC Symbol;Acc:HGNC:19191]	1,171987e-02	1,3139751	  44,474487	1,119001e-03	1,3112789	  2,0698087	4,134824e-03	1,3106075	  2,0722686	 3	 3	 6
ENSG00000107147	0.7827101	KCNT1	potassium sodium-activated channel subfamily T member 1 [Source:HGNC Symbol;Acc:HGNC:18865]				4,873385e-02	0,7827101	  0,6604167				 3	 3	 6
ENSG00000107611	1.3469819	CUBN	cubilin [Source:HGNC Symbol;Acc:HGNC:2548]	1,315245e-02	1,3469819	 389,639769	2,539779e-12	1,3445561	 18,1656089	3,278782e-02	1,3444571	 18,1680677	 3	 3	 6
ENSG00000108231	1.2539442	LGI1	leucine rich glioma inactivated 1 [Source:HGNC Symbol;Acc:HGNC:6572]				1,298240e-02	1,2539442	  1,4061717	2,561888e-02	1,2533684	  1,4086317	 3	 3	 6
ENSG00000108309	0.8236877	RUNDC3A	RUN domain containing 3A [Source:HGNC Symbol;Acc:HGNC:16984]	2,263169e-02	0,8236877	  95,809310	2,277736e-04	0,8213953	  4,5566316				 3	 3	 6
ENSG00000108691	0.7424174	CCL2	C-C motif chemokine ligand 2 [Source:HGNC Symbol;Acc:HGNC:10618]	9,171727e-04	0,7424174	 109,249357	1,657650e-06	0,7407396	  5,1611985	2,646591e-02	0,7411530	  5,1587383	 3	 3	 6
ENSG00000108798	0.7669615	ABI3	ABI family member 3 [Source:HGNC Symbol;Acc:HGNC:29859]							2,388859e-02	0,7669615	  0,2160714	 2	 0	 2
ENSG00000109132	0.6813167	PHOX2B	paired like homeobox 2B [Source:HGNC Symbol;Acc:HGNC:9143]				5,080377e-03	0,6813167	  0,6395649				 3	 2	 5
ENSG00000109956	0.8124710	B3GAT1	beta-1,3-glucuronyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:921]	2,565245e-03	0,8124710	 178,560353	3,931823e-06	0,8104316	  8,4740047	3,943575e-02	0,8105811	  8,4715445	 3	 3	 6
ENSG00000110148	0.7609277	CCKBR	cholecystokinin B receptor [Source:HGNC Symbol;Acc:HGNC:1571]							2,624775e-02	0,7609277	  0,4548975	 3	 3	 6
ENSG00000110195	1.3113493	FOLR1	folate receptor alpha [Source:HGNC Symbol;Acc:HGNC:3791]	2,051282e-03	1,3113493	  72,657476	9,200467e-05	1,3086961	  3,3814516	3,795990e-03	1,3082932	  3,3839114	 3	 3	 6
ENSG00000110245	1.7316984	APOC3	apolipoprotein C3 [Source:HGNC Symbol;Acc:HGNC:610]				8,264297e-03	1,7316984	  0,5534197				 1	 2	 3
ENSG00000110427	0.8326854	KIAA1549L	KIAA1549 like [Source:HGNC Symbol;Acc:HGNC:24836]				1,196424e-03	0,8326854	  3,8595932				 3	 3	 6
ENSG00000110436	0.7820506	SLC1A2	solute carrier family 1 member 2 [Source:HGNC Symbol;Acc:HGNC:10940]	6,790450e-04	0,7820506	 168,607285	4,826630e-07	0,7802247	  7,9817437	1,850765e-02	0,7804272	  7,9792835	 3	 3	 6
ENSG00000110675	0.7516023	ELMOD1	ELMO domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25334]	8,449462e-03	0,7516023	  59,618221	1,964123e-04	0,7496716	  2,8201588	3,043464e-02	0,7503839	  2,8176987	 3	 3	 6
ENSG00000110799	1.6026434	VWF	von Willebrand factor [Source:HGNC Symbol;Acc:HGNC:12726]				1,603549e-02	1,6026434	  0,4493198	2,659410e-02	1,5883509	  0,4517798	 2	 3	 5
ENSG00000111049	0.7884668	MYF5	myogenic factor 5 [Source:HGNC Symbol;Acc:HGNC:7565]				2,382701e-02	0,7884668	  0,9387564	4,508397e-02	0,7900757	  0,9362964	 3	 3	 6
ENSG00000111305	0.4426641	GSG1	germ cell associated 1 [Source:HGNC Symbol;Acc:HGNC:19716]	3,221306e-02	0,4426641	  14,373687	1,180319e-04	0,4415751	  0,6762719				 2	 0	 2
