ENSID	RatiosMoys_.d42._vs_.d32.	Symbol	Description	pval_DEseq2	RatiosMoys_.d42._vs_.d32.	Delta_DEseq2	pval_edgeR	RatiosMoys_.d42._vs_.d32.	Delta_edgeR	pval_Voom	RatiosMoys_.d42._vs_.d32.	Delta_Voom	Flags_.d32.	Flags_.d42.	Flags_tot
ENSG00000007001	 0.303788878	UPP2	uridine phosphorylase 2 [Source:HGNC Symbol;Acc:HGNC:23061]	 1,500274e-03	 0,303788878	   15,612383	 1,766153e-06	 0,303329596	   0,7424913	2,086181e-03	 0,320827259	   0,7386557	 2	 0	 2
ENSG00000007062	 2.674267943	PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	 1,558677e-29	 2,674267943	  325,694927	 6,099346e-58	 2,675128881	  15,4508496	8,002924e-05	 2,671592055	  15,4546843	 3	 3	 6
ENSG00000007216	 0.051233765	SLC13A2	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	 2,924450e-21	 0,051233765	   98,586470	 1,359781e-60	 0,051166245	   4,6838889	1,440068e-03	 0,056113504	   4,6800531	 3	 0	 3
ENSG00000007264	 4.692076810	MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	 1,337689e-06	 4,692076810	   29,450826	 9,711512e-14	 4,697988009	   1,3990499	2,765212e-03	 4,506007404	   1,4028854	 0	 3	 3
ENSG00000007350	 3.770321421	TKTL1	transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]	 7,601234e-04	 3,770321421	   16,033265	 4,207658e-07	 3,762265088	   0,7591556	6,160228e-03	 3,572101754	   0,7629911	 0	 2	 2
ENSG00000008441	 6.182184413	NFIX	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]	1,191050e-291	 6,182184413	 3331,564699	 0,000000e+00	 6,184367524	 158,0611234	1,732519e-07	 6,180787091	 158,0649506	 3	 3	 6
ENSG00000008513	 0.486807708	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:10862]	 1,580070e-74	 0,486807708	 2628,164454	6,326782e-100	 0,486530714	 124,8004773	1,935584e-06	 0,486592562	 124,7966372	 3	 3	 6
ENSG00000008517	 2.196096912	IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	 2,697749e-26	 2,196096912	  360,257801	 3,882526e-47	 2,197017984	  17,0948468	5,013477e-05	 2,195460829	  17,0986813	 3	 3	 6
ENSG00000009709	13.594012076	PAX7	paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]	 1,533331e-16	13,594012076	   77,569634	 1,766629e-47	13,628692440	   3,6867306	5,274064e-03	12,763016407	   3,6905660	 0	 3	 3
ENSG00000009765	 0.214485715	IYD	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071]	 2,102242e-26	 0,214485715	  145,190791	 3,696032e-50	 0,214438510	   6,8895546	1,117604e-06	 0,216823492	   6,8857188	 3	 3	 6
ENSG00000010319	 0.411991587	SEMA3G	semaphorin 3G [Source:HGNC Symbol;Acc:HGNC:30400]	 1,490338e-95	 0,411991587	 3475,180026	3,323848e-151	 0,411772719	 164,9807505	2,734135e-06	 0,411832129	 164,9769086	 3	 3	 6
ENSG00000010438	 0.355179979	PRSS3	serine protease 3 [Source:HGNC Symbol;Acc:HGNC:9486]	 5,302681e-03	 0,355179979	   14,248118	 1,931907e-05	 0,354634964	   0,6778673	1,139821e-02	 0,371340431	   0,6740317	 2	 0	 2
ENSG00000010932	 0.473487450	FMO1	flavin containing dimethylaniline monoxygenase 1 [Source:HGNC Symbol;Acc:HGNC:3769]	 1,124825e-51	 0,473487450	  978,174813	 3,245696e-78	 0,473156046	  46,4568192	4,558062e-06	 0,473329806	  46,4529819	 3	 3	 6
ENSG00000011083	 0.411162754	SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	 4,216614e-09	 0,411162754	   76,027578	 2,479014e-17	 0,411334776	   3,6064816	3,253522e-04	 0,414046803	   3,6026459	 3	 3	 6
ENSG00000011201	 0.438265654	ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	 9,861627e-74	 0,438265654	 1337,243461	1,612668e-103	 0,438088384	  63,4884142	1,682707e-06	 0,438230768	  63,4845763	 3	 3	 6
ENSG00000011465	 2.294849554	DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	 1,000156e-91	 2,294849554	 8300,532939	9,097081e-158	 2,295478615	 393,8870133	2,618916e-06	 2,295398289	 393,8908264	 3	 3	 6
ENSG00000012171	 0.421538855	SEMA3B	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]	7,143379e-102	 0,421538855	 4885,048801	1,413358e-154	 0,421196343	 232,0627873	1,328266e-05	 0,421237390	 232,0589430	 3	 3	 6
ENSG00000013588	 0.321146387	GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]	1,772447e-113	 0,321146387	 2908,865073	1,284269e-219	 0,320880477	 138,1334706	7,729234e-06	 0,320972142	 138,1296296	 3	 3	 6
ENSG00000015413	 0.294382609	DPEP1	dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]	 3,269683e-59	 0,294382609	  652,772803	1,579163e-118	 0,294026378	  31,0045910	2,924429e-05	 0,294464094	  31,0007542	 3	 3	 6
ENSG00000015520	 2.185891471	NPC1L1	NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]	 1,379603e-07	 2,185891471	   61,958638	 3,921254e-13	 2,184540191	   2,9373144	7,390886e-06	 2,175745671	   2,9411498	 3	 3	 6
ENSG00000016082	23.613007660	ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]	 9,389141e-08	23,613007660	   28,882930	 8,358790e-22	23,809108304	   1,3726472	6,900152e-03	17,788406810	   1,3764827	 0	 2	 2
ENSG00000017427	 3.412480224	IGF1	insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]	 1,377416e-71	 3,412480224	  836,527984	1,278070e-142	 3,414120168	  39,7069268	2,166977e-05	 3,411156067	  39,7107602	 3	 3	 6
ENSG00000017483	 2.934650754	SLC38A5	solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]	 1,735972e-15	 2,934650754	  105,738406	 1,063936e-27	 2,932841724	   5,0144003	2,789882e-06	 2,918193974	   5,0182355	 3	 3	 6
ENSG00000019991	 2.172987118	HGF	hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]	 1,717939e-10	 2,172987118	  147,208604	 2,121788e-25	 2,175137850	   6,9887929	3,133089e-03	 2,171486558	   6,9926280	 3	 3	 6
ENSG00000021488	 0.289324807	SLC7A9	solute carrier family 7 member 9 [Source:HGNC Symbol;Acc:HGNC:11067]	 1,672029e-10	 0,289324807	   64,506613	 3,483652e-21	 0,288863244	   3,0668863	4,367595e-04	 0,293326459	   3,0630506	 3	 3	 6
ENSG00000022267	 2.135025290	FHL1	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	 2,222829e-44	 2,135025290	  759,223815	 3,891347e-71	 2,134260338	  36,0145352	1,820566e-05	 2,133602444	  36,0183687	 3	 3	 6
ENSG00000023839	 0.155839204	ABCC2	ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]	 7,297547e-40	 0,155839204	  208,533335	 8,391405e-80	 0,155827654	   9,8984926	1,775848e-05	 0,157721436	   9,8946566	 3	 3	 6
ENSG00000026103	 2.815009604	FAS	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]	 1,808660e-11	 2,815009604	   80,718416	 1,999604e-21	 2,813330721	   3,8294254	1,157050e-04	 2,796592211	   3,8332607	 3	 3	 6
ENSG00000026508	 4.685253207	CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	 3,549934e-58	 4,685253207	  375,814956	6,662199e-107	 4,689797270	  17,8338915	5,956643e-06	 4,674011800	  17,8377261	 3	 3	 6
ENSG00000036672	 0.467710655	USP2	ubiquitin specific peptidase 2 [Source:HGNC Symbol;Acc:HGNC:12618]	 3,820000e-25	 0,467710655	  299,096891	 1,155445e-39	 0,467410099	  14,2035899	4,798677e-06	 0,467989005	  14,1997538	 3	 3	 6
ENSG00000037280	 0.348115261	FLT4	fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]	 1,710789e-78	 0,348115261	 1129,347976	5,718469e-137	 0,347860696	  53,6313245	1,069900e-05	 0,348080226	  53,6274868	 3	 3	 6
ENSG00000038295	 4.393048865	TLL1	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]	 2,245959e-18	 4,393048865	   97,666225	 2,754722e-35	 4,392788588	   4,6333595	2,587637e-05	 4,342219763	   4,6371948	 3	 3	 6
ENSG00000039523	 0.383896508	RIPOR1	RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]	 1,103511e-75	 0,383896508	 6055,713268	3,254437e-192	 0,383474486	 287,7030478	6,026041e-05	 0,383511516	 287,6992012	 3	 3	 6
ENSG00000039537	 0.124059345	C6	complement C6 [Source:HGNC Symbol;Acc:HGNC:1339]	6,841853e-110	 0,124059345	  639,626873	3,108822e-212	 0,123938667	  30,3708038	5,508037e-06	 0,124600044	  30,3669670	 3	 3	 6
ENSG00000041515	 2.982527071	MYO16	myosin XVI [Source:HGNC Symbol;Acc:HGNC:29822]	 1,172392e-03	 2,982527071	   16,465434	 2,018969e-06	 2,984948678	   0,7815455	1,674691e-04	 2,889997096	   0,7853810	 0	 2	 2
ENSG00000043039	 9.767718489	BARX2	BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956]	 1,327260e-11	 9,767718489	   64,622884	 1,377834e-36	 9,794806909	   3,0738513	2,063544e-02	 9,288551167	   3,0776867	 0	 3	 3
ENSG00000047457	 4.592324391	CP	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]	 3,351153e-76	 4,592324391	  662,331781	1,690271e-157	 4,592114435	  31,4117842	1,942829e-05	 4,583615015	  31,4156181	 3	 3	 6
ENSG00000047936	 5.138291984	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10261]	 3,413769e-06	 5,138291984	   24,071224	 8,280193e-12	 5,138842794	   1,1422439	7,260071e-05	 4,848593551	   1,1460794	 0	 3	 3
ENSG00000048052	 2.578829568	HDAC9	histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]	 1,373507e-08	 2,578829568	   62,440910	 4,871690e-16	 2,579169586	   2,9625048	2,376260e-04	 2,563042151	   2,9663402	 3	 3	 6
ENSG00000049089	 2.254128436	COL9A2	collagen type IX alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2218]	 1,184662e-46	 2,254128436	  967,433706	 3,271154e-88	 2,253127545	  45,8649580	3,722051e-05	 2,252485963	  45,8687909	 3	 3	 6
ENSG00000049540	 4.432096245	ELN	elastin [Source:HGNC Symbol;Acc:HGNC:3327]	2,828931e-182	 4,432096245	 4123,396998	 0,000000e+00	 4,434028621	 195,6784816	4,433552e-06	 4,432781981	 195,6823067	 3	 3	 6
ENSG00000050344	 0.432281036	NFE2L3	NFE2 like bZIP transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:7783]	 1,424358e-70	 0,432281036	 1253,654647	2,663418e-103	 0,432015561	  59,5280017	1,767092e-06	 0,432170321	  59,5241639	 3	 3	 6
ENSG00000050730	 0.289150171	TNIP3	TNFAIP3 interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:19315]	 8,873387e-04	 0,289150171	   16,082144	 8,027888e-07	 0,288828606	   0,7635503	1,995493e-04	 0,306489108	   0,7597147	 3	 0	 3
ENSG00000052850	 2.658659898	ALX4	ALX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:450]	 4,868827e-16	 2,658659898	  174,087953	 4,191792e-37	 2,660792544	   8,2670647	1,592193e-03	 2,654314634	   8,2708998	 3	 3	 6
ENSG00000053438	 2.036512806	NNAT	neuronatin [Source:HGNC Symbol;Acc:HGNC:7860]	 4,846610e-08	 2,036512806	  678,028265	 1,312262e-61	 2,037714847	  32,2077237	2,675758e-03	 2,037109618	  32,2115574	 3	 3	 6
ENSG00000053702	 0.356309665	NRIP2	nuclear receptor interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:23078]	2,316719e-110	 0,356309665	 2328,371204	2,565590e-177	 0,356048159	 110,5680725	4,811719e-06	 0,356152278	 110,5642326	 3	 3	 6
ENSG00000053747	10.383217781	LAMA3	laminin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6483]	 9,953141e-39	10,383217781	  162,786718	 7,818963e-83	10,402808370	   7,7244243	1,049618e-05	10,164174889	   7,7282595	 1	 3	 4
ENSG00000053918	 2.305481606	KCNQ1	potassium voltage-gated channel subfamily Q member 1 [Source:HGNC Symbol;Acc:HGNC:6294]	 4,217780e-23	 2,305481606	  229,166159	 5,584775e-37	 2,305185123	  10,8724841	4,345055e-06	 2,302236014	  10,8763190	 3	 3	 6
ENSG00000054803	 4.868793052	CBLN4	cerebellin 4 precursor [Source:HGNC Symbol;Acc:HGNC:16231]	 3,199033e-04	 4,868793052	   16,968869	 7,393469e-09	 4,892943936	   0,8069950	1,903857e-02	 4,539088978	   0,8108305	 0	 2	 2
ENSG00000057704	 0.456297881	TMCC3	transmembrane and coiled-coil domain family 3 [Source:HGNC Symbol;Acc:HGNC:29199]	 1,570313e-63	 0,456297881	 1033,106525	 8,477157e-86	 0,456173691	  49,0334985	7,178452e-08	 0,456347735	  49,0296611	 3	 3	 6
ENSG00000058085	 5.075072428	LAMC2	laminin subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:6493]	 5,499532e-78	 5,075072428	  665,995462	3,933072e-171	 5,079414069	  31,5943109	2,000174e-05	 5,068452044	  31,5981447	 3	 3	 6
ENSG00000058866	 2.567228232	DGKG	diacylglycerol kinase gamma [Source:HGNC Symbol;Acc:HGNC:2853]	 1,673950e-03	 2,567228232	   17,785099	 4,668867e-06	 2,568054429	   0,8440019	1,377062e-04	 2,513838299	   0,8478374	 0	 3	 3
ENSG00000064195	 2.207922346	DLX3	distal-less homeobox 3 [Source:HGNC Symbol;Acc:HGNC:2916]	 1,255271e-02	 2,207922346	   14,174997	 1,616120e-04	 2,211726988	   0,6736689	1,300805e-02	 2,172623786	   0,6775044	 0	 2	 2
ENSG00000064218	 0.393384145	DMRT3	doublesex and mab-3 related transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:13909]	 4,308124e-07	 0,393384145	   48,986719	 5,500272e-13	 0,393175464	   2,3253587	1,660681e-05	 0,397604978	   2,3215230	 3	 3	 6
ENSG00000064225	 0.349462456	ST3GAL6	ST3 beta-galactoside alpha-2,3-sialyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:18080]	3,290292e-114	 0,349462456	 2276,844515	1,009372e-181	 0,349180760	 108,1367177	4,783921e-06	 0,349289257	 108,1328779	 3	 3	 6
ENSG00000064300	 6.627720477	NGFR	nerve growth factor receptor [Source:HGNC Symbol;Acc:HGNC:7809]	 9,713606e-29	 6,627720477	  770,349024	1,503071e-224	 6,637673016	  36,5852628	2,268101e-04	 6,619377865	  36,5890965	 3	 3	 6
ENSG00000064655	 2.498906619	EYA2	EYA transcriptional coactivator and phosphatase 2 [Source:HGNC Symbol;Acc:HGNC:3520]	 2,340468e-36	 2,498906619	  455,858466	 5,962513e-66	 2,498481135	  21,6318618	6,689655e-05	 2,496485860	  21,6356962	 3	 3	 6
ENSG00000064787	 2.420294721	BCAS1	brain enriched myelin associated protein 1 [Source:HGNC Symbol;Acc:HGNC:974]	 1,230182e-03	 2,420294721	   20,969005	 1,478688e-06	 2,420645729	   0,9943479	2,306552e-03	 2,383029315	   0,9981834	 0	 3	 3
ENSG00000064989	 2.168159691	CALCRL	calcitonin receptor like receptor [Source:HGNC Symbol;Acc:HGNC:16709]	 1,223957e-22	 2,168159691	  244,526357	 1,599906e-35	 2,167391382	  11,5976316	2,918947e-06	 2,165219350	  11,6014665	 3	 3	 6
ENSG00000065320	 3.229559677	NTN1	netrin 1 [Source:HGNC Symbol;Acc:HGNC:8029]	 1,502220e-11	 3,229559677	   82,328903	 1,494564e-24	 3,228250419	   3,9058879	1,407600e-03	 3,203027473	   3,9097232	 3	 3	 6
ENSG00000065609	 2.440082059	SNAP91	synaptosome associated protein 91 [Source:HGNC Symbol;Acc:HGNC:14986]	 1,058202e-05	 2,440082059	   40,368708	 4,873665e-11	 2,443471918	   1,9178381	1,659837e-03	 2,422999304	   1,9216736	 3	 3	 6
ENSG00000065717	 2.053642258	TLE2	TLE family member 2, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11838]	 4,971258e-32	 2,053642258	  586,450010	 8,539896e-57	 2,051440406	  27,7893995	7,328438e-05	 2,050718443	  27,7932334	 3	 3	 6
ENSG00000066382	 2.122659113	MPPED2	metallophosphoesterase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:1180]	 1,963022e-09	 2,122659113	   92,087946	 3,747392e-17	 2,121824488	   4,3688103	3,410898e-04	 2,116556145	   4,3726456	 3	 3	 6
ENSG00000066813	 0.273132959	ACSM2B	acyl-CoA synthetase medium chain family member 2B [Source:HGNC Symbol;Acc:HGNC:30931]	 1,211970e-15	 0,273132959	  552,927436	3,198280e-114	 0,272628716	  26,2776732	3,001746e-04	 0,273173678	  26,2738366	 3	 3	 6
ENSG00000068078	 0.483970086	FGFR3	fibroblast growth factor receptor 3 [Source:HGNC Symbol;Acc:HGNC:3690]	 2,078399e-47	 0,483970086	 2617,854498	1,830518e-101	 0,483411002	 124,4406865	1,461720e-04	 0,483473687	 124,4368464	 3	 3	 6
ENSG00000068615	 2.345350020	REEP1	receptor accessory protein 1 [Source:HGNC Symbol;Acc:HGNC:25786]	 3,993487e-08	 2,345350020	   69,644566	 6,779001e-16	 2,346165708	   3,3060820	1,404416e-03	 2,335864060	   3,3099174	 3	 3	 6
ENSG00000069011	 8.479891778	PITX1	paired like homeodomain 1 [Source:HGNC Symbol;Acc:HGNC:9004]	 1,708855e-10	 8,479891778	   57,264812	 2,009933e-31	 8,498813189	   2,7237386	2,030201e-02	 8,084002482	   2,7275740	 0	 3	 3
ENSG00000069431	 2.092212833	ABCC9	ATP binding cassette subfamily C member 9 [Source:HGNC Symbol;Acc:HGNC:60]	 2,910011e-23	 2,092212833	  326,930373	 5,373527e-41	 2,092857793	  15,5159492	8,088620e-05	 2,091451249	  15,5197838	 3	 3	 6
ENSG00000069482	 5.772656774	GAL	galanin and GMAP prepropeptide [Source:HGNC Symbol;Acc:HGNC:4114]	 1,419404e-09	 5,772656774	   41,066770	 3,258881e-20	 5,779352045	   1,9499462	6,136594e-04	 5,545749055	   1,9537816	 0	 3	 3
ENSG00000069696	 0.481716102	DRD4	dopamine receptor D4 [Source:HGNC Symbol;Acc:HGNC:3025]	 1,814914e-18	 0,481716102	  237,845468	 1,903272e-32	 0,481286103	  11,3018016	1,488267e-04	 0,481980684	  11,2979656	 3	 3	 6
ENSG00000069702	 0.292102474	TGFBR3	transforming growth factor beta receptor 3 [Source:HGNC Symbol;Acc:HGNC:11774]	 0,000000e+00	 0,292102474	10822,731656	 0,000000e+00	 0,291967400	 513,7440530	2,100000e-08	 0,291993965	 513,7401967	 3	 3	 6
ENSG00000070731	 0.345718397	ST6GALNAC2	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10867]	 1,422156e-37	 0,345718397	  431,952143	 6,394297e-76	 0,345402787	  20,5132344	9,260127e-05	 0,345980370	  20,5093981	 3	 3	 6
ENSG00000070808	 0.304609996	CAMK2A	calcium/calmodulin dependent protein kinase II alpha [Source:HGNC Symbol;Acc:HGNC:1460]	 6,922260e-96	 0,304609996	  994,682039	9,752212e-150	 0,304481106	  47,2167711	1,204779e-06	 0,304760964	  47,2129336	 3	 3	 6
ENSG00000070886	 0.046320576	EPHA8	EPH receptor A8 [Source:HGNC Symbol;Acc:HGNC:3391]	 2,639426e-37	 0,046320576	  171,078871	3,975221e-100	 0,046307552	   8,1195646	7,968571e-06	 0,049193790	   8,1157287	 3	 0	 3
ENSG00000071575	 0.435696469	TRIB2	tribbles pseudokinase 2 [Source:HGNC Symbol;Acc:HGNC:30809]	 1,099359e-87	 0,435696469	 5243,651906	2,598397e-146	 0,435350487	 249,0743730	1,595612e-05	 0,435387095	 249,0705281	 3	 3	 6
ENSG00000071909	 2.405344454	MYO3B	myosin IIIB [Source:HGNC Symbol;Acc:HGNC:15576]	 1,470023e-09	 2,405344454	   89,095471	 1,562493e-19	 2,402009103	   4,2237679	1,558720e-03	 2,393196102	   4,2276032	 3	 3	 6
ENSG00000071967	 2.311232641	CYBRD1	cytochrome b reductase 1 [Source:HGNC Symbol;Acc:HGNC:20797]	 9,364555e-53	 2,311232641	 1272,290872	7,881808e-105	 2,311785606	  60,3888808	5,503914e-05	 2,311247677	  60,3927129	 3	 3	 6
ENSG00000072110	 2.012901899	ACTN1	actinin alpha 1 [Source:HGNC Symbol;Acc:HGNC:163]	 3,866575e-65	 2,012901899	 2589,318762	 3,520094e-95	 2,012880882	 122,8369060	3,371132e-06	 2,012730362	 122,8407343	 3	 3	 6
ENSG00000072415	 0.384076913	PALS1	protein associated with LIN7 1, MAGUK p55 family member [Source:HGNC Symbol;Acc:HGNC:18669]	1,017715e-148	 0,384076913	 8550,731623	4,079484e-203	 0,383820937	 406,0785869	2,797866e-06	 0,383847146	 406,0747357	 3	 3	 6
ENSG00000074211	 4.685634484	PPP2R2C	protein phosphatase 2 regulatory subunit Bgamma [Source:HGNC Symbol;Acc:HGNC:9306]	 3,225696e-50	 4,685634484	  310,149417	 1,279507e-93	 4,690641943	  14,7185679	7,129798e-06	 4,671524561	  14,7224026	 3	 3	 6
ENSG00000074276	 0.253116187	CDHR2	cadherin related family member 2 [Source:HGNC Symbol;Acc:HGNC:18231]	 6,825321e-87	 0,253116187	  631,642478	5,447214e-132	 0,252997325	  29,9855062	7,256170e-08	 0,253498480	  29,9816694	 3	 3	 6
ENSG00000074803	 0.201589131	SLC12A1	solute carrier family 12 member 1 [Source:HGNC Symbol;Acc:HGNC:10910]	 2,993459e-08	 0,201589131	   41,114330	 3,665049e-18	 0,201289057	   1,9549635	3,053228e-03	 0,209896477	   1,9511279	 3	 0	 3
ENSG00000075426	 3.093836024	FOSL2	FOS like 2, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3798]	4,099588e-121	 3,093836024	 2177,796805	2,212458e-203	 3,093087255	 103,2832200	2,229170e-06	 3,092240198	 103,2870498	 3	 3	 6
ENSG00000075429	 0.122738630	CACNG5	calcium voltage-gated channel auxiliary subunit gamma 5 [Source:HGNC Symbol;Acc:HGNC:1409]	1,140216e-196	 0,122738630	 1310,532861	 0,000000e+00	 0,122646699	  62,1995681	7,008352e-07	 0,122970613	  62,1957299	 3	 3	 6
ENSG00000075461	 2.142006473	CACNG4	calcium voltage-gated channel auxiliary subunit gamma 4 [Source:HGNC Symbol;Acc:HGNC:1408]	 2,565073e-22	 2,142006473	  333,579738	 2,836564e-43	 2,143416091	  15,8405762	2,328932e-04	 2,141895219	  15,8444108	 3	 3	 6
ENSG00000075643	 2.210641248	MOCOS	molybdenum cofactor sulfurase [Source:HGNC Symbol;Acc:HGNC:18234]	 1,429838e-02	 2,210641248	   13,270109	 3,228391e-04	 2,206775189	   0,6281723	4,951931e-03	 2,165317372	   0,6320079	 0	 2	 2
ENSG00000075884	 2.836630550	ARHGAP15	Rho GTPase activating protein 15 [Source:HGNC Symbol;Acc:HGNC:21030]	 2,678114e-03	 2,836630550	   15,360961	 6,508337e-06	 2,843180278	   0,7299678	3,664658e-03	 2,756151488	   0,7338034	 0	 2	 2
ENSG00000077274	 2.884435694	CAPN6	calpain 6 [Source:HGNC Symbol;Acc:HGNC:1483]	 7,511375e-41	 2,884435694	  331,456397	 9,814092e-64	 2,883533394	  15,7208720	4,709296e-08	 2,879082658	  15,7247067	 3	 3	 6
