ENSID	RatiosMoys_.d42._vs_.d22.	Symbol	Description	pval_DEseq2	RatiosMoys_.d42._vs_.d22.	Delta_DEseq2	pval_edgeR	RatiosMoys_.d42._vs_.d22.	Delta_edgeR	pval_Voom	RatiosMoys_.d42._vs_.d22.	Delta_Voom	Flags_.d22.	Flags_.d42.	Flags_tot
ENSG00000005471	2.446186e+00	ABCB4	ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]	 3,124560e-11	2,446186e+00	9,087741e+01	 5,535210e-20	2,474702e+00	   4,3907139	2,607580e-05	2,465417e+00	   4,3949101	 3	 3	 6
ENSG00000005884	4.965617e-01	ITGA3	integrin subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:6139]	 6,746791e-65	4,965617e-01	5,337490e+03							 3	 3	 6
ENSG00000006283	4.269208e+00	CACNA1G	calcium voltage-gated channel subunit alpha1 G [Source:HGNC Symbol;Acc:HGNC:1394]	6,685199e-178	4,269208e+00	1,531859e+03	3,441354e-289	4,319356e+00	  73,7187929	6,875518e-07	4,316300e+00	  73,7229853	 3	 3	 6
ENSG00000006327	3.327647e+00	TNFRSF12A	TNF receptor superfamily member 12A [Source:HGNC Symbol;Acc:HGNC:18152]	 7,361344e-53	3,327647e+00	6,078379e+02	6,772809e-121	3,366368e+00	  29,2682951	9,684083e-05	3,362557e+00	  29,2724899	 3	 3	 6
ENSG00000006468	5.180944e+00	ETV1	ETS variant transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3490]	1,325771e-101	5,180944e+00	7,577723e+02	5,605398e-202	5,235283e+00	  36,4299442	1,146334e-05	5,225098e+00	  36,4341386	 3	 3	 6
ENSG00000006555	3.700087e-01	TTC22	tetratricopeptide repeat domain 22 [Source:HGNC Symbol;Acc:HGNC:26067]	 8,485255e-10	3,700087e-01	7,149077e+01	 1,168720e-17	3,741344e-01	   3,3660734	6,066628e-05	3,774298e-01	   3,3618769	 3	 3	 6
ENSG00000006638	3.278824e-01	TBXA2R	thromboxane A2 receptor [Source:HGNC Symbol;Acc:HGNC:11608]	 1,381803e-33	3,278824e-01	2,702469e+02	 5,915903e-56	3,314458e-01	  12,7446144	1,279866e-05	3,324269e-01	  12,7404175	 3	 3	 6
ENSG00000006747	2.742967e+00	SCIN	scinderin [Source:HGNC Symbol;Acc:HGNC:21695]	 4,499316e-67	2,742967e+00	8,576801e+02	7,378918e-127	2,774064e+00	  41,3717144	1,586284e-05	2,772592e+00	  41,3759085	 3	 3	 6
ENSG00000007062	3.475315e+00	PROM1	prominin 1 [Source:HGNC Symbol;Acc:HGNC:9454]	 4,919825e-45	3,475315e+00	3,706385e+02	 3,890637e-86	3,519744e+00	  17,8559590	2,173304e-05	3,512632e+00	  17,8601544	 3	 3	 6
ENSG00000007171	2.628644e-01	NOS2	nitric oxide synthase 2 [Source:HGNC Symbol;Acc:HGNC:7873]	 1,331582e-06	2,628644e-01	4,049979e+01	 2,054773e-15	2,649399e-01	   1,9215753	1,273201e-02	2,725910e-01	   1,9173789	 3	 0	 3
ENSG00000007216	3.083221e-02	SLC13A2	solute carrier family 13 member 2 [Source:HGNC Symbol;Acc:HGNC:10917]	 2,951488e-33	3,083221e-02	1,674397e+02	3,482672e-100	3,120152e-02	   7,9276920	1,772035e-04	3,427855e-02	   7,9234953	 3	 0	 3
ENSG00000007237	4.482664e+00	GAS7	growth arrest specific 7 [Source:HGNC Symbol;Acc:HGNC:4169]	1,574680e-133	4,482664e+00	9,352071e+02	4,252390e-216	4,535355e+00	  44,9981447	6,834090e-07	4,529659e+00	  45,0023387	 3	 3	 6
ENSG00000007264	2.416664e+01	MATK	megakaryocyte-associated tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6906]	 1,348137e-09	2,416664e+01	3,587427e+01	 3,039059e-27	2,457541e+01	   1,7235628	8,244368e-04	1,921833e+01	   1,7277591	 0	 3	 3
ENSG00000007350	7.742531e+00	TKTL1	transketolase like 1 [Source:HGNC Symbol;Acc:HGNC:11835]	 2,126676e-05	7,742531e+00	1,901335e+01	 9,548321e-12	7,866446e+00	   0,9123412	5,303133e-03	6,928548e+00	   0,9165376	 0	 2	 2
ENSG00000007968	3.205203e+00	E2F2	E2F transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:3114]	 2,084493e-21	3,205203e+00	1,570968e+02	 5,501677e-40	3,243910e+00	   7,5772359	8,943114e-05	3,230799e+00	   7,5814318	 3	 3	 6
ENSG00000008118	2.564295e+00	CAMK1G	calcium/calmodulin dependent protein kinase IG [Source:HGNC Symbol;Acc:HGNC:14585]	 3,052434e-11	2,564295e+00	1,002371e+02	 1,928180e-22	2,588982e+00	   4,8359994	7,864510e-04	2,579088e+00	   4,8401955	 3	 3	 6
ENSG00000008196	2.045256e-01	TFAP2B	transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]	 1,482857e-17	2,045256e-01	1,185240e+02	 2,940550e-41	2,071781e-01	   5,5887964	1,170965e-03	2,102078e-01	   5,5845997	 3	 2	 5
ENSG00000008394	4.561851e-01	MGST1	microsomal glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:7061]	 1,604443e-14	4,561851e-01	1,440392e+02	 3,208837e-23	4,616844e-01	   6,7546603	7,472519e-06	4,629488e-01	   6,7504637	 3	 3	 6
ENSG00000008441	3.626399e+01	NFIX	nuclear factor I X [Source:HGNC Symbol;Acc:HGNC:7788]	 0,000000e+00	3,626399e+01	3,865609e+03	 0,000000e+00	3,668292e+01	 185,4001464	4,861552e-08	3,653513e+01	 185,4043332	 3	 3	 6
ENSG00000008517	2.920355e+00	IL32	interleukin 32 [Source:HGNC Symbol;Acc:HGNC:16830]	 1,043755e-52	2,920355e+00	4,350530e+02	 3,964582e-82	2,953820e+00	  20,9791399	2,023364e-07	2,950264e+00	  20,9833351	 3	 3	 6
ENSG00000009694	2.798195e+00	TENM1	teneurin transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:8117]	 4,812847e-11	2,798195e+00	8,792636e+01	 5,597718e-23	2,837757e+00	   4,2510275	9,144052e-04	2,822453e+00	   4,2552236	 3	 3	 6
ENSG00000009709	2.115206e+01	PAX7	paired box 7 [Source:HGNC Symbol;Acc:HGNC:8621]	 1,699867e-17	2,115206e+01	7,973055e+01	 5,137477e-54	2,143553e+01	   3,8342277	4,295714e-03	1,933466e+01	   3,8384239	 0	 3	 3
ENSG00000009765	2.344601e-01	IYD	iodotyrosine deiodinase [Source:HGNC Symbol;Acc:HGNC:21071]	 1,463613e-22	2,344601e-01	1,294661e+02	 1,145787e-40	2,373569e-01	   6,1083269	9,752357e-07	2,399427e-01	   6,1041303	 3	 3	 6
ENSG00000009950	4.686616e-01	MLXIPL	MLX interacting protein like [Source:HGNC Symbol;Acc:HGNC:12744]	 4,689558e-28	4,686616e-01	3,862616e+02	 9,375504e-48	4,738647e-01	  18,1277246	6,069238e-05	4,743180e-01	  18,1235275	 3	 3	 6
ENSG00000010379	4.579967e-01	SLC6A13	solute carrier family 6 member 13 [Source:HGNC Symbol;Acc:HGNC:11046]	 1,594984e-40	4,579967e-01	7,046207e+02	 1,560811e-75	4,634765e-01	  33,0409474	6,752533e-05	4,637338e-01	  33,0367498	 3	 3	 6
ENSG00000010610	4.367952e-01	CD4	CD4 molecule [Source:HGNC Symbol;Acc:HGNC:1678]	 5,049233e-23	4,367952e-01	3,398373e+02	 1,190291e-47	4,423211e-01	  15,9342190	4,744098e-04	4,428916e-01	  15,9300220	 3	 3	 6
ENSG00000010704	2.377863e+00	HFE	homeostatic iron regulator [Source:HGNC Symbol;Acc:HGNC:4886]	 1,097382e-10	2,377863e+00	9,066017e+01	 1,613593e-19	2,408331e+00	   4,3880792	1,397532e-04	2,399915e+00	   4,3922753	 3	 3	 6
ENSG00000010818	2.168149e+00	HIVEP2	HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]	 1,026812e-32	2,168149e+00	4,011186e+02	 1,327179e-53	2,193526e+00	  19,4270849	1,861402e-05	2,192193e+00	  19,4312802	 3	 3	 6
ENSG00000011083	3.268742e-01	SLC6A7	solute carrier family 6 member 7 [Source:HGNC Symbol;Acc:HGNC:11054]	 1,395806e-14	3,268742e-01	1,093115e+02	 2,264246e-27	3,307124e-01	   5,1553971	2,675169e-04	3,331382e-01	   5,1512005	 3	 3	 6
ENSG00000011422	2.621580e+00	PLAUR	plasminogen activator, urokinase receptor [Source:HGNC Symbol;Acc:HGNC:9053]	 1,427094e-11	2,621580e+00	8,539320e+01	 7,916723e-21	2,654641e+00	   4,1262345	9,071405e-06	2,642017e+00	   4,1304307	 3	 3	 6
ENSG00000011426	2.710704e+00	ANLN	anillin, actin binding protein [Source:HGNC Symbol;Acc:HGNC:14082]	 7,016783e-46	2,710704e+00	4,355725e+02	 5,362121e-76	2,744232e+00	  21,0385042	6,002954e-06	2,741443e+00	  21,0426995	 3	 3	 6
ENSG00000011465	6.256916e+00	DCN	decorin [Source:HGNC Symbol;Acc:HGNC:2705]	 0,000000e+00	6,256916e+00	1,236175e+04	 0,000000e+00	6,326702e+00	 593,9976033	1,475779e-07	6,325701e+00	 594,0017679	 3	 3	 6
ENSG00000011677	4.653922e+00	GABRA3	gamma-aminobutyric acid type A receptor subunit alpha3 [Source:HGNC Symbol;Acc:HGNC:4077]	 1,777925e-06	4,653922e+00	3,050766e+01	 1,154628e-14	4,728840e+00	   1,4706521	4,987179e-03	4,544225e+00	   1,4748484	 0	 3	 3
ENSG00000012048	2.333026e+00	BRCA1	BRCA1 DNA repair associated [Source:HGNC Symbol;Acc:HGNC:1100]	 6,314963e-22	2,333026e+00	2,238232e+02	 9,034767e-38	2,360971e+00	  10,8297238	4,424947e-05	2,357791e+00	  10,8339196	 3	 3	 6
ENSG00000012171	3.073590e-01	SEMA3B	semaphorin 3B [Source:HGNC Symbol;Acc:HGNC:10724]	 0,000000e+00	3,073590e-01	8,023846e+03	 0,000000e+00	3,110099e-01	 378,1696358	4,929024e-09	3,110448e-01	 378,1654244	 3	 3	 6
ENSG00000013016	2.962810e+00	EHD3	EH domain containing 3 [Source:HGNC Symbol;Acc:HGNC:3244]	 1,183001e-43	2,962810e+00	3,733288e+02	 1,781613e-74	2,998596e+00	  18,0033236	3,822462e-06	2,994251e+00	  18,0075190	 3	 3	 6
ENSG00000013293	1.184869e+01	SLC7A14	solute carrier family 7 member 14 [Source:HGNC Symbol;Acc:HGNC:29326]	 5,661215e-72	1,184869e+01	3,123574e+02	9,339836e-144	1,196947e+01	  14,9952556	4,088621e-06	1,180087e+01	  14,9994512	 3	 3	 6
ENSG00000013297	6.382951e+00	CLDN11	claudin 11 [Source:HGNC Symbol;Acc:HGNC:8514]	 0,000000e+00	6,382951e+00	8,383984e+03	 0,000000e+00	6,456761e+00	 402,9321404	5,010858e-07	6,455213e+00	 402,9363153	 3	 3	 6
ENSG00000013588	4.712464e-01	GPRC5A	G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]	 2,542201e-61	4,712464e-01	1,544399e+03	4,219467e-109	4,766853e-01	  72,4296284	1,527529e-05	4,767977e-01	  72,4254294	 3	 3	 6
ENSG00000013619	7.071837e+00	MAMLD1	mastermind like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:2568]	7,612169e-120	7,071837e+00	6,392407e+02	5,862757e-212	7,157497e+00	  30,7210731	1,708842e-06	7,131635e+00	  30,7252679	 3	 3	 6
ENSG00000015285	4.631433e-01	WAS	WASP actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12731]	 1,213441e-04	4,631433e-01	3,899095e+01	 1,136249e-08	4,692244e-01	   1,8235203	5,883354e-03	4,737739e-01	   1,8193238	 3	 3	 6
ENSG00000015413	2.467046e-01	DPEP1	dipeptidase 1 [Source:HGNC Symbol;Acc:HGNC:3002]	 6,202493e-85	2,467046e-01	8,318571e+02	3,854951e-174	2,494051e-01	  39,2837597	1,901107e-05	2,497968e-01	  39,2795617	 3	 3	 6
ENSG00000016082	1.421356e+01	ISL1	ISL LIM homeobox 1 [Source:HGNC Symbol;Acc:HGNC:6132]	 1,077901e-07	1,421356e+01	2,803195e+01	 9,374642e-20	1,438110e+01	   1,3476666	7,566373e-03	1,204084e+01	   1,3518629	 0	 2	 2
ENSG00000017260	4.915168e-01	ATP2C1	ATPase secretory pathway Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:13211]	 3,738346e-92	4,915168e-01	2,357370e+03	6,958054e-115	4,974140e-01	 110,3803707	2,137143e-07	4,974828e-01	 110,3761704	 3	 3	 6
ENSG00000017427	1.845622e+01	IGF1	insulin like growth factor 1 [Source:HGNC Symbol;Acc:HGNC:5464]	6,059544e-218	1,845622e+01	1,119226e+03	 0,000000e+00	1,870442e+01	  53,7294835	4,443713e-06	1,857994e+01	  53,7336771	 3	 3	 6
ENSG00000017483	1.051106e+01	SLC38A5	solute carrier family 38 member 5 [Source:HGNC Symbol;Acc:HGNC:18070]	 1,240171e-35	1,051106e+01	1,451594e+02	 2,594829e-73	1,063287e+01	   6,9679585	4,324509e-07	1,035760e+01	   6,9721546	 0	 3	 3
ENSG00000018236	2.228352e+00	CNTN1	contactin 1 [Source:HGNC Symbol;Acc:HGNC:2171]	 5,833885e-37	2,228352e+00	7,042724e+02	 9,495974e-84	2,254192e+00	  34,0803245	1,524702e-04	2,253344e+00	  34,0845189	 3	 3	 6
ENSG00000018280	4.346852e-01	SLC11A1	solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]	 1,012764e-03	4,346852e-01	2,394872e+01	 1,070426e-06	4,391745e-01	   1,1266422	1,845575e-03	4,472419e-01	   1,1224458	 3	 1	 4
ENSG00000018625	2.329185e+00	ATP1A2	ATPase Na+/K+ transporting subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:800]	 1,063774e-33	2,329185e+00	3,671764e+02	 1,927884e-55	2,357308e+00	  17,7647062	9,222489e-06	2,355378e+00	  17,7689015	 3	 3	 6
ENSG00000019505	4.109117e+00	SYT13	synaptotagmin 13 [Source:HGNC Symbol;Acc:HGNC:14962]	 2,492433e-31	4,109117e+00	1,879991e+02	 1,628101e-56	4,164124e+00	   9,0532189	7,105641e-06	4,141732e+00	   9,0574148	 3	 3	 6
ENSG00000019991	4.216280e+00	HGF	hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]	 3,354435e-28	4,216280e+00	2,080912e+02	 1,135979e-62	4,272050e+00	  10,0155026	2,534691e-04	4,250348e+00	  10,0196985	 3	 3	 6
ENSG00000020181	4.596774e+00	ADGRA2	adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]	 0,000000e+00	4,596774e+00	1,027245e+04	 0,000000e+00	4,649638e+00	 494,1476580	2,247518e-07	4,649083e+00	 494,1518276	 3	 3	 6
ENSG00000020577	2.956744e+00	SAMD4A	sterile alpha motif domain containing 4A [Source:HGNC Symbol;Acc:HGNC:23023]	 5,693331e-40	2,956744e+00	4,146083e+02	 5,064638e-81	2,996035e+00	  20,0167409	4,448941e-05	2,992137e+00	  20,0209362	 3	 3	 6
ENSG00000021300	4.687162e-01	PLEKHB1	pleckstrin homology domain containing B1 [Source:HGNC Symbol;Acc:HGNC:19079]	 3,024718e-18	4,687162e-01	3,744240e+02	 5,670471e-46	4,748457e-01	  17,5135386	2,217686e-03	4,753134e-01	  17,5093416	 3	 3	 6
ENSG00000022267	3.864767e+00	FHL1	four and a half LIM domains 1 [Source:HGNC Symbol;Acc:HGNC:3702]	5,824992e-126	3,864767e+00	1,058699e+03	2,536766e-209	3,910515e+00	  50,9844058	1,984004e-06	3,907149e+00	  50,9885994	 3	 3	 6
ENSG00000023041	4.875833e-01	ZDHHC6	zinc finger DHHC-type palmitoyltransferase 6 [Source:HGNC Symbol;Acc:HGNC:19160]	 3,282582e-36	4,875833e-01	7,264197e+02	 2,532012e-69	4,930552e-01	  34,0771128	2,601536e-04	4,932814e-01	  34,0729152	 3	 3	 6
ENSG00000023445	4.387686e+00	BIRC3	baculoviral IAP repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:591]	 1,030850e-08	4,387686e+00	4,063488e+01	 1,418068e-17	4,446872e+00	   1,9558458	1,891198e-05	4,326875e+00	   1,9600421	 0	 3	 3
ENSG00000023839	1.025623e-01	ABCC2	ATP binding cassette subfamily C member 2 [Source:HGNC Symbol;Acc:HGNC:53]	 2,802184e-61	1,025623e-01	3,368243e+02	1,278636e-134	1,039981e-01	  15,9131030	7,802982e-05	1,053290e-01	  15,9089060	 3	 3	 6
ENSG00000024422	4.839584e+00	EHD2	EH domain containing 2 [Source:HGNC Symbol;Acc:HGNC:3243]	1,853057e-303	4,839584e+00	2,376235e+03	 0,000000e+00	4,895308e+00	 114,2745571	1,883588e-08	4,892568e+00	 114,2787473	 3	 3	 6
ENSG00000024526	2.441992e+00	DEPDC1	DEP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:22949]	 3,444029e-14	2,441992e+00	1,253092e+02	 1,376551e-25	2,473777e+00	   6,0650087	1,081879e-04	2,467051e+00	   6,0692047	 3	 3	 6
ENSG00000026103	4.003878e+00	FAS	Fas cell surface death receptor [Source:HGNC Symbol;Acc:HGNC:11920]	 2,173892e-16	4,003878e+00	9,393052e+01	 6,560895e-32	4,048813e+00	   4,5224051	7,673176e-05	4,007587e+00	   4,5266012	 3	 3	 6
ENSG00000026508	2.409436e+01	CD44	CD44 molecule (Indian blood group) [Source:HGNC Symbol;Acc:HGNC:1681]	9,996758e-104	2,409436e+01	4,580369e+02	3,286782e-237	2,440087e+01	  21,9742158	1,781047e-06	2,387602e+01	  21,9784111	 2	 3	 5
ENSG00000026950	2.641757e+00	BTN3A1	butyrophilin subfamily 3 member A1 [Source:HGNC Symbol;Acc:HGNC:1138]	 6,510192e-30	2,641757e+00	2,941577e+02	 1,676430e-54	2,669900e+00	  14,1966101	5,958223e-05	2,666135e+00	  14,2008057	 3	 3	 6
ENSG00000031081	2.271740e+00	ARHGAP31	Rho GTPase activating protein 31 [Source:HGNC Symbol;Acc:HGNC:29216]	 8,976389e-24	2,271740e+00	2,733426e+02	 6,605505e-43	2,297455e+00	  13,2238429	9,807930e-05	2,295106e+00	  13,2280385	 3	 3	 6
ENSG00000033327	2.620829e+00	GAB2	GRB2 associated binding protein 2 [Source:HGNC Symbol;Acc:HGNC:14458]	 2,031419e-62	2,620829e+00	7,472784e+02	3,669153e-109	2,649629e+00	  36,0671636	1,101647e-05	2,648183e+00	  36,0713579	 3	 3	 6
ENSG00000034239	4.011388e-01	CLXN	calaxin [Source:HGNC Symbol;Acc:HGNC:25678]	 5,880297e-13	4,011388e-01	1,095514e+02	 7,230567e-22	4,060270e-01	   5,1490376	5,653973e-05	4,079949e-01	   5,1448410	 3	 3	 6
ENSG00000035862	2.572786e+00	TIMP2	TIMP metallopeptidase inhibitor 2 [Source:HGNC Symbol;Acc:HGNC:11821]	5,587166e-164	2,572786e+00	5,467077e+03	8,075374e-247	2,601608e+00	 263,9641939	1,695595e-06	2,601422e+00	 263,9683752	 3	 3	 6
ENSG00000036828	2.297650e-01	CASR	calcium sensing receptor [Source:HGNC Symbol;Acc:HGNC:1514]	 1,394385e-33	2,297650e-01	2,015812e+02	 6,728212e-59	2,325320e-01	   9,5155012	2,576899e-06	2,342125e-01	   9,5113044	 3	 3	 6
ENSG00000037280	2.721880e-01	FLT4	fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]	2,808769e-149	2,721880e-01	1,612938e+03	1,926232e-246	2,752264e-01	  76,1526201	4,362822e-06	2,754161e-01	  76,1484206	 3	 3	 6
ENSG00000038295	4.161953e+01	TLL1	tolloid like 1 [Source:HGNC Symbol;Acc:HGNC:11843]	 1,874463e-26	4,161953e+01	1,234407e+02	 1,152021e-85	4,206239e+01	   5,9199602	1,074943e-05	3,670969e+01	   5,9241563	 0	 3	 3
ENSG00000038382	2.198194e+00	TRIO	trio Rho guanine nucleotide exchange factor [Source:HGNC Symbol;Acc:HGNC:12303]	 3,304345e-99	2,198194e+00	1,983551e+03	2,006040e-137	2,224936e+00	  96,0616332	4,911976e-07	2,224650e+00	  96,0658239	 3	 3	 6
ENSG00000038427	3.358727e+00	VCAN	versican [Source:HGNC Symbol;Acc:HGNC:2464]	 0,000000e+00	3,358727e+00	2,114764e+04	 0,000000e+00	3,399323e+00	1019,2002681	4,915105e-08	3,399210e+00	1019,2044081	 3	 3	 6
ENSG00000039523	3.973861e-01	RIPOR1	RHO family interacting cell polarization regulator 1 [Source:HGNC Symbol;Acc:HGNC:25836]	 3,208103e-32	3,973861e-01	5,723796e+03	2,264330e-227	4,020775e-01	 269,0010665	5,113891e-05	4,021157e-01	 268,9968600	 3	 3	 6
ENSG00000039537	1.565154e-01	C6	complement C6 [Source:HGNC Symbol;Acc:HGNC:1339]	 1,066846e-77	1,565154e-01	4,883229e+02	7,031545e-154	1,583025e-01	  23,0932932	2,653518e-05	1,591214e-01	  23,0890959	 3	 3	 6
ENSG00000041982	8.257712e+00	TNC	tenascin C [Source:HGNC Symbol;Acc:HGNC:5318]	5,682314e-110	8,257712e+00	5,930479e+03	 0,000000e+00	8,369544e+00	 285,0094979	8,195421e-06	8,365514e+00	 285,0136792	 3	 3	 6
ENSG00000042062	2.533238e+00	RIPOR3	RIPOR family member 3 [Source:HGNC Symbol;Acc:HGNC:16168]	 2,317235e-09	2,533238e+00	7,309883e+01	 1,248051e-17	2,563173e+00	   3,5303378	2,262471e-04	2,550118e+00	   3,5345340	 3	 3	 6
ENSG00000043039	1.084097e+01	BARX2	BARX homeobox 2 [Source:HGNC Symbol;Acc:HGNC:956]	 8,177485e-12	1,084097e+01	6,530201e+01	 1,137977e-38	1,096472e+01	   3,1449155	2,057141e-02	1,033532e+01	   3,1491117	 0	 3	 3
ENSG00000044459	2.439608e+00	CNTLN	centlein [Source:HGNC Symbol;Acc:HGNC:23432]	 5,625617e-28	2,439608e+00	2,872108e+02	 4,035401e-49	2,469172e+00	  13,8913963	4,586342e-05	2,466247e+00	  13,8955919	 3	 3	 6
ENSG00000046653	2.727025e+00	GPM6B	glycoprotein M6B [Source:HGNC Symbol;Acc:HGNC:4461]	 8,666813e-30	2,727025e+00	2,459114e+02	 1,135524e-48	2,760860e+00	  11,8761900	1,948701e-06	2,755826e+00	  11,8803858	 3	 3	 6
ENSG00000047457	9.913276e+00	CP	ceruloplasmin [Source:HGNC Symbol;Acc:HGNC:2295]	4,388061e-143	9,913276e+00	7,614959e+02	2,098425e-281	1,001946e+01	  36,5409950	4,274879e-06	9,972374e+00	  36,5451895	 3	 3	 6
ENSG00000047936	5.802420e+00	ROS1	ROS proto-oncogene 1, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:10261]	 1,910319e-06	5,802420e+00	2,473771e+01	 3,766624e-13	5,865189e+00	   1,1891919	1,375757e-04	5,483783e+00	   1,1933883	 0	 3	 3
ENSG00000048052	2.334299e+00	HDAC9	histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]	 4,373810e-07	2,334299e+00	5,831247e+01	 1,657958e-13	2,358981e+00	   2,8176573	9,402928e-04	2,346890e+00	   2,8218535	 3	 3	 6
