ONTOLOGY	ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0001945	lymph vessel development	11/4123	23/19786	3.497063e-03	2.104886e-02	1.509539e-02	FLT4/FOXC1/VEGFA/ACVR2B/ACVRL1/PDPN/SYK/HEG1/FOXC2/SOX18/BMPR2	 11
BP	GO:0008045	motor neuron axon guidance	11/4123	23/19786	3.497063e-03	2.104886e-02	1.509539e-02	SEMA3F/SEMA3A/HOXA2/EGR2/SLIT2/KIF5C/ALCAM/NOG/SLIT1/PLXNA4/LHX1	 11
BP	GO:0021516	dorsal spinal cord development	11/4123	23/19786	3.497063e-03	2.104886e-02	1.509539e-02	PAX7/MDGA1/WNT1/LMO4/GDF7/DAAM2/DRAXIN/UNCX/PBX3/GDNF/LHX1	 11
BP	GO:0042402	cellular biogenic amine catabolic process	11/4123	23/19786	3.497063e-03	2.104886e-02	1.509539e-02	CHDH/SMOX/KYNU/SAT1/DMGDH/BHMT/PAOX/TDO2/ACMSD/KYAT1/KYAT1	 11
BP	GO:0071526	semaphorin-plexin signaling pathway	11/4123	23/19786	3.497063e-03	2.104886e-02	1.509539e-02	SEMA3F/PLXND1/SEMA3A/NRP2/NCAM1/HAND2/GDNF/SEMA3E/SEMA4D/FLNA/PLXNA4	 11
BP	GO:0032570	response to progesterone	18/4123	46/19786	3.503736e-03	2.106900e-02	1.510983e-02	NR1H3/DSG2/TGFB2/CATSPERG/TSPO/PTN/CAV1/TACR1/TGFB3/PTGER2/RAMP2/WBP2/DSG1/ABHD2/CATSPER3/FOS/TYMS/OXTR	 18
BP	GO:0001954	positive regulation of cell-matrix adhesion	20/4123	53/19786	3.529681e-03	2.118478e-02	1.519286e-02	MAP4K4/COL16A1/FERMT1/SFRP1/CDK6/VEGFA/HRG/EPB41L5/TEK/KDR/CDH13/THY1/WNT4/DISC1/JUP/CSF1/CIB1/S100A10/EMP2/FMN1	 20
BP	GO:1905818	regulation of chromosome separation	20/4123	53/19786	3.529681e-03	2.118478e-02	1.519286e-02	TACC3/TRIP13/NDC80/CDC6/TTK/MAD2L2/CDC20/CENPF/NEK6/DLGAP5/CCNB1/ESPL1/HECW2/CENPE/BUB1B/MAD2L1/PLK1/CDT1/AURKB/MAPK15	 20
BP	GO:0002313	mature B cell differentiation involved in immune response	10/4123	20/19786	3.553420e-03	2.126678e-02	1.525167e-02	BCL3/ITM2A/CDH17/MFNG/LGALS1/DOCK10/DOCK11/ADA/PLCG2/DLL1	 10
BP	GO:0015874	norepinephrine transport	10/4123	20/19786	3.553420e-03	2.126678e-02	1.525167e-02	SLC6A2/STX1A/AGT/SNCA/ADRA2A/KCNB1/P2RY1/AGTR2/OXTR/ADRA2B	 10
BP	GO:2000311	regulation of AMPA receptor activity	10/4123	20/19786	3.553420e-03	2.126678e-02	1.525167e-02	MAPK8IP2/CACNG5/CACNG4/CACNG7/CACNG8/SHANK1/NLGN1/CNIH2/RELN/NLGN3	 10
BP	GO:1903844	regulation of cellular response to transforming growth factor beta stimulus	39/4123	124/19786	3.562888e-03	2.130331e-02	1.527787e-02	ITGA3/TGFBR3/ITGA8/BAMBI/FERMT1/SMAD7/CAV1/ASPN/ENG/PBLD/SNX25/LOX/ONECUT2/TGFB3/GOT1/PMEPA1/WNT1/WFIKKN1/RASL11B/EMILIN1/FBN2/TGFB1I1/TP53/PRDM16/CDKN2B/ZEB1/DAB2/CD109/TGFBR2/CITED2/FBN1/LDLRAD4/NPNT/ONECUT1/HTRA3/CHST11/WFIKKN2/ADAMTSL2/PEG10	 39
BP	GO:0042113	B cell activation	63/4123	220/19786	3.568827e-03	2.131869e-02	1.528890e-02	HMGB3/HDAC9/FOXP3/CASP8/BCL3/TCF3/ITM2A/CDH17/MFNG/LGALS1/CD40/NFATC2/CHRNA4/SFRP1/IL27RA/JAK3/AHR/TCIRG1/BCL6/ITGA4/ID2/MAD2L2/CR2/TNFSF4/TNFAIP3/SHLD2/INHBA/POLM/INHA/DNAJB9/FOXJ1/BST2/DOCK10/LRRC8A/TLR4/TP53/PIK3R1/DOCK11/ZFP36L2/BANK1/SLAMF8/TNFRSF13C/ICOSLG/CHRNB2/VCAM1/PRKCD/SYK/PRKCB/ONECUT1/CTPS1/MALT1/EXO1/LIG4/ATAD5/PAWR/ZFP36L1/FZD9/ADA/PLCG2/NTRK1/DLL1/NFAM1/PRKDC	 63
BP	GO:0046545	development of primary female sexual characteristics	33/4123	101/19786	3.623088e-03	2.162242e-02	1.550672e-02	FOXC1/ADCYAP1R1/AFP/ICAM1/DMC1/PCYT1B/SFRP1/VEGFA/INHBA/INHA/VGF/PDGFRA/AMHR2/NR5A1/BRCA2/ADCYAP1/LHX9/SLIT2/LHFPL2/WNT4/PTX3/ZFPM2/CEBPB/FZD4/NUPR1/DMRTA1/ZFP42/NRIP1/SLIT3/WT1/ROBO2/ANG/FANCG	 33
BP	GO:0060323	head morphogenesis	15/4123	36/19786	3.693996e-03	2.200412e-02	1.578046e-02	MMP2/CRISPLD2/DLX5/DKK1/COL1A1/MYH3/TGFB3/CRISPLD1/PDGFRA/STRA6/MSX1/IHH/NOG/CLDN5/SCX	 15
BP	GO:0085029	extracellular matrix assembly	15/4123	36/19786	3.693996e-03	2.200412e-02	1.578046e-02	GPM6B/LOX/QSOX1/SOX9/MYH11/AGT/EMILIN1/FBLN5/IHH/COL1A2/MFAP4/ANTXR1/HAS2/GAS6/THSD4	 15
BP	GO:0038127	ERBB signaling pathway	43/4123	140/19786	3.752587e-03	2.233212e-02	1.601569e-02	MATK/PLAUR/GPRC5A/ERBB3/RNF126/LGMN/RPS6KA5/MMP9/RASSF2/SH3GL2/NEURL1/GAB1/HBEGF/DOK1/EFEMP1/SOX9/IFI6/VIL1/HIP1/HIP1R/AGT/SPRY2/PLCE1/EGF/CDH13/MVB12A/CBLC/PIK3R1/EGFR/SHC3/ADRA2A/PTPRR/PRKCA/NRG1/NRG2/ADORA1/GPER1/FAM83B/NRG4/SOCS5/HAP1/ERBB4/PDE6G	 43
BP	GO:0031668	cellular response to extracellular stimulus	75/4123	270/19786	3.779539e-03	2.246220e-02	1.610897e-02	AOC1/PDK4/HFE/FYN/RRAGD/FAS/CASR/CLEC16A/RIPOR1/TNC/CYBA/KIF26A/PTGS2/ICAM1/ITGA6/COMT/MAPK3/SFRP1/GDAP1/TLE5/PTN/COL1A1/P2RX3/SLC1A2/VDR/CPEB4/ITGA4/SLC2A1/TRIM24/PCK1/MYOD1/CD68/SESN2/POSTN/WNT2B/STK26/DSC2/P2RX4/HNRNPA1/BRIP1/CTSV/PIM1/SLC39A5/TP53/RPTOR/PMAIP1/SFRP2/SLC39A4/CDKN2B/SESN3/KCNB1/WNT9B/CBS/PRKAA2/WNT4/VCAM1/ATF3/WRN/AVPR1A/FAM107A/PCSK9/P2RY1/FOS/FOXA3/LPL/BAIAP2/BHLHA15/PENK/GAS6/SLC38A3/KANK2/MAP3K5/BMPR2/AIF1/SIPA1	 75
BP	GO:0061098	positive regulation of protein tyrosine kinase activity	23/4123	64/19786	3.781539e-03	2.246220e-02	1.610897e-02	FYN/ERBB3/NOX4/CASS4/DOCK3/PDGFB/NEURL1/UNC119/AGT/EGF/NCAPG2/ADRA2A/NRG1/LRP8/ACE/ADORA1/GREM1/BDNF/GAS6/RELN/ALKAL2/PTPN1/SRCIN1	 23
BP	GO:0019359	nicotinamide nucleotide biosynthetic process	45/4123	148/19786	3.807765e-03	2.257563e-02	1.619032e-02	MLXIPL/IGF1/ME1/PFKP/PTGS2/ENO1/PGK1/HTR2A/GAPDHS/PRKAG2/NMRK1/GALK1/ALDOC/NUDT12/PFKFB4/KYNU/ESRRB/MYOG/PTGIS/CBFA2T3/ALDOB/PARP9/TP53/PKLR/ALDOA/ACMSD/PRXL2C/HK2/PRKAA2/NMNAT3/PGAM2/FBP1/PGM2L1/NNMT/GPD1/STAT3/PFKFB3/NUPR1/ZBTB20/PPARA/ENTPD5/PNP/ASPDH/SLC5A8/ALDOA	 45
BP	GO:0019363	pyridine nucleotide biosynthetic process	45/4123	148/19786	3.807765e-03	2.257563e-02	1.619032e-02	MLXIPL/IGF1/ME1/PFKP/PTGS2/ENO1/PGK1/HTR2A/GAPDHS/PRKAG2/NMRK1/GALK1/ALDOC/NUDT12/PFKFB4/KYNU/ESRRB/MYOG/PTGIS/CBFA2T3/ALDOB/PARP9/TP53/PKLR/ALDOA/ACMSD/PRXL2C/HK2/PRKAA2/NMNAT3/PGAM2/FBP1/PGM2L1/NNMT/GPD1/STAT3/PFKFB3/NUPR1/ZBTB20/PPARA/ENTPD5/PNP/ASPDH/SLC5A8/ALDOA	 45
BP	GO:0051897	positive regulation of protein kinase B signaling	54/4123	184/19786	3.813705e-03	2.258969e-02	1.620041e-02	FYN/HGF/PIK3CB/F7/ERBB3/FGFR2/FGFR3/FGF22/FGFR1/NOX4/THPO/RASD2/PDGFB/MEIS3/ENG/GAB1/GCNT2/HBEGF/FGF1/IGFBP5/F3/TEK/HIP1/RAC2/CHI3L1/PDGFRA/P2RX4/SPRY2/FGF2/EGF/FGF7/PIK3R1/EGFR/TCF7L2/IL18/PIK3AP1/FGF18/NRG1/NRG2/FGF17/FGFR4/MST1R/MYORG/RET/FRS2/IRS1/NRG4/C1QTNF1/ERBB4/LCK/GAS6/C1QTNF12/FAM110C/MIR199A2	 54
BP	GO:0043491	protein kinase B signaling	80/4123	291/19786	3.844789e-03	2.275252e-02	1.631718e-02	FYN/IGF1/HGF/PIK3CB/F7/ERBB3/FGFR2/FGFR3/PPP2R5B/FGF22/FGFR1/PHLPP1/NOX4/THPO/TYRO3/RASD2/PDGFB/CD40/MEIS3/ENG/CCL2/SLC9A3R1/GAB1/GCNT2/HBEGF/LOX/FGF1/IGFBP5/F3/TEK/BTN2A2/SOX9/HIP1/KDR/RAC2/SESN2/CHI3L1/PDGFRA/P2RX4/SPRY2/KLF4/FGF2/EGF/FGF7/RCN3/PIK3R1/EGFR/TCF7L2/SESN3/DRD2/IL18/BANK1/PIK3AP1/FGF18/NRG1/NRG2/FGF17/FGFR4/MST1R/GPER1/MYORG/RET/FRS2/NKX3-1/IRS1/NRG4/PKHD1/CAVIN3/C1QTNF1/PHLDA3/ERBB4/LCK/GAS6/C1QTNF12/FAM110C/CIB1/ZFP36L1/MAGI2/PEAR1/MIR199A2	 80
BP	GO:0048814	regulation of dendrite morphogenesis	30/4123	90/19786	3.870684e-03	2.286303e-02	1.639644e-02	CDKL5/LZTS1/NGEF/TRPC5/PAK3/CHRNA3/EEF2K/CAPRIN2/CUX2/OBSL1/ADGRB3/TRPC6/PTPRD/TNIK/LRP8/KALRN/CHRNB2/PDLIM5/IL1RAPL1/SDC2/NLGN1/BAIAP2/CDK5R1/SEMA4D/RELN/NLGN3/SIPA1L1/DNM3/ARC/SRCIN1	 30
BP	GO:0060606	tube closure	30/4123	90/19786	3.870684e-03	2.286303e-02	1.639644e-02	CELSR1/LRP2/TGFB2/MTHFD1/SALL4/SFRP1/COBL/PTK7/MTHFD1L/STIL/RARA/KIF20B/SHROOM3/PRICKLE1/PRKACB/LMO4/SFRP2/ADM/ST14/FZD1/VANGL2/FZD6/CTHRC1/SPINT2/ZEB2/RARG/ALX1/NOG/PTCH1/TRIM71	 30
BP	GO:2000649	regulation of sodium ion transmembrane transporter activity	17/4123	43/19786	3.963632e-03	2.339023e-02	1.677452e-02	ATP1A2/DRD4/TESC/SCN1B/SLC9A3R1/FGF12/OSR1/STOM/SCN2B/CNKSR3/SCN3B/NETO1/PCSK9/PRKCE/NETO2/GLRX/SCN4B	 17
BP	GO:0043547	positive regulation of GTPase activity	97/4123	363/19786	4.000190e-03	2.358399e-02	1.691348e-02	ARHGAP44/CDKL5/PLEKHG6/DEPDC1/ARHGAP31/RTN4R/PREX2/ARAP2/GNB5/MAP4K4/LLGL2/RASAL2/ARHGAP15/RAPGEF3/OPHN1/WNT11/ASAP3/ARHGAP28/ICAM1/ITGA6/RGS17/RIN3/CD40/SFRP1/RASA4/ADAP1/CHN2/EZH2/RAB11FIP2/RGS9/ODAM/ELMOD1/CORO1C/RASAL1/TBC1D30/ECT2/APC2/RGS2/RGS4/DENND1A/ARAP3/PREX1/ARHGAP22/FOXJ1/ARHGEF6/RGN/RAP1GAP2/STARD13/ADGRB3/AGAP2/DOCK10/HTR2B/GARNL3/ARHGAP20/ARHGAP24/NTRK3/ADCYAP1/ARHGEF19/RGS5/RGS16/ARHGAP26/TBC1D7/DOCK11/RGS20/RSU1/RASGRP3/THY1/KALRN/RACGAP1/WNT4/ARHGAP25/RANBP3L/RGS14/RASA4B/CCL11/RASGRP1/RIN1/ALS2CL/RGS6/RGS7/NTF3/ARHGAP30/SEMA4D/RINL/SRGAP1/SIPA1L1/S100A10/NTRK1/ARHGAP11A/ARHGEF15/RGL3/SIPA1/ARHGDIG/SRGAP2/AGAP11/ARHGAP23/ARHGAP11B	 97
BP	GO:0010712	regulation of collagen metabolic process	19/4123	50/19786	4.026658e-03	2.364382e-02	1.695639e-02	FAP/SUCO/ENG/VSIR/MYB/CCN2/TGFB3/GOT1/EMILIN1/CREB3L1/CYGB/WNT4/IHH/ITGA2/LARP6/MFAP4/SERPINF2/F2/SCX	 19
BP	GO:0050879	multicellular organismal movement	19/4123	50/19786	4.026658e-03	2.364382e-02	1.695639e-02	MYH7/TNNC2/TNNT1/MYH14/MYH3/C12orf57/TNNC1/KCNJ2/TNNT3/TNNI2/ATP8A2/MYH8/CHRND/CHRNA1/VTI1A/MAP1A/TCAP/SYNM/STAC3	 19
BP	GO:0050881	musculoskeletal movement	19/4123	50/19786	4.026658e-03	2.364382e-02	1.695639e-02	MYH7/TNNC2/TNNT1/MYH14/MYH3/C12orf57/TNNC1/KCNJ2/TNNT3/TNNI2/ATP8A2/MYH8/CHRND/CHRNA1/VTI1A/MAP1A/TCAP/SYNM/STAC3	 19
BP	GO:0060443	mammary gland morphogenesis	19/4123	50/19786	4.026658e-03	2.364382e-02	1.695639e-02	NTN1/FGFR2/GLI2/CAV1/GLI3/VDR/IGFBP5/TBX2/TBX3/PML/WNT4/TGFBR2/AR/SOSTDC1/CCL11/CSF1/PTCH1/DDR1/ETV5	 19
BP	GO:0090100	positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway	31/4123	94/19786	4.029009e-03	2.364382e-02	1.695639e-02	HFE/TGFBR3/ITGA8/BMP7/FERMT1/ENG/BMP5/TTK/HES1/ACVR2B/ACVR1/TGFB3/GOT1/INHBA/GDF5/TWSG1/ACVRL1/TGFB1I1/CCN1/GDF7/CDKN2B/CRB2/DAB2/BMP6/RBPMS/MSX1/CITED2/NPNT/BMPR2/FOXD1/GDF10	 31
BP	GO:1902476	chloride transmembrane transport	27/4123	79/19786	4.046435e-03	2.372410e-02	1.701396e-02	CASR/ANO2/CLCN4/SLC1A3/GABRP/APOL1/GLRA2/SLC17A7/SLC1A1/GLRB/CLIC5/CLCN2/SLC1A4/ANO1/SLC26A10/TTYH2/SLC26A1/GABRB2/SLC26A7/CLIC6/BSND/CLCN5/CLCNKB/CLCNKA/CLCN1/SLC26A6/GABRQ	 27
BP	GO:0001975	response to amphetamine	14/4123	33/19786	4.091257e-03	2.394255e-02	1.717062e-02	HDAC9/DRD4/ICAM1/RGS17/RGS9/ASIC1/RGS2/RGS4/PDE1B/DBH/PPP1R1B/DRD2/OXTR/GRIN2A	 14
BP	GO:0072273	metanephric nephron morphogenesis	14/4123	33/19786	4.091257e-03	2.394255e-02	1.717062e-02	HES1/PKD2/SOX9/LIF/WNT9B/WNT4/KIF26B/GREM1/GDNF/SIX2/WT1/LGR4/FMN1/LHX1	 14
BP	GO:0035924	cellular response to vascular endothelial growth factor stimulus	24/4123	68/19786	4.097559e-03	2.395729e-02	1.718119e-02	DCN/ADGRA2/FLT4/FOXC1/FLT1/GAB1/SMOC2/VEGFA/HRG/NRP2/NR4A1/MT1G/KDR/DLL4/RAMP2/PDGFRA/ANXA1/SPRY2/ADAMTS12/VCAM1/JCAD/EGR3/DLL1/MIR424	 24
BP	GO:0002573	myeloid leukocyte differentiation	68/4123	242/19786	4.188711e-03	2.446764e-02	1.754719e-02	CD4/GAB2/CASP8/FSTL3/ATP6AP1/OSTM1/SNX10/TESC/DHRS2/MMP9/RASSF2/SFRP1/CCN4/RELB/CDK6/SH3PXD2A/TCIRG1/VEGFA/FOXP1/ID2/INHBA/PDE1B/BATF3/INHA/MT1G/LIF/LRRC17/CBFA2T3/ZBTB46/RARA/PIAS3/TSPAN2/TLR4/MYC/LEF1/TNFRSF11A/TCTA/PIK3R1/TMEM178A/CAMK4/UBASH3B/PRKCA/LRRK1/PPARGC1B/CD109/IL34/RUNX1/GAB3/TGFBR2/TLR3/FBN1/BATF2/ROR2/FOS/JUNB/CEBPB/ESRRA/TRIB1/GATA2/CSF1/ZFP36L1/ZNF675/L3MBTL3/MAFB/UBD/NME1/NME2/CEBPA	 68
BP	GO:0009798	axis specification	28/4123	83/19786	4.263219e-03	2.487991e-02	1.784286e-02	SFRP1/COBL/MDFI/IRX4/EPB41L5/VAX2/WLS/STIL/WNT1/TBX3/AHI1/SIX3/RIPPLY1/ETS2/STC1/TDRD5/FZD5/CITED2/SHH/OTX2/FRS2/CXXC4/SIX2/PLD6/WT1/PTCH1/DLL1/LHX1	 28
BP	GO:0032233	positive regulation of actin filament bundle assembly	22/4123	61/19786	4.346124e-03	2.531707e-02	1.815637e-02	LIMCH1/RAPGEF3/WNT11/NOX4/SFRP1/LIMK1/TACR1/APOA1/CCN2/TGFB3/SORBS3/VIL1/TPM1/WNT4/SYNPO2L/SERPINF2/SH3PXD2B/CD47/FLNA/S100A10/LPAR1/ARHGEF15	 22
BP	GO:0042733	embryonic digit morphogenesis	22/4123	61/19786	4.346124e-03	2.531707e-02	1.815637e-02	HOXA11/ALX4/GLI2/MAP3K20/GLI3/ZBTB16/TBX2/HOXC11/TBX3/OSR1/SFRP2/FREM2/GJA1/MSX1/IHH/HAND2/SHH/OSR2/FZD6/ROR2/CHST11/NOG	 22
BP	GO:1902107	positive regulation of leukocyte differentiation	51/4123	173/19786	4.373027e-03	2.545037e-02	1.825197e-02	CD4/FOXP3/CASP8/ATP6AP1/GLI2/IL4R/TESC/FLT3LG/GLI3/VSIR/ZBTB16/CD83/BCL6/ID2/CD46/TNFSF4/MYB/BTN2A2/LIF/ZBTB46/RARA/ANXA1/HLX/LEF1/DUSP10/ITPKB/NFKBIZ/IL18/PRKCA/PPARGC1B/IL34/RUNX1/ZBTB7B/IHH/TGFBR2/SHH/SYK/ROR2/FOS/SOCS5/MALT1/RASGRP1/TRIB1/EGR3/GAS6/CSF1/SOCS1/ZFP36L1/ADA/PNP/AGER	 51
BP	GO:0071383	cellular response to steroid hormone stimulus	72/4123	259/19786	4.383407e-03	2.548736e-02	1.827850e-02	TFPI/BRCA1/CALCOCO1/ISL1/ATP1A2/ABCC2/NR1H3/TP63/RARB/EDN1/ICAM1/HDAC6/HNF4A/BMP7/RHOXF1/SFRP1/CCNE1/ATP1A3/VDR/FOXP1/FHL2/PADI2/KLF9/NR4A3/ESRRB/NR4A1/PMEPA1/THRA/RNF6/MYOD1/ASS1/RARA/SERPINF1/WBP2/ANXA1/NR5A1/LEF1/ABHD2/TGFB1I1/ADCYAP1/EGFR/STAR/NR6A1/NR3C2/ZFP36L2/DAB2/PPARGC1B/FBXO32/STC1/RUNX1/NR2F6/FOXH1/ATP1A1/HNF4G/GPER1/NKX3-1/OR51E2/FAM107A/AR/NR0B1/PAQR8/RARG/ESRRA/NRIP1/AGTR2/PAQR7/ZFP36L1/PPARA/EIF4EBP1/KANK2/RORB/SSTR3	 72
BP	GO:0003407	neural retina development	25/4123	72/19786	4.392438e-03	2.550453e-02	1.829081e-02	PROM1/TFAP2B/SDK2/TGFB2/CALB1/SLC17A7/PTN/SOX9/DLL4/ATP8A2/AHI1/SIX3/SDK1/ROM1/THY1/MEGF11/IHH/HCN1/IRX5/FJX1/SLC17A8/ATOH7/DIO3/RORB/LHX1	 25
BP	GO:0030832	regulation of actin filament length	47/4123	157/19786	4.394416e-03	2.550453e-02	1.829081e-02	SCIN/TENM1/WAS/CAPG/ELN/LIMA1/CTNNA2/ADD2/PAK3/ACTN2/ICAM1/CORO1A/PYCARD/KANK1/CXCL12/KIAA1211/CIT/PREX1/VIL1/TMOD2/HIP1R/FHOD3/BIN1/SPTBN5/SLIT2/IQGAP2/GSN/PLEKHH2/CARMIL2/SPTBN4/NPHS1/TMOD4/LMOD3/PRKCD/CFL2/CDC42EP5/PRKCE/CCL11/SPTBN2/WASHC1/NEB/KIRREL1/SPIRE2/TMSB4X/FMN1/MAGEL2/MIR214	 47
BP	GO:0000079	regulation of cyclin-dependent protein serine/threonine kinase activity	29/4123	87/19786	4.462315e-03	2.587489e-02	1.855642e-02	MAPRE3/CDC6/PDGFB/CDKN3/CCND1/CDKN1B/CCND3/KAT2B/GADD45A/TNFAIP3/PKD2/CCND2/CDKN2C/CKS2/CCNB1/PSRC1/EGFR/CDKN2B/LATS2/CDC25C/DIRAS3/PLK1/SFN/CDK5R1/HEXIM1/BLM/CCNL2/CEBPA/MIR711	 29
BP	GO:0003401	axis elongation	13/4123	30/19786	4.497399e-03	2.596302e-02	1.861962e-02	TNC/FGFR2/WNT11/SFRP1/FGF1/RDH10/SOX9/SPRY2/NKD1/SFRP2/VANGL2/SHH/MAGI2	 13
BP	GO:0007202	activation of phospholipase C activity	13/4123	30/19786	4.497399e-03	2.596302e-02	1.861962e-02	ADCYAP1R1/HTR2A/AGT/HTR2B/PLCB2/EGFR/EDNRA/AVPR1A/NMUR1/BDNF/C5AR1/LPAR1/ANG	 13
BP	GO:0050926	regulation of positive chemotaxis	13/4123	30/19786	4.497399e-03	2.596302e-02	1.861962e-02	CASR/F7/VEGFA/ARTN/F3/KDR/NTRK3/CDH13/ITGA2/SCG2/AZU1/NTF3/AGER	 13
BP	GO:0061217	regulation of mesonephros development	13/4123	30/19786	4.497399e-03	2.596302e-02	1.861962e-02	VEGFA/SOX9/WNT2B/AGT/GREM1/GDNF/SIX2/AGTR2/NOG/TACSTD2/WT1/LGR4/LHX1	 13
BP	GO:0051260	protein homooligomerization	107/4123	407/19786	4.498016e-03	2.596302e-02	1.861962e-02	MGST1/EHD3/ACPP/RAD51/POLQ/TMEM38A/TP63/ACTN2/P2RX6/KCTD17/SAMHD1/RIOK3/KCND1/PYCARD/EHD4/BMF/TRPA1/SLC1A5/CAV1/SLC1A1/LGI1/SEPTIN4/MPP2/P2RX3/EHD1/SLC1A2/VWF/ASIC1/RIPOR2/DPYSL3/ECT2/ACADL/GLS/KCNC4/CRYZ/GBP1/PKD2/KCNJ2/ALDH1A2/KCNC1/RIPK3/KCNA6/KCNA5/APOE/ATP5IF1/SLC34A1/KCNC3/SYT11/IGHMBP2/P2RX4/SPTBN5/EMILIN1/TP53/ILDR1/TIFA/C1QTNF2/DPYS/STOM/ALDOA/KCTD14/TDO2/KCTD15/COLEC12/KCNB1/NPM2/CDA/SCUBE1/TOR2A/KCNF1/HCN1/RASEF/FBP1/CLDN3/VWA2/KCNC2/PRTG/TK1/SCARA5/KCTD19/DCXR/NLGN1/KCNS3/KCND3/PRND/AQP4/C1QTNF1/SHMT1/TRIM72/BEND3/KCTD12/CLDN7/KCTD8/KCNJ12/ALDH1A3/KCND2/P2RX2/TMEM120A/RYR1/ANXA6/BLM/SLC22A6/ARC/TGM2/GPX3/VSTM5/LY6G5B/ALDOA	107
BP	GO:2000377	regulation of reactive oxygen species metabolic process	62/4123	218/19786	4.517907e-03	2.605034e-02	1.868225e-02	FYN/BRCA1/CYBA/SPHK2/PDK3/PTGS2/EDN1/NOX4/ICAM1/HDAC6/TSPO/PDGFB/BMP7/CAV1/FOXM1/AGXT2/GADD45A/PKD2/PTGIS/SIRT5/KLF2/RAC2/RIPK3/ACE2/ASS1/RGN/CRP/P2RX4/AGT/KLF4/TLR4/CYP1B1/FBLN5/TP53/AGTR1/SNCA/EGFR/PID1/DDAH1/MPV17L/HK2/ITGB2/TGFBR2/PTX3/PRKCD/SYK/STAT3/BNIP3/F2/AGTR2/ADGRB1/TMEM106A/PRKN/NOXA1/CD47/BCO2/SIRPA/NOS1AP/AIF1/MIR199A2/PLIN5/MPV17L	 62
BP	GO:0035176	social behavior	20/4123	54/19786	4.525486e-03	2.605034e-02	1.868225e-02	MAPK8IP2/DRD4/BRINP1/AVP/DVL1/NRXN2/GAD1/NLGN4X/KALRN/CHRNB2/SHANK1/SHANK2/PTCHD1/AVPR1A/GNG8/CNTNAP2/NRXN1/GRID1/SEPTIN5/NLGN3	 20
BP	GO:0051703	intraspecies interaction between organisms	20/4123	54/19786	4.525486e-03	2.605034e-02	1.868225e-02	MAPK8IP2/DRD4/BRINP1/AVP/DVL1/NRXN2/GAD1/NLGN4X/KALRN/CHRNB2/SHANK1/SHANK2/PTCHD1/AVPR1A/GNG8/CNTNAP2/NRXN1/GRID1/SEPTIN5/NLGN3	 20
BP	GO:0001974	blood vessel remodeling	18/4123	47/19786	4.589393e-03	2.634636e-02	1.889454e-02	FLT4/FOXC1/HRG/ACVR2B/DBH/LIF/DLL4/AGT/ACVRL1/NOL3/RSPO3/ACE/CHD7/FOXC2/AGTR2/BGN/TGM2/BMPR2	 18
BP	GO:0060711	labyrinthine layer development	18/4123	47/19786	4.589393e-03	2.634636e-02	1.889454e-02	CASP8/FGFR2/BMP7/BMP5/PCDH12/HES1/CCN1/VASH2/RSPO3/ADM/ST14/FZD5/HEY1/SPINT2/JUNB/SOCS3/ZFP36L1/WNT7B	 18
BP	GO:1902099	regulation of metaphase/anaphase transition of cell cycle	18/4123	47/19786	4.589393e-03	2.634636e-02	1.889454e-02	TRIP13/NDC80/CDC6/TTK/MAD2L2/CDC20/CENPF/NEK6/DLGAP5/CCNB1/ESPL1/HECW2/CENPE/MAD2L1/PLK1/CDT1/AURKB/MAPK15	 18
BP	GO:0016054	organic acid catabolic process	75/4123	272/19786	4.615921e-03	2.645069e-02	1.896936e-02	NOS2/CD44/ACAA1/BCAT1/HMMR/XYLB/PRODH/ACOT8/RENBP/PLA2G15/FAH/ETFB/BCAT2/GCDH/AGXT2/HGD/HYAL1/ACADL/GLS/PECR/KYNU/HAO2/FAAH/CNR1/ALDH6A1/GOT1/ACADS/TST/GAD1/CDO1/SESN2/RIDA/NPL/ALDH1L2/MTHFS/FGF2/SLC27A2/THNSL2/GADL1/ALDH1L1/AIG1/ADHFE1/IDNK/AUH/GLUD1/TDO2/ACMSD/DDAH1/GLYATL2/CPT2/HPD/ALDH4A1/CBS/FTCD/FABP1/GPT/ECI1/IRS1/CPT1C/DCXR/KYAT1/PAH/PHYKPL/SHMT1/ACOT4/PIPOX/ADO/PPARA/HYKK/PLIN5/ACAD11/HOGA1/DECR2/PRODH2/KYAT1	 75
